finding_id,meteorite_id,findings,discovery_year
20231,23229,Significant sulfur levels,2000
20232,23230,Presence of water-bearing minerals,2000
20233,23231,Elevated manganese levels,2000
20234,23232,Elevated manganese levels,2000
20235,23233,High chromium content,2000
20236,23234,Elevated cobalt levels,2000
20237,23235,Abundant olivine crystals,2000
20238,23236,High metal content,2000
20239,23237,Low carbon content,2000
20240,23238,Low density,2000
20241,23239,Iron-nickel alloy composition,2000
20242,23240,Low density,2000
20243,23241,Porous texture noted,2000
20244,23242,Significant phosphorous levels,2000
20245,23243,Carbonaceous composition,2000
20246,23244,Significant sulfur levels,2000
20247,23245,Significant sulfur levels,2000
20248,23246,Low volatile compounds,2000
20249,23247,Low carbon content,2000
20250,23248,High metal content,2000
20251,23249,Crystalline texture observed,2001
20252,23250,Presence of organic compounds,2001
20253,23251,Elevated manganese levels,2001
20254,23252,Significant sulfur levels,2001
20255,23253,Anomalous oxygen isotope ratio,2000
20256,23254,Elevated cobalt levels,2001
20257,23255,Low volatile compounds,2000
20258,23256,Unique mineral structure,2001
20259,23257,High metal content,2001
20260,23258,High metal content,2000
20261,23259,Exotic mineral inclusions,2000
20262,23260,Presence of water-bearing minerals,2001
20263,23261,Low volatile compounds,2001
20264,23262,Low density,2001
20265,23263,Significant sulfur levels,2001
20266,23264,Presence of organic compounds,2001
20267,23265,Shock-metamorphosed structure,2001
20268,23266,Carbonaceous composition,2001
20269,23267,Porous texture noted,2001
20270,23268,Trace rare earth elements,2001
20271,23269,Significant phosphorous levels,2001
20272,23270,Rare isotopes detected,2001
20273,23271,Shock-metamorphosed structure,2000
20274,23272,Carbonaceous composition,2000
20275,23273,High chromium content,2000
20276,23274,Porous texture noted,2000
20277,23275,Exotic mineral inclusions,2000
20278,23276,Anomalous oxygen isotope ratio,2000
20279,23277,Evidence of partial melting,2002
20280,23278,Low density,2000
20281,23279,Abundant olivine crystals,2000
20282,23280,Significant sulfur levels,2000
20283,23281,Crystalline texture observed,2001
20284,23282,Elevated manganese levels,2002
20285,23283,Abundant olivine crystals,2000
20286,23284,Elevated cobalt levels,2000
20287,23285,Trace rare earth elements,2000
20288,23286,Low carbon content,2001
20289,23287,Carbonaceous composition,2000
20290,23288,Significant phosphorous levels,2000
20291,23289,Silicate rich,2000
20292,23290,High magnesium content,2000
20293,23291,Rare isotopes detected,2000
20294,23292,Elevated cobalt levels,2000
20295,23293,Anomalous oxygen isotope ratio,2000
20296,23294,Silicate rich,2000
20297,23295,Presence of organic compounds,2001
20298,23296,Evidence of partial melting,2001
20299,23297,Magnetic properties observed,2001
20300,23298,Silicate rich,2000
20301,23299,Elevated manganese levels,2001
20302,23300,Presence of organic compounds,2001
20303,23301,Presence of organic compounds,2002
20304,23302,Evidence of partial melting,2002
20305,23303,Evidence of partial melting,2002
20306,23304,Unique mineral structure,2002
20307,23305,Rare isotopes detected,2001
20308,23306,High chromium content,2001
20309,23307,High magnesium content,2000
20310,23308,Exotic mineral inclusions,2000
20311,23309,Crystalline texture observed,2000
20312,23310,Iron-nickel alloy composition,2001
20313,23311,Elevated cobalt levels,2002
20314,23312,High iron content,2002
20315,23313,Shock-metamorphosed structure,2002
20316,23314,Significant phosphorous levels,2001
20317,23315,Silicate rich,2001
20318,23316,Silicate rich,2001
20319,23317,Trace rare earth elements,2003
20320,23318,Unique mineral structure,2002
20321,23319,Elevated cobalt levels,2002
20322,23320,Unique mineral structure,2002
20323,23321,Evidence of partial melting,2003
20324,23322,Evidence of partial melting,2004
20325,23323,Anomalous silicon content,2004
20326,23324,Iron-nickel alloy composition,2001
20327,23325,High iron content,2001
20328,23326,Abundant olivine crystals,2001
20329,23327,Significant phosphorous levels,2001
20330,23328,Low carbon content,2001
20331,23329,Low carbon content,2001
20332,23330,Low volatile compounds,2001
20333,23331,Low volatile compounds,2001
20334,23332,Evidence of partial melting,2001
20335,23333,Anomalous oxygen isotope ratio,2002
20336,23334,Abundant olivine crystals,2002
20337,23335,Iron-nickel alloy composition,2002
20338,23336,High iron content,2002
20339,23337,Significant sulfur levels,2002
20340,23338,Trace platinum group metals,2002
20341,23339,High metal content,2002
20342,23340,Elevated cobalt levels,2002
20343,23341,High metal content,2002
20344,23342,Unusual chemical makeup,2002
20345,23343,Nickel traces found,2002
20346,23344,Porous texture noted,2002
20347,23345,Porous texture noted,2002
20348,23346,Silicate rich,2001
20349,23347,Trace platinum group metals,2000
20350,23348,High titanium concentration,2000
20351,23349,Anomalous silicon content,2000
20352,23350,High iron content,2001
20353,23351,Porous texture noted,2001
20354,23352,Unusual chemical makeup,2001
20355,23353,Presence of water-bearing minerals,2001
20356,23354,Anomalous oxygen isotope ratio,2001
20357,23355,Presence of water-bearing minerals,2001
20358,23356,Rare isotopes detected,2002
20359,23357,Elevated manganese levels,2002
20360,23358,Significant phosphorous levels,2002
20361,23359,Porous texture noted,2002
20362,23360,Trace platinum group metals,2002
20363,23361,Iron-nickel alloy composition,2002
20364,23362,High titanium concentration,2002
20365,23363,Anomalous oxygen isotope ratio,2001
20366,23364,Porous texture noted,2002
20367,23365,Low carbon content,2002
20368,23366,Trace platinum group metals,2001
20369,23367,Iron-nickel alloy composition,2001
20370,23368,Presence of water-bearing minerals,2002
20371,23369,Silicate rich,2002
20372,23370,Exotic mineral inclusions,2002
20373,23371,Rare isotopes detected,2002
20374,23372,Silicate rich,2002
20375,23373,Low carbon content,2002
20376,23374,High metal content,2002
20377,23375,High chromium content,2001
20378,23376,High magnesium content,2002
20379,23377,Crystalline texture observed,1998
20380,23378,Low volatile compounds,2002
20381,23379,Anomalous silicon content,2003
20382,23380,Carbonaceous composition,2002
20383,23381,Low carbon content,2003
20384,23382,Elevated manganese levels,2002
20385,23383,Magnetic properties observed,2003
20386,23384,High iron content,2002
20387,23385,Silicate rich,2002
20388,23386,Elevated cobalt levels,2002
20389,23387,High magnesium content,2003
20390,23388,High metal content,2003
20391,23389,Presence of water-bearing minerals,2002
20392,23390,Trace rare earth elements,2003
20393,23391,Unique mineral structure,2002
20394,23392,Evidence of partial melting,2002
20395,23393,Low carbon content,2002
20396,23394,Exotic mineral inclusions,2002
20397,23395,Rare isotopes detected,2002
20398,23396,Trace rare earth elements,2002
20399,23397,Presence of water-bearing minerals,2002
20400,23398,Significant sulfur levels,2002
20401,23399,High iron content,2002
20402,23400,Shock-metamorphosed structure,2002
20403,23401,Porous texture noted,2002
20404,23402,Anomalous oxygen isotope ratio,2002
20405,23403,Evidence of partial melting,2002
20406,23404,Low volatile compounds,2002
20407,23405,Elevated manganese levels,2002
20408,23406,Trace platinum group metals,2002
20409,23407,Iron-nickel alloy composition,2002
20410,23408,Low density,2002
20411,23409,High magnesium content,2002
20412,23410,Presence of water-bearing minerals,2002
20413,23411,High iron content,2002
20414,23412,Significant phosphorous levels,2003
20415,23413,Exotic mineral inclusions,2002
20416,23414,Unusual chemical makeup,2002
20417,23415,Anomalous silicon content,2003
20418,23416,Porous texture noted,2002
20419,23417,Presence of organic compounds,2002
20420,23418,Significant sulfur levels,2002
20421,23419,Carbonaceous composition,2002
20422,23420,Trace platinum group metals,2002
20423,23421,High chromium content,2003
20424,23422,Exotic mineral inclusions,2002
20425,23423,Shock-metamorphosed structure,2003
20426,23424,Carbonaceous composition,2003
20427,23425,Presence of water-bearing minerals,2002
20428,23426,Elevated cobalt levels,2002
20429,23427,High iron content,2002
20430,23428,Crystalline texture observed,2003
20431,23429,Low volatile compounds,2002
20432,23430,Significant phosphorous levels,2003
20433,23431,Magnetic properties observed,2002
20434,23432,Rare isotopes detected,2002
20435,23433,Significant sulfur levels,2003
20436,23434,Anomalous silicon content,2002
20437,23435,Anomalous silicon content,2003
20438,23436,High metal content,2002
20439,23437,Magnetic properties observed,2002
20440,23438,Magnetic properties observed,2002
20441,23439,Elevated manganese levels,2002
20442,23440,Unusual chemical makeup,2002
20443,23441,Crystalline texture observed,2002
20444,23442,Elevated cobalt levels,2003
20445,23443,Low carbon content,2003
20446,23444,High metal content,2002
20447,23445,Presence of water-bearing minerals,2003
20448,23446,Exotic mineral inclusions,2003
20449,23447,Abundant olivine crystals,2002
20450,23448,Low carbon content,2002
20451,23449,Unique mineral structure,2002
20452,23450,High metal content,2002
20453,23451,Exotic mineral inclusions,2002
20454,23452,Exotic mineral inclusions,2003
20455,23453,Unusual chemical makeup,2002
20456,23454,Significant sulfur levels,2001
20457,23455,Crystalline texture observed,1934
20458,23456,Unique mineral structure,1910
20459,23457,Low density,1715
20460,23458,Trace rare earth elements,1968
20461,23460,Carbonaceous composition,1846
20462,23461,High magnesium content,1850
20463,23462,Shock-metamorphosed structure,1905
20464,23463,Significant phosphorous levels,1998
20465,23464,Evidence of partial melting,1998
20466,23465,Elevated cobalt levels,1998
20467,23466,Low volatile compounds,1867
20468,23468,Low carbon content,1937
20469,23469,Low carbon content,1962
20470,23470,Shock-metamorphosed structure,1976
20471,23471,Anomalous silicon content,1989
20472,23472,Low carbon content,1871
20473,23473,Exotic mineral inclusions,1917
20474,23474,Unique mineral structure,1847
20475,23475,Magnetic properties observed,1991
20476,23476,Crystalline texture observed,1853
20477,23477,Significant sulfur levels,2002
20478,23478,Magnetic properties observed,1956
20479,23479,Anomalous oxygen isotope ratio,1941
20480,23480,High metal content,1991
20481,23481,Porous texture noted,1939
20482,23482,Low carbon content,1900
20483,23483,Nickel traces found,1947
20484,23484,Evidence of partial melting,1960
20485,23485,Anomalous silicon content,1949
20486,23486,Carbonaceous composition,1906
20487,23487,Exotic mineral inclusions,1940
20488,23488,Porous texture noted,1961
20489,23489,Abundant olivine crystals,1965
20490,23490,Shock-metamorphosed structure,1967
20491,23491,High magnesium content,1976
20492,23492,High magnesium content,1977
20493,23493,Unique mineral structure,1976
20494,23494,Anomalous silicon content,1976
20495,23495,Magnetic properties observed,1773
20496,23496,Abundant olivine crystals,1993
20497,23497,Silicate rich,1936
20498,23498,Anomalous silicon content,1850
20499,23499,High titanium concentration,1923
20500,23500,Trace rare earth elements,1966
20501,23501,Exotic mineral inclusions,1818
20502,23502,Rare isotopes detected,1923
20503,23503,Rare isotopes detected,1875
20504,23504,Elevated manganese levels,1908
20505,23505,Unique mineral structure,1977
20506,23506,High iron content,2001
20507,23507,Low density,1965
20508,23508,Significant phosphorous levels,1862
20509,23509,Unique mineral structure,1874
20510,23510,Magnetic properties observed,1967
20511,23511,Nickel traces found,1940
20512,23512,Low density,1989
20513,23513,Nickel traces found,1933
20514,23514,High chromium content,2000
20515,23515,High iron content,2000
20516,23516,Low density,2001
20517,23517,Abundant olivine crystals,2001
20518,23518,High magnesium content,1998
20519,23519,Low volatile compounds,1998
20520,23520,Iron-nickel alloy composition,1998
20521,23521,Nickel traces found,1850
20522,23522,Low volatile compounds,1936
20523,23523,Shock-metamorphosed structure,1957
20524,23524,Presence of water-bearing minerals,1983
20525,23525,Porous texture noted,1921
20526,23526,Evidence of partial melting,1937
20527,23527,Low volatile compounds,1999
20528,23528,Silicate rich,1999
20529,23529,Elevated manganese levels,1904
20530,23530,Elevated cobalt levels,1865
20531,23531,Iron-nickel alloy composition,1976
20532,23532,High chromium content,1969
20533,23533,Crystalline texture observed,1962
20534,23534,Porous texture noted,1921
20535,23535,High titanium concentration,1869
20536,23536,High titanium concentration,1890
20537,23537,High chromium content,1915
20538,23539,Evidence of partial melting,2001
20539,23540,Evidence of partial melting,2001
20540,23541,Elevated cobalt levels,2000
20541,23542,Elevated manganese levels,2001
20542,23543,Presence of water-bearing minerals,2001
20543,23544,Rare isotopes detected,2000
20544,23545,Presence of water-bearing minerals,2001
20545,23546,High magnesium content,2002
20546,23547,Carbonaceous composition,2001
20547,23548,Trace rare earth elements,2001
20548,23549,Trace rare earth elements,2001
20549,23550,Elevated cobalt levels,2001
20550,23551,Significant phosphorous levels,2001
20551,23552,High iron content,2001
20552,23553,Unique mineral structure,2001
20553,23554,Carbonaceous composition,2001
20554,23555,Iron-nickel alloy composition,2001
20555,23556,Presence of water-bearing minerals,2001
20556,23557,Silicate rich,1998
20557,23558,Significant sulfur levels,1998
20558,23559,Unusual chemical makeup,1998
20559,23560,Presence of organic compounds,1998
20560,23561,Significant sulfur levels,1998
20561,23562,Crystalline texture observed,1998
20562,23563,High metal content,1998
20563,23564,Abundant olivine crystals,1998
20564,23565,Low density,1998
20565,23566,Trace rare earth elements,2003
20566,23567,Anomalous silicon content,2003
20567,23568,Presence of water-bearing minerals,2002
20568,23569,High iron content,2003
20569,23570,Iron-nickel alloy composition,2003
20570,23571,Magnetic properties observed,2002
20571,23572,Significant sulfur levels,2002
20572,23573,Presence of water-bearing minerals,2002
20573,23574,Abundant olivine crystals,2002
20574,23575,Elevated manganese levels,2002
20575,23576,Rare isotopes detected,2002
20576,23577,Crystalline texture observed,2003
20577,23578,Trace platinum group metals,2003
20578,23579,Low carbon content,2003
20579,23580,Exotic mineral inclusions,1938
20580,23581,Carbonaceous composition,1907
20581,23582,Anomalous silicon content,1971
20582,23583,Elevated cobalt levels,1912
20583,23584,Presence of water-bearing minerals,1863
20584,23585,Unusual chemical makeup,1941
20585,23586,Abundant olivine crystals,1794
20586,23587,Presence of water-bearing minerals,1784
20587,23588,Magnetic properties observed,1995
20588,23589,Significant sulfur levels,1962
20589,23590,High iron content,1898
20590,23591,Exotic mineral inclusions,1923
20591,23592,Exotic mineral inclusions,1919
20592,23593,Iron-nickel alloy composition,1947
20593,23594,Shock-metamorphosed structure,1995
20594,23595,Significant sulfur levels,2000
20595,23596,Carbonaceous composition,1939
20596,23597,Shock-metamorphosed structure,1887
20597,23598,High chromium content,2000
20598,23599,Porous texture noted,2000
20599,23600,Anomalous silicon content,1883
20600,23601,Low density,1938
20601,23602,Nickel traces found,1838
20602,23603,Trace platinum group metals,1920
20603,23604,Significant phosphorous levels,1907
20604,23606,Shock-metamorphosed structure,1916
20605,23607,Anomalous oxygen isotope ratio,1991
20606,23608,Trace platinum group metals,1991
20607,23609,Silicate rich,1991
20608,23610,Significant sulfur levels,1991
20609,23611,Elevated manganese levels,1901
20610,23612,Nickel traces found,1847
20611,23613,Unique mineral structure,1956
20612,23614,High titanium concentration,1933
20613,23615,High iron content,1716
20614,23616,Elevated cobalt levels,1875
20615,23617,Low density,1989
20616,23618,Unique mineral structure,1994
20617,23619,Carbonaceous composition,1989
20618,23621,Anomalous silicon content,1848
20619,23622,Elevated cobalt levels,1966
20620,23623,Low volatile compounds,1905
20621,23625,Porous texture noted,1941
20622,23626,Anomalous oxygen isotope ratio,1868
20623,23627,Elevated manganese levels,1962
20624,23628,Rare isotopes detected,1966
20625,23629,Crystalline texture observed,1989
20626,23630,Unusual chemical makeup,1991
20627,23632,High iron content,1992
20628,23633,High magnesium content,1992
20629,23634,Significant phosphorous levels,1992
20630,23635,Trace platinum group metals,1992
20631,23636,Significant sulfur levels,1992
20632,23637,Unusual chemical makeup,1992
20633,23638,Significant phosphorous levels,1991
20634,23639,High metal content,1993
20635,23640,Nickel traces found,1995
20636,23641,Magnetic properties observed,1994
20637,23642,Anomalous silicon content,1994
20638,23643,Low volatile compounds,1994
20639,23644,Presence of organic compounds,1976
20640,23645,Trace platinum group metals,1818
20641,23646,Porous texture noted,1838
20642,23647,Shock-metamorphosed structure,1962
20643,23648,High iron content,2000
20644,23649,High chromium content,1937
20645,23650,Carbonaceous composition,1839
20646,23651,Porous texture noted,1940
20647,23652,Unusual chemical makeup,1863
20648,23654,Anomalous oxygen isotope ratio,1840
20649,23655,Presence of water-bearing minerals,1968
20650,23656,Trace rare earth elements,1975
20651,23657,Low carbon content,1983
20652,23658,Exotic mineral inclusions,1994
20653,23659,Anomalous oxygen isotope ratio,1927
20654,23660,Magnetic properties observed,1960
20655,23661,Presence of organic compounds,1877
20656,23662,Trace platinum group metals,1986
20657,23663,High metal content,1860
20658,23664,Carbonaceous composition,1958
20659,23665,High chromium content,1919
20660,23666,High titanium concentration,1977
20661,23667,Trace rare earth elements,1866
20662,23668,Presence of water-bearing minerals,1993
20663,23669,Low density,1938
20664,23670,Trace rare earth elements,1927
20665,23671,Silicate rich,1945
20666,23673,High titanium concentration,1997
20667,23675,Evidence of partial melting,1893
20668,23676,Exotic mineral inclusions,1915
20669,23677,Unusual chemical makeup,1957
20670,23679,High magnesium content,1958
20671,23680,Crystalline texture observed,1971
20672,23682,Elevated manganese levels,2001
20673,23686,Shock-metamorphosed structure,2000
20674,23687,Exotic mineral inclusions,1934
20675,23688,Elevated cobalt levels,1965
20676,23689,Shock-metamorphosed structure,1937
20677,23690,Low density,1937
20678,23691,Anomalous oxygen isotope ratio,1980
20679,23692,Exotic mineral inclusions,1931
20680,23694,Evidence of partial melting,1873
20681,23712,Porous texture noted,1876
20682,23713,Presence of water-bearing minerals,1808
20683,23714,Anomalous oxygen isotope ratio,1975
20684,23715,High magnesium content,2000
20685,23716,High titanium concentration,1869
20686,23717,Significant sulfur levels,1857
20687,23720,High magnesium content,1983
20688,23722,Presence of water-bearing minerals,1724
20689,23723,Crystalline texture observed,1900
20690,23724,Significant phosphorous levels,1990
20691,23725,High chromium content,1991
20692,23727,High metal content,1942
20693,23728,Abundant olivine crystals,1974
20694,23729,Nickel traces found,1917
20695,23730,Nickel traces found,1964
20696,23731,Magnetic properties observed,1989
20697,23732,Trace rare earth elements,1623
20698,23733,Anomalous silicon content,1994
20699,23734,Low volatile compounds,1983
20700,23735,Low density,1952
20701,23736,Crystalline texture observed,1924
20702,23737,Trace platinum group metals,1969
20703,23738,Presence of organic compounds,1986
20704,23739,Carbonaceous composition,1987
20705,23740,Low volatile compounds,1990
20706,23741,High magnesium content,1916
20707,23743,Presence of water-bearing minerals,1979
20708,23744,Presence of organic compounds,1890
20709,23745,High metal content,1935
20710,23746,Anomalous oxygen isotope ratio,1985
20711,23747,Silicate rich,1985
20712,23748,High titanium concentration,2000
20713,23749,Porous texture noted,2000
20714,23750,Low carbon content,2001
20715,23751,Magnetic properties observed,2001
20716,23752,High iron content,2001
20717,23753,High magnesium content,2001
20718,23754,Anomalous oxygen isotope ratio,2001
20719,23755,High titanium concentration,2001
20720,23756,Abundant olivine crystals,2001
20721,23757,Significant sulfur levels,2001
20722,23758,Anomalous oxygen isotope ratio,2001
20723,23759,Exotic mineral inclusions,2000
20724,23760,Elevated cobalt levels,1865
20725,23761,Iron-nickel alloy composition,1899
20726,23762,Elevated manganese levels,1957
20727,23763,Carbonaceous composition,1964
20728,23764,Nickel traces found,1915
20729,23765,Crystalline texture observed,1932
20730,23766,Low carbon content,1932
20731,23767,High iron content,1931
20732,23768,Rare isotopes detected,1979
20733,23769,Evidence of partial melting,1985
20734,23770,Silicate rich,1961
20735,23772,High iron content,1988
20736,23773,Evidence of partial melting,1954
20737,23774,Abundant olivine crystals,1854
20738,23775,Crystalline texture observed,1983
20739,23776,High chromium content,1753
20740,23777,High metal content,1925
20741,23778,Silicate rich,1867
20742,23779,Low density,2000
20743,23780,Low volatile compounds,1951
20744,23781,Exotic mineral inclusions,1951
20745,23782,Rare isotopes detected,2000
20746,23783,Unique mineral structure,1989
20747,23784,Silicate rich,1991
20748,23785,Significant phosphorous levels,1934
20749,23786,Anomalous silicon content,1984
20750,23787,Unique mineral structure,1928
20751,23789,Carbonaceous composition,1880
20752,23792,Low carbon content,1999
20753,23793,High metal content,1963
20754,23794,Magnetic properties observed,1903
20755,23795,Trace platinum group metals,1975
20756,23796,Elevated manganese levels,2002
20757,23797,Iron-nickel alloy composition,1950
20758,23798,Trace rare earth elements,1864
20759,23799,High iron content,1956
20760,23801,High metal content,1918
20761,23802,Shock-metamorphosed structure,1989
20762,23803,Iron-nickel alloy composition,1989
20763,23804,Significant sulfur levels,1989
20764,23805,High titanium concentration,1989
20765,23806,Elevated cobalt levels,1989
20766,23807,Trace rare earth elements,1989
20767,23808,Crystalline texture observed,1989
20768,23809,Crystalline texture observed,1989
20769,23810,Significant sulfur levels,1989
20770,23811,Anomalous silicon content,1991
20771,23812,Trace rare earth elements,1991
20772,23813,Abundant olivine crystals,1991
20773,23814,Porous texture noted,1991
20774,23815,High metal content,1991
20775,23816,Porous texture noted,1991
20776,23817,Silicate rich,1991
20777,23818,Silicate rich,1991
20778,23819,Trace platinum group metals,1991
20779,23820,High chromium content,1991
20780,23821,Anomalous silicon content,1991
20781,23822,Elevated cobalt levels,1991
20782,23823,Porous texture noted,1991
20783,23824,Trace rare earth elements,1991
20784,23825,Shock-metamorphosed structure,1991
20785,23826,Low carbon content,1991
20786,23827,High chromium content,1991
20787,23828,High chromium content,1991
20788,23829,Elevated manganese levels,1991
20789,23830,Low density,1991
20790,23831,Presence of water-bearing minerals,1991
20791,23832,Presence of water-bearing minerals,1991
20792,23833,Shock-metamorphosed structure,1991
20793,23834,Presence of water-bearing minerals,1991
20794,23835,Unusual chemical makeup,1991
20795,23836,High metal content,1991
20796,23837,High magnesium content,1991
20797,23838,High magnesium content,1992
20798,23839,Presence of organic compounds,1992
20799,23840,Unusual chemical makeup,1992
20800,23841,Evidence of partial melting,1992
20801,23842,Low density,1992
20802,23843,Low volatile compounds,1992
20803,23844,Iron-nickel alloy composition,1992
20804,23845,Magnetic properties observed,1992
20805,23846,Evidence of partial melting,1992
20806,23847,Low volatile compounds,1992
20807,23848,Elevated cobalt levels,1992
20808,23849,Porous texture noted,1992
20809,23850,Rare isotopes detected,1992
20810,23851,Exotic mineral inclusions,1992
20811,23852,Abundant olivine crystals,1992
20812,23853,Shock-metamorphosed structure,1992
20813,23854,Unusual chemical makeup,1992
20814,23855,Significant phosphorous levels,2002
20815,23856,Anomalous silicon content,2002
20816,23857,Presence of organic compounds,2002
20817,23858,Low volatile compounds,2002
20818,23859,Low volatile compounds,2002
20819,23860,High iron content,2002
20820,23861,Low volatile compounds,2002
20821,23862,Abundant olivine crystals,2002
20822,23863,High metal content,2002
20823,23864,Magnetic properties observed,2002
20824,23865,Carbonaceous composition,2002
20825,23866,Silicate rich,2002
20826,23867,High magnesium content,2002
20827,23868,Anomalous oxygen isotope ratio,2002
20828,23869,High titanium concentration,2002
20829,23870,Low carbon content,2002
20830,23871,Elevated cobalt levels,2002
20831,23872,Rare isotopes detected,1885
20832,23873,High metal content,1965
20833,23874,Significant phosphorous levels,1991
20834,23875,Elevated manganese levels,1999
20835,23876,High magnesium content,1994
20836,23878,High chromium content,1912
20837,23879,Unique mineral structure,1954
20838,23880,Magnetic properties observed,1967
20839,23881,Carbonaceous composition,2001
20840,23882,Presence of water-bearing minerals,2001
20841,23883,Trace rare earth elements,2001
20842,23884,Magnetic properties observed,1931
20843,23885,Carbonaceous composition,1967
20844,23886,Shock-metamorphosed structure,1938
20845,23887,Unusual chemical makeup,1929
20846,23888,Low density,1937
20847,23889,Anomalous silicon content,1939
20848,23890,Presence of organic compounds,1982
20849,23891,Porous texture noted,1853
20850,23892,Exotic mineral inclusions,1983
20851,23893,Abundant olivine crystals,1930
20852,23894,High chromium content,1959
20853,23895,Nickel traces found,1998
20854,23896,Iron-nickel alloy composition,1910
20855,23897,Presence of water-bearing minerals,1879
20856,23898,Crystalline texture observed,1872
20857,23899,Significant phosphorous levels,2000
20858,23900,Trace platinum group metals,2000
20859,23901,Exotic mineral inclusions,1903
20860,23902,High chromium content,1909
20861,23903,Shock-metamorphosed structure,1891
20862,23905,Unique mineral structure,2000
20863,23906,Abundant olivine crystals,1937
20864,23907,High chromium content,1974
20865,23908,Magnetic properties observed,1950
20866,23911,High chromium content,1962
20867,23912,Abundant olivine crystals,1982
20868,23913,Presence of organic compounds,1982
20869,23914,Trace platinum group metals,1982
20870,23915,Elevated cobalt levels,1982
20871,23916,Unique mineral structure,1982
20872,23917,Presence of organic compounds,1982
20873,23918,Presence of water-bearing minerals,1982
20874,23919,Unusual chemical makeup,1982
20875,23920,Exotic mineral inclusions,1982
20876,23921,Silicate rich,1982
20877,23922,High iron content,1982
20878,23923,High iron content,1982
20879,23924,Iron-nickel alloy composition,1982
20880,23925,Elevated cobalt levels,1982
20881,23926,Rare isotopes detected,1982
20882,23927,Abundant olivine crystals,1982
20883,23928,Elevated cobalt levels,1991
20884,23929,Abundant olivine crystals,1991
20885,23930,Significant sulfur levels,1991
20886,23931,Unique mineral structure,1991
20887,23932,Shock-metamorphosed structure,1991
20888,23933,Shock-metamorphosed structure,1991
20889,23934,Low density,1991
20890,23935,Abundant olivine crystals,1991
20891,23936,Elevated manganese levels,1991
20892,23937,Anomalous oxygen isotope ratio,1991
20893,23938,Rare isotopes detected,1991
20894,23939,Significant sulfur levels,1991
20895,23940,Iron-nickel alloy composition,1991
20896,23941,Porous texture noted,1991
20897,23942,High metal content,1991
20898,23943,Magnetic properties observed,1991
20899,23944,Crystalline texture observed,1991
20900,23945,Anomalous oxygen isotope ratio,1991
20901,23946,Unusual chemical makeup,1991
20902,23947,Carbonaceous composition,1991
20903,23948,Presence of water-bearing minerals,1991
20904,23949,Unusual chemical makeup,1991
20905,23950,Iron-nickel alloy composition,1991
20906,23951,Magnetic properties observed,1991
20907,23952,Magnetic properties observed,1991
20908,23953,Porous texture noted,2000
20909,23954,Low volatile compounds,2000
20910,23955,High metal content,2000
20911,23956,Low volatile compounds,2000
20912,23957,High iron content,2000
20913,23958,Low carbon content,2000
20914,23959,Anomalous silicon content,2000
20915,23960,Elevated manganese levels,2000
20916,23961,Silicate rich,2000
20917,23962,Presence of organic compounds,2000
20918,23963,Presence of organic compounds,2000
20919,23964,Shock-metamorphosed structure,2000
20920,23965,Anomalous oxygen isotope ratio,2000
20921,23966,High magnesium content,2000
20922,23967,Trace platinum group metals,2000
20923,23968,Elevated cobalt levels,2000
20924,23969,Elevated manganese levels,2000
20925,23970,Trace platinum group metals,2000
20926,23971,Significant phosphorous levels,2000
20927,23972,Unique mineral structure,1918
20928,23973,Trace rare earth elements,1888
20929,23974,High titanium concentration,1954
20930,23976,Low carbon content,2002
20931,23977,Crystalline texture observed,1955
20932,23978,Evidence of partial melting,1881
20933,23979,Magnetic properties observed,1888
20934,23980,High titanium concentration,1965
20935,23981,Elevated manganese levels,1977
20936,23982,Iron-nickel alloy composition,1978
20937,23983,Silicate rich,1956
20938,23984,Rare isotopes detected,1986
20939,23985,Magnetic properties observed,1967
20940,23986,Presence of water-bearing minerals,1970
20941,23987,High titanium concentration,1922
20942,23988,Elevated cobalt levels,1965
20943,23989,Silicate rich,1878
20944,23990,Presence of organic compounds,2002
20945,23991,High chromium content,1997
20946,23992,High chromium content,1997
20947,23993,Unusual chemical makeup,1997
20948,23994,Silicate rich,1997
20949,23995,Nickel traces found,1997
20950,23996,Low density,1997
20951,23997,High titanium concentration,2001
20952,23998,Low carbon content,1927
20953,23999,Presence of water-bearing minerals,1970
20954,24000,Silicate rich,1982
20955,24001,Unusual chemical makeup,1990
20956,24002,Shock-metamorphosed structure,1966
20957,24003,Trace platinum group metals,2002
20958,24004,Low volatile compounds,1807
20959,24005,Unusual chemical makeup,1997
20960,24006,High chromium content,1978
20961,24009,High iron content,1934
20962,24010,High metal content,1965
20963,24011,Anomalous silicon content,1869
20964,24012,Trace platinum group metals,1922
20965,24013,Trace rare earth elements,1903
20966,24014,Low volatile compounds,1963
20967,24016,Exotic mineral inclusions,1974
20968,24017,Nickel traces found,1974
20969,24018,Anomalous oxygen isotope ratio,1776
20970,24019,High metal content,1905
20971,24020,Low volatile compounds,1879
20972,24021,Elevated cobalt levels,1859
20973,24022,Unique mineral structure,1863
20974,24023,Exotic mineral inclusions,1916
20975,24024,High iron content,1984
20976,24025,Iron-nickel alloy composition,1886
20977,24026,Unusual chemical makeup,1911
20978,24027,Significant phosphorous levels,1992
20979,24029,Carbonaceous composition,1988
20980,24031,High iron content,1983
20981,24032,Significant sulfur levels,1944
20982,24033,High metal content,1945
20983,24034,Exotic mineral inclusions,1891
20984,24035,Exotic mineral inclusions,1962
