study_id,meteorite_id,scientist_id,study_date
21797,52151,11228,2008-07-20
21798,47849,35985,2015-10-14
21799,6358,8836,2024-03-26
21800,54152,14502,2021-05-02
21801,12997,11031,2005-05-09
21802,13893,11632,2006-03-20
21803,46976,12409,2015-07-17
21804,11109,30938,2006-10-01
21805,17046,2829,2017-11-03
21806,51710,6339,2013-01-25
21807,56079,13824,2007-02-18
21808,55529,13920,2016-10-31
21809,18381,9085,2017-11-20
21810,389,20328,2002-01-06
21811,56119,33172,2019-05-14
21812,25241,35591,2002-08-06
21813,10879,29122,2007-03-28
21814,6269,21597,2020-11-27
21815,40768,25947,2003-07-23
21816,3690,16976,2024-06-26
21817,25571,13171,2000-02-26
21818,14933,27936,2003-05-15
21819,54573,16653,2012-10-20
21820,6818,9740,2009-03-12
21821,20737,26611,2008-05-22
21822,53133,25554,2014-07-16
21823,23722,5755,2000-05-12
21824,46923,37685,2020-07-01
21825,21637,10105,2002-02-11
21826,3708,4489,2015-05-12
21827,54170,15568,2020-09-29
21828,15648,620,2008-02-07
21829,51218,7346,2003-11-20
21830,22286,34385,2010-06-21
21831,18350,3582,2024-07-31
21832,21327,11302,2002-07-12
21833,16319,33653,2001-11-08
21834,53907,14472,2004-10-23
21835,51741,12624,2015-08-11
21836,55562,18376,2022-09-14
21837,19005,32952,2020-05-08
21838,18403,37575,2018-05-08
21839,1447,30025,2017-10-11
21840,4064,19012,2011-09-13
21841,16667,15611,2020-12-03
21842,14299,29533,2011-12-03
21843,72,16922,2021-10-11
21844,54928,36199,2023-09-18
21845,50764,7645,2011-10-28
21846,10361,12928,2014-08-12
21847,27877,32579,2020-07-05
21848,29901,4530,2010-06-14
21849,16483,22413,2022-11-10
21850,26936,6040,2001-11-29
21851,16545,4774,2018-08-19
21852,55195,29518,2007-02-24
21853,48090,803,2017-09-07
21854,49929,12483,2007-07-16
21855,53275,32986,2021-11-18
21856,54482,4190,2025-04-26
21857,25992,9085,2010-11-18
21858,46879,24092,2023-09-09
21859,6248,38000,2005-05-29
21860,46761,30324,2002-01-03
21861,49381,28796,2001-11-01
21862,27333,3339,2018-05-12
21863,27252,36185,2004-04-28
21864,10152,16824,2024-09-03
21865,51359,28077,2003-08-10
21866,5947,17950,2019-01-24
21867,7974,842,2001-08-03
21868,28069,19964,2004-10-17
21869,26163,6720,2000-03-13
21870,9009,21230,2019-02-21
21871,51378,26274,2008-06-11
21872,3992,13439,2018-01-15
21873,46703,26553,2024-09-09
21874,34025,24336,2014-01-14
21875,14103,23182,2021-11-04
21876,51390,3823,2019-06-01
21877,39784,14397,2018-11-22
21878,2764,32429,2009-05-17
21879,29703,14951,2024-10-19
21880,23121,19317,2010-11-30
21881,11051,2454,2017-08-04
21882,48040,5322,2017-03-26
21883,26802,2199,2018-10-04
21884,18736,9779,2004-10-17
21885,2615,34011,2004-10-26
21886,49266,28384,2002-12-02
21887,35701,7770,2020-01-26
21888,38966,3376,2001-06-19
21889,3534,32031,2002-01-14
21890,56976,37697,2019-03-18
21891,24881,31934,2025-02-05
21892,2276,35116,2005-06-28
21893,13447,10758,2015-03-26
21894,28779,1840,2017-03-12
21895,3730,35472,2017-05-06
21896,52125,19648,2017-01-03
21897,44882,36347,2021-01-04
21898,14252,5022,2010-06-19
21899,1963,10932,2004-02-14
21900,8114,21723,2018-05-14
21901,54227,24284,2019-01-12
21902,48486,15390,2006-09-03
21903,21610,21951,2002-07-20
21904,9159,8631,2011-06-14
21905,15970,6124,2009-02-05
21906,13655,37424,2011-09-26
21907,2559,22054,2005-02-27
21908,9429,34652,2001-08-11
21909,54708,17851,2004-05-23
21910,51689,16702,2002-05-03
21911,27034,34275,2005-08-14
21912,53078,19540,2014-08-12
21913,22112,4752,2015-12-11
21914,705,15863,2024-05-29
21915,26234,35211,2003-12-18
21916,14474,5699,2009-02-25
21917,6111,36139,2021-08-10
21918,6598,31077,2004-03-06
21919,54800,4044,2002-10-11
21920,60,6252,2003-10-11
21921,29292,7879,2021-09-08
21922,8171,13191,2001-06-29
21923,14022,18436,2017-11-25
21924,12685,8787,2021-02-25
21925,19473,8091,2013-03-15
21926,6223,10974,2012-08-12
21927,29046,13457,2003-01-30
21928,6343,37407,2025-04-18
21929,28739,33488,2009-04-03
21930,46729,10151,2023-11-24
21931,53049,14111,2012-09-09
21932,27329,10389,2020-03-06
21933,7551,26606,2020-03-25
21934,9122,32310,2001-02-06
21935,50927,32205,2011-08-13
21936,24822,4136,2017-06-19
21937,19045,26132,2006-02-02
21938,24389,5554,2025-09-02
21939,30407,21866,2019-08-03
21940,22495,20647,2024-05-12
21941,13222,8408,2013-05-04
21942,25959,27929,2011-02-08
21943,57419,28317,2008-08-09
21944,15641,18714,2020-01-05
21945,20698,20791,2009-11-05
21946,4828,9454,2003-09-01
21947,14655,28599,2018-02-11
21948,17021,15220,2015-05-04
21949,771,1913,2014-09-01
21950,22482,30489,2007-01-09
21951,1663,28155,2024-11-01
21952,40269,17769,2000-10-02
21953,33617,257,2009-09-03
21954,6100,10836,2025-07-11
21955,40290,9599,2016-03-08
21956,26713,37056,2004-12-15
21957,18580,19213,2008-02-22
21958,25435,12144,2004-07-26
21959,23451,23451,2010-04-10
21960,47242,26737,2009-07-17
21961,4639,12810,2001-08-04
21962,11414,6064,2017-12-23
21963,19242,13267,2000-02-17
21964,50590,32298,2000-04-19
21965,7274,22728,2016-01-22
21966,19398,7601,2012-09-01
21967,5320,20845,2012-09-30
21968,13534,17602,2016-06-18
21969,2569,10447,2007-08-27
21970,54480,29373,2000-01-20
21971,14760,20737,2024-12-18
21972,51247,13035,2013-06-09
21973,30668,27351,2025-11-07
21974,5841,6829,2018-08-26
21975,23081,25036,2016-02-25
21976,16627,23363,2021-07-15
21977,8037,30807,2004-03-05
21978,16233,17825,2025-09-24
21979,56163,9531,2012-06-17
21980,1504,3652,2024-07-12
21981,29557,27551,2025-06-20
21982,3484,11145,2015-03-31
21983,26242,15755,2023-02-11
21984,20784,16816,2000-06-05
21985,24175,30677,2013-08-25
21986,18600,4589,2018-06-12
21987,18603,28001,2017-06-22
21988,57360,37908,2007-07-06
21989,14664,27524,2002-01-15
21990,25268,12932,2016-08-06
21991,5624,33105,2008-06-09
21992,55464,28308,2001-06-10
21993,28911,13000,2007-08-08
21994,53172,36168,2011-10-13
21995,3589,18431,2021-01-16
21996,40157,25319,2009-10-14
21997,12963,31087,2001-07-20
21998,13509,10991,2008-01-04
21999,20183,29407,2019-02-08
22000,13658,12083,2002-06-19
22001,16358,16923,2009-03-15
22002,49509,30027,2008-11-23
22003,28556,17718,2010-05-29
22004,55118,14858,2001-09-18
22005,2133,20345,2013-11-13
22006,18957,2117,2016-03-06
22007,3388,16589,2010-07-16
22008,3388,25065,2012-08-15
22009,53949,27439,2014-01-21
22010,38737,17950,2018-02-27
22011,19332,25626,2009-12-12
22012,40071,26541,2010-01-23
22013,27899,36391,2010-04-11
22014,28640,31763,2010-09-09
22015,28287,4009,2020-11-10
22016,9371,3382,2021-06-13
22017,24475,34176,2024-01-01
22018,24625,32105,2025-05-18
22019,16772,26677,2006-09-29
22020,568,4860,2016-08-16
22021,5827,9933,2014-07-19
22022,1117,20911,2005-09-10
22023,21378,20540,2024-01-27
22024,12922,10351,2018-03-02
22025,20241,32719,2001-01-02
22026,6983,3847,2014-01-11
22027,942,7964,2017-03-02
22028,56602,21627,2003-12-19
22029,47803,38062,2003-07-22
22030,52323,19805,2010-02-28
22031,52347,12186,2025-10-01
22032,13295,17306,2024-11-07
22033,48192,36471,2012-05-07
22034,16938,27493,2013-06-27
22035,659,26595,2025-12-19
22036,30632,4704,2006-08-21
22037,6860,17663,2020-10-24
22038,50107,20366,2006-12-11
22039,25294,13076,2005-07-30
22040,25859,92,2002-01-22
22041,6797,21349,2012-03-07
22042,47876,9602,2023-09-29
22043,4171,14594,2009-02-03
22044,51657,35577,2014-01-17
22045,11775,10782,2001-12-29
22046,29554,9539,2007-02-15
22047,23579,28160,2021-06-24
22048,22263,32540,2005-10-28
22049,45979,27459,2005-01-17
22050,24228,16058,2022-03-16
22051,11021,34672,2011-03-25
22052,48104,11930,2001-09-05
22053,8716,5960,2025-05-05
22054,21383,37677,2001-04-01
22055,2150,33096,2017-12-13
22056,40761,25158,2014-11-13
22057,27468,26010,2000-01-10
22058,20089,7832,2002-08-13
22059,46465,12660,2010-03-13
22060,29630,25974,2007-12-20
22061,5225,13134,2024-04-10
22062,7837,27770,2013-09-22
22063,18031,8353,2020-01-31
22064,30918,28996,2004-06-04
22065,24134,16756,2009-09-14
22066,8478,31735,2001-09-13
22067,35485,10000,2023-02-13
22068,3829,12298,2008-01-22
22069,29196,34579,2023-04-12
22070,16799,9620,2012-10-04
22071,12155,22358,2013-08-30
22072,51632,1805,2006-05-23
22073,1549,35471,2016-08-10
22074,55662,13182,2006-09-14
22075,49906,7651,2020-07-06
22076,52087,9443,2018-07-13
22077,26311,28035,2004-07-08
22078,16971,2110,2011-11-13
22079,26502,19900,2016-02-27
22080,658,19728,2020-12-19
22081,38805,24873,2002-02-08
22082,56818,23134,2014-10-01
22083,14687,1614,2014-07-02
22084,7285,35778,2008-02-16
22085,16854,11549,2001-01-29
22086,9356,1791,2010-06-24
22087,18984,5993,2005-01-12
22088,24201,8782,2016-10-21
22089,40048,5201,2022-06-15
22090,13260,4763,2012-06-02
22091,11440,11805,2014-05-10
22092,28691,17920,2019-10-11
22093,4977,7325,2001-09-30
22094,44708,34546,2010-08-07
22095,50145,14534,2006-03-20
22096,17977,24673,2000-08-19
22097,14838,19174,2020-06-12
22098,52288,21602,2003-07-04
22099,4343,5077,2007-04-16
22100,25028,28905,2013-08-09
22101,50638,4375,2015-09-27
22102,51206,34499,2024-10-30
22103,25357,3012,2008-05-08
22104,50991,20086,2014-08-24
22105,18353,27160,2020-03-19
22106,28677,14467,2009-05-24
22107,40558,36620,2007-06-28
22108,14593,21072,2004-04-19
22109,49572,23425,2016-10-15
22110,49179,6816,2015-10-02
22111,24538,9027,2016-01-05
22112,18348,7031,2013-12-31
22113,57158,27266,2008-03-06
22114,54618,37310,2019-03-10
22115,8011,20810,2009-03-25
22116,7980,1192,2008-07-28
22117,20095,20691,2013-01-02
22118,21157,6299,2008-06-07
22119,40230,19446,2000-08-03
22120,10666,22582,2020-01-23
22121,14394,20918,2000-08-30
22122,56233,8317,2022-08-30
22123,56956,1831,2001-07-24
22124,28877,18058,2022-08-03
22125,18087,5385,2018-10-19
22126,17376,25723,2014-12-04
22127,2108,36895,2002-04-03
22128,48424,34755,2003-07-21
22129,12192,29337,2001-02-08
22130,1335,17535,2016-08-11
22131,56894,14481,2018-01-20
22132,53469,27276,2007-11-06
22133,22554,34637,2007-06-07
22134,26691,11907,2001-12-14
22135,190,17821,2009-05-18
22136,7615,29556,2004-05-11
22137,8606,30882,2017-08-09
22138,29041,14590,2017-07-25
22139,46969,616,2024-02-13
22140,48908,2768,2012-08-15
22141,9340,2905,2020-12-30
22142,8003,18406,2014-09-02
22143,55602,25485,2020-10-12
22144,12847,3860,2021-03-19
22145,14346,2124,2010-06-27
22146,55698,26263,2003-10-25
22147,50618,23441,2015-11-30
22148,30387,27603,2019-03-31
22149,23313,27323,2010-09-24
22150,9285,20334,2014-02-23
22151,28312,20605,2006-03-24
22152,50073,14469,2013-12-07
22153,13399,19901,2022-08-03
22154,12442,26092,2019-03-11
22155,11891,9941,2016-08-23
22156,25696,10684,2009-11-25
22157,45634,17123,2012-02-26
22158,50652,10853,2022-09-30
22159,48267,9839,2002-08-18
22160,55086,35366,2003-05-24
22161,9076,29670,2018-09-22
22162,47869,8816,2000-05-25
22163,22027,12376,2011-04-30
22164,24577,30861,2020-07-26
22165,29973,11769,2011-04-18
22166,16567,34780,2023-04-25
22167,4529,14134,2021-12-13
22168,21213,6244,2003-01-14
22169,7039,2275,2008-12-27
22170,28311,27571,2018-03-31
22171,19555,22999,2005-02-26
22172,7143,32455,2002-03-12
22173,50659,30118,2005-02-08
22174,27055,29166,2004-02-27
22175,25171,30897,2001-02-05
22176,9581,8693,2012-12-11
22177,22197,29186,2025-05-22
22178,56358,3983,2009-03-28
22179,53059,12834,2013-12-18
22180,5764,21569,2012-09-18
22181,50725,4276,2025-02-25
22182,23485,5680,2014-08-24
22183,21270,29294,2012-02-19
22184,20498,12258,2023-11-01
22185,14614,21167,2019-12-23
22186,9395,3267,2007-10-31
22187,2556,32981,2004-07-23
22188,21062,4533,2017-10-01
22189,2326,10251,2011-03-15
22190,30143,27683,2023-01-24
22191,29249,20133,2002-07-13
22192,13806,35020,2015-02-15
22193,25157,8027,2017-07-05
22194,45920,29604,2007-06-23
22195,39825,16417,2022-02-28
22196,46506,25027,2022-09-26
22197,11394,26882,2006-01-07
22198,11176,20835,2009-10-27
22199,9770,6651,2019-07-08
22200,14008,15372,2025-03-18
22201,12116,18143,2001-09-03
22202,5639,27150,2001-10-15
22203,33240,14379,2000-05-17
22204,30620,30075,2015-04-03
22205,12320,25981,2025-11-08
22206,21163,26850,2024-06-24
22207,15573,21785,2000-01-24
22208,4397,30527,2010-06-04
22209,48457,37707,2013-10-16
22210,30452,36268,2006-01-04
22211,29325,225,2021-12-17
22212,9616,15132,2014-06-17
22213,28726,7326,2003-02-28
22214,20496,18616,2001-08-28
22215,534,27764,2015-10-22
22216,14267,17345,2005-04-03
22217,6810,28359,2009-12-29
22218,16244,30468,2018-08-16
22219,57094,21675,2015-06-28
22220,1302,12647,2021-05-20
22221,54252,29819,2024-05-10
22222,15325,19680,2024-05-30
22223,7371,19922,2000-10-19
22224,28787,28942,2022-03-02
22225,8494,28969,2017-12-02
22226,46812,25892,2010-06-01
22227,24602,19955,2011-10-08
22228,3773,24061,2016-07-24
22229,12067,1682,2016-06-06
22230,53299,10878,2003-10-02
22231,3424,22415,2015-02-24
22232,35539,24880,2021-09-22
22233,19880,5053,2000-12-11
22234,10288,3004,2001-12-20
22235,24258,32318,2001-12-11
22236,24732,24110,2005-04-05
22237,27067,8185,2013-12-23
22238,20089,24263,2024-05-25
22239,54440,18998,2015-07-27
22240,24635,9254,2008-01-17
22241,20794,34285,2023-11-03
22242,16681,32168,2001-11-11
22243,54391,15159,2013-09-01
22244,34511,16887,2000-10-23
22245,27211,9876,2002-08-25
22246,4926,37556,2006-10-29
22247,40295,7043,2008-05-04
22248,26385,36648,2012-04-03
22249,39108,10178,2006-10-31
22250,54774,1413,2021-06-09
22251,15688,12009,2005-03-27
22252,11592,12759,2024-08-04
22253,55532,6423,2011-07-10
22254,4157,23089,2009-12-06
22255,37923,10478,2009-05-06
22256,8548,17834,2010-11-13
22257,11758,14467,2001-11-07
22258,743,14187,2021-06-20
22259,4090,15405,2011-08-08
22260,31870,17817,2009-11-06
22261,56007,2796,2008-05-07
22262,23530,6908,2006-12-05
22263,46804,25589,2004-04-09
22264,14457,23402,2018-08-21
22265,9505,17791,2003-12-11
22266,46441,6489,2002-09-04
22267,16858,1377,2022-03-26
22268,13140,31494,2016-07-15
22269,1011,12620,2004-05-10
22270,55983,4773,2016-05-02
22271,29380,17986,2000-02-16
22272,9053,27772,2011-09-13
22273,9177,12830,2014-03-05
22274,14910,9167,2005-06-10
22275,25019,35238,2017-05-26
22276,13963,775,2005-02-01
22277,3973,20587,2020-04-02
22278,27103,26819,2000-08-25
22279,40352,6375,2007-07-22
22280,21796,26021,2011-03-30
22281,5391,37590,2004-01-05
22282,15791,14121,2020-05-18
22283,18263,28178,2010-05-03
22284,51121,29358,2012-11-19
22285,24234,23407,2007-12-25
22286,16308,2517,2012-06-13
22287,56371,12728,2013-08-13
22288,48424,91,2013-07-03
22289,51924,29836,2019-02-26
22290,57040,29077,2021-01-07
22291,7952,32083,2012-09-12
22292,40265,2781,2010-06-13
22293,29584,30676,2020-07-24
22294,29419,21780,2003-07-29
22295,1810,11518,2022-07-25
22296,19975,36098,2001-09-25
22297,53721,21849,2024-04-09
22298,29061,30616,2007-05-14
22299,9938,26592,2008-06-17
22300,8084,6768,2024-12-16
22301,20265,15928,2024-11-01
22302,7569,4747,2017-01-29
22303,46622,19908,2005-03-27
22304,4395,24947,2004-07-19
22305,7622,152,2013-08-17
22306,8436,37875,2018-10-23
22307,51879,35263,2011-12-12
22308,8240,26944,2021-11-17
22309,56256,28910,2004-05-09
22310,18934,36250,2009-05-02
22311,21622,4054,2008-01-04
22312,30623,21937,2025-08-08
22313,19928,8637,2002-09-06
22314,10552,21830,2015-02-14
22315,23485,31006,2021-10-08
22316,45878,32851,2007-03-16
22317,21585,24627,2014-04-25
22318,11074,29811,2003-08-07
22319,14254,33975,2017-09-02
22320,45856,11760,2017-03-26
22321,45630,9410,2011-12-27
22322,52145,15489,2025-10-13
22323,21727,19526,2012-01-02
22324,49838,6688,2012-07-22
22325,52218,21581,2022-11-11
22326,11363,33674,2012-12-22
22327,2259,532,2016-03-11
22328,29878,27807,2015-03-15
22329,49620,11073,2008-07-27
22330,23389,8760,2017-03-01
22331,26827,37033,2018-11-30
22332,50075,260,2009-01-12
22333,19024,33421,2023-07-17
22334,24004,2964,2001-09-25
22335,4493,23981,2016-09-22
22336,16740,28829,2023-08-04
22337,50336,6507,2001-04-10
22338,55254,8929,2024-03-28
22339,9252,15698,2006-10-09
22340,22059,14284,2002-06-14
22341,11861,27342,2014-07-26
22342,1569,22882,2004-08-05
22343,30120,10107,2020-12-08
22344,23214,30076,2003-10-05
22345,15387,35683,2011-06-21
22346,22231,29701,2023-05-10
22347,40685,31153,2016-10-19
22348,18662,16316,2006-11-21
22349,53499,35610,2005-11-01
22350,12410,28904,2006-03-18
22351,50658,27729,2020-05-05
22352,10344,14970,2015-06-13
22353,57206,26495,2023-11-25
22354,1993,1086,2013-01-01
22355,54597,30072,2009-06-20
22356,46984,37006,2024-10-04
22357,51631,20497,2004-01-10
22358,12165,30453,2010-01-12
22359,6764,861,2006-03-05
22360,12030,29715,2017-11-26
22361,20371,825,2012-01-30
22362,24197,1378,2017-09-07
22363,14594,564,2007-03-30
22364,6483,1654,2020-01-19
22365,23955,14628,2014-01-21
22366,51954,3000,2025-08-08
22367,11362,20700,2009-08-03
22368,6524,22804,2017-12-04
22369,7328,24774,2012-11-11
22370,19399,16274,2012-02-01
22371,26036,24968,2010-11-05
22372,1884,36582,2025-04-24
22373,5466,28843,2014-01-12
22374,19629,4690,2021-06-07
22375,26616,12596,2025-11-13
22376,49037,21342,2015-08-04
22377,20532,14114,2006-07-26
22378,57110,20626,2013-01-27
22379,39902,4573,2003-11-13
22380,15876,22087,2021-06-21
22381,1257,31581,2020-02-15
22382,8015,13720,2018-02-02
22383,38547,32347,2023-04-11
22384,5342,29086,2010-08-06
22385,26454,34449,2012-08-25
22386,51957,8793,2006-09-30
22387,7543,9726,2017-04-28
22388,49731,19219,2017-02-03
22389,23529,682,2014-07-14
22390,2689,2107,2012-05-12
22391,54519,29767,2006-06-21
22392,4614,30796,2011-02-26
22393,13022,23141,2003-04-05
22394,29673,31229,2013-09-24
22395,19452,26814,2005-06-08
22396,7462,11524,2005-03-20
22397,38690,33200,2008-07-18
22398,6097,37630,2003-01-19
22399,393,29534,2000-11-25
22400,14076,29899,2024-06-15
22401,55643,26892,2024-12-20
22402,53002,23697,2001-03-13
22403,16075,26414,2012-06-13
22404,3502,12042,2006-08-27
22405,30716,25668,2014-01-01
22406,28528,2826,2022-07-14
22407,55202,31373,2019-12-29
22408,26728,16143,2006-09-09
22409,337,11911,2019-11-04
22410,13315,13384,2025-07-23
22411,51195,3290,2006-06-30
22412,16675,32573,2022-01-14
22413,13882,6512,2020-12-12
22414,20524,33831,2007-09-26
22415,24926,37891,2024-12-07
22416,49248,15246,2007-10-13
22417,39649,16850,2020-03-16
22418,10188,6003,2006-08-13
22419,6504,27896,2019-12-09
22420,16937,30542,2015-07-25
22421,25737,21648,2017-06-03
22422,26741,2817,2014-07-12
22423,24472,5386,2003-08-19
22424,26506,1506,2019-12-17
22425,23516,35759,2012-11-05
22426,5023,11231,2005-06-05
22427,52340,33744,2013-10-29
22428,13596,27089,2011-01-24
22429,13242,37386,2000-10-14
22430,6551,4923,2011-05-15
22431,50439,9217,2001-10-17
22432,7975,2142,2022-09-13
22433,38836,28067,2000-12-10
22434,2063,23203,2002-10-28
22435,53010,25428,2014-11-12
22436,19644,13394,2016-12-19
22437,14128,31873,2006-08-08
22438,53485,25215,2009-12-09
22439,50847,26242,2003-09-06
22440,51642,13363,2003-11-27
22441,28461,12467,2018-12-01
22442,9816,18485,2020-02-16
22443,5734,19421,2020-07-23
22444,8050,35751,2008-07-26
22445,29274,7082,2007-12-09
22446,53439,8919,2017-02-22
22447,55602,22583,2001-05-18
22448,16254,19776,2011-02-13
22449,7656,9915,2007-03-23
22450,1860,32310,2006-03-31
22451,28740,31961,2020-01-11
22452,801,216,2003-11-24
22453,33004,3574,2008-04-27
22454,21461,14950,2005-07-30
22455,12514,28480,2020-10-24
22456,1665,21247,2011-01-16
22457,5068,30837,2003-05-18
22458,6923,13152,2020-03-27
22459,6966,31318,2001-01-03
22460,22625,34285,2012-03-19
22461,53068,11725,2010-07-26
22462,14402,25191,2001-05-23
22463,48077,17220,2022-11-09
22464,7197,491,2015-02-03
22465,18581,26561,2025-07-14
22466,1782,14805,2010-10-06
22467,22725,13286,2008-10-03
22468,40422,32907,2024-02-22
22469,23873,17988,2009-07-13
22470,19219,12282,2014-07-24
22471,56288,25314,2024-11-25
22472,22696,10723,2015-10-04
22473,8453,22403,2025-03-25
22474,55401,30544,2021-07-28
22475,49561,3265,2017-09-17
22476,5423,32094,2023-01-04
22477,40,30265,2003-05-31
22478,29985,1512,2019-12-27
22479,15469,36249,2005-04-24
22480,1088,22935,2011-11-16
22481,13581,18067,2021-06-28
22482,55105,31032,2007-03-17
22483,5122,743,2004-09-08
22484,622,18267,2008-11-08
22485,12788,37471,2013-02-12
22486,10627,16833,2013-09-29
22487,6048,13806,2025-04-06
22488,15973,26735,2014-09-18
22489,46692,31894,2021-03-14
22490,1470,29088,2018-09-23
22491,27048,34047,2011-03-23
22492,9534,9739,2011-11-11
22493,8322,28664,2015-01-26
22494,1307,13583,2009-09-27
22495,39072,17179,2007-03-26
22496,28255,29221,2002-11-04
22497,1520,15951,2020-03-15
22498,40702,28958,2010-10-08
22499,10496,14931,2012-02-10
22500,19606,25313,2014-09-04
22501,54037,31020,2015-02-18
22502,944,24215,2001-12-18
22503,28905,13155,2002-08-17
22504,29726,18514,2002-06-14
22505,401,754,2014-06-03
22506,14356,37627,2023-05-06
22507,18106,17869,2001-05-23
22508,56986,2096,2007-10-05
22509,20028,24371,2014-07-16
22510,478,26506,2009-09-02
22511,12790,35811,2001-03-15
22512,24456,9453,2015-08-25
22513,35698,13935,2009-10-01
22514,13537,35501,2022-06-12
22515,55887,9159,2006-12-09
22516,5633,6991,2003-02-15
22517,6383,5378,2010-05-17
22518,10051,23710,2020-06-15
22519,5694,30637,2011-06-30
22520,6749,3959,2017-07-01
22521,47829,36778,2023-07-20
22522,10430,33869,2005-11-23
22523,11336,7731,2010-06-24
22524,28842,11336,2007-06-23
22525,7403,11002,2018-02-17
22526,49823,33064,2008-10-04
22527,4641,4128,2000-01-07
22528,5640,3603,2015-05-16
22529,51407,20521,2006-12-08
22530,3997,28711,2003-08-17
22531,22196,12469,2010-03-20
22532,49689,10529,2009-08-27
22533,57126,36607,2009-07-07
22534,4839,30469,2019-12-04
22535,14545,10073,2018-10-19
22536,53906,31923,2022-07-25
22537,20613,20840,2013-08-15
22538,24229,2645,2008-03-29
22539,38085,15022,2023-08-02
22540,19651,25643,2020-01-13
22541,2276,33988,2021-09-18
22542,358,37888,2007-01-12
22543,29501,35314,2003-02-02
22544,45845,5804,2024-04-05
22545,19735,15171,2008-08-13
22546,54656,22985,2016-04-02
22547,15697,31005,2010-12-30
22548,21869,27421,2024-08-09
22549,8950,5493,2013-05-08
22550,46832,11427,2024-08-10
22551,47836,16714,2016-04-28
22552,12907,7422,2014-06-24
22553,11065,15909,2015-02-01
22554,25219,21191,2014-10-17
22555,53409,6341,2020-01-25
22556,19627,14037,2008-05-26
22557,14203,30552,2004-04-11
22558,52401,33870,2016-12-08
22559,55823,31881,2023-05-06
22560,22001,9127,2007-02-19
22561,29999,34415,2015-11-05
22562,22608,16908,2018-10-05
22563,46405,4520,2013-03-24
22564,19341,17055,2019-02-14
22565,20292,17741,2010-04-04
22566,13767,17653,2021-11-29
22567,13628,20984,2012-08-23
22568,50024,18591,2023-06-13
22569,50958,2676,2023-09-17
22570,16552,34973,2023-03-21
22571,22204,12673,2007-09-01
22572,46898,20810,2010-12-28
22573,27129,26370,2008-09-22
22574,38625,11920,2025-04-29
22575,22600,4066,2010-11-30
22576,20483,10264,2016-07-06
22577,6307,31628,2004-02-19
22578,21291,2249,2019-01-26
22579,5001,12599,2023-01-10
22580,51248,18971,2020-07-29
22581,8973,18214,2000-12-14
22582,28377,3300,2008-02-04
22583,686,22446,2002-05-09
22584,23276,31981,2021-11-07
22585,5946,2318,2017-07-23
22586,21751,13399,2015-06-13
22587,51072,26425,2006-01-30
22588,5284,27136,2003-08-19
22589,7410,35425,2023-05-30
22590,5081,1158,2021-08-10
22591,20331,25883,2014-12-06
22592,22102,5960,2003-07-07
22593,15406,13558,2000-03-22
22594,2276,35996,2015-08-26
22595,30053,22061,2008-07-14
22596,50922,32940,2022-12-06
22597,49919,2761,2010-07-02
22598,38742,22513,2020-05-20
22599,48964,21411,2018-03-21
22600,8565,31808,2001-09-24
22601,6962,829,2023-06-08
22602,4214,15955,2025-11-05
22603,19847,30384,2010-11-23
22604,57058,32077,2023-05-31
22605,30119,10787,2019-11-30
22606,4828,7308,2015-10-01
22607,55158,2421,2015-04-09
22608,46551,24654,2005-05-10
22609,8677,32524,2014-11-04
22610,5662,25855,2023-06-18
22611,23851,33699,2025-09-04
22612,49600,27080,2017-04-28
22613,5769,15446,2015-10-26
22614,20825,496,2007-06-28
22615,16447,17532,2025-03-31
22616,21424,3314,2018-11-18
22617,11747,32650,2018-07-05
22618,47902,9460,2001-11-22
22619,57008,37545,2004-02-22
22620,1760,1381,2021-10-02
22621,1924,8140,2012-02-27
22622,27243,31830,2024-08-27
22623,47974,16774,2014-01-27
22624,8305,2596,2023-04-19
22625,19457,27132,2001-01-13
22626,56323,30656,2011-09-07
22627,2007,332,2012-08-02
22628,51026,12724,2006-10-16
22629,29408,1891,2005-12-23
22630,5065,10789,2001-03-29
22631,4000,33756,2014-06-23
22632,22675,16150,2008-05-17
22633,15757,19400,2000-03-31
22634,9449,15140,2010-03-01
22635,15408,10547,2015-02-11
22636,22090,26463,2005-09-11
22637,21029,17124,2009-09-17
22638,18319,24866,2023-04-04
22639,26484,22888,2009-12-13
22640,7112,8358,2001-12-01
22641,18079,17561,2011-12-25
22642,29685,11799,2014-04-04
22643,28428,15602,2019-07-27
22644,11435,25326,2011-03-04
22645,24719,36175,2016-08-17
22646,1391,23850,2016-10-30
22647,19495,37961,2018-05-27
22648,53044,4371,2023-03-02
22649,14260,8758,2006-04-24
22650,3805,33700,2006-09-29
22651,49995,9432,2008-02-19
22652,54090,27700,2023-07-10
22653,985,16110,2023-05-30
22654,46479,33794,2006-08-20
22655,3543,22919,2005-07-21
22656,8819,11789,2006-06-04
22657,10965,1698,2009-04-05
22658,6626,924,2002-10-21
22659,13035,20266,2005-02-13
22660,24406,15154,2004-12-09
22661,54836,23929,2022-01-10
22662,6322,10229,2023-01-26
22663,8546,322,2017-10-24
22664,11332,22592,2017-05-10
22665,52332,15062,2014-12-22
22666,55670,34550,2021-10-08
22667,3574,23069,2024-09-05
22668,4624,23930,2000-02-22
22669,8591,15172,2013-08-24
22670,12583,6267,2003-10-21
22671,7778,25047,2002-04-03
22672,6394,23268,2025-10-09
