expedition_id,meteorite_id,scientist_id,expedition_date,notes
24300,16003,26567,1951-02-24,Deep cave exploration
24301,23584,37298,2017-03-24,Desert dune survey
24302,38171,35655,1947-04-02,Deep cave exploration
24303,45560,13934,1927-03-20,Remote island retrieval
24304,16536,24519,1906-09-13,Meteor crater excavation
24305,11944,19994,1916-04-13,Volcanic crater sampling
24306,21600,19582,1928-08-03,Glacial core drilling
24307,48015,25630,1917-05-27,High-altitude balloon collection
24308,52361,7633,1996-03-09,Deep cave exploration
24309,20092,17972,1996-03-18,Glacial core drilling
24310,16805,18204,1993-09-05,Glacial core drilling
24311,27487,31624,1912-05-16,Underwater exploration
24312,12063,16006,1932-05-12,Mountain peak sampling
24313,20101,11722,1905-07-02,Expedition in polar region
24314,20416,7144,2008-05-25,Collected sample from desert
24315,48181,23093,2006-03-28,Glacial core drilling
24316,22545,14212,2024-08-13,Archaeological site investigation
24317,341,8329,1965-09-28,Urban expedition
24318,18289,34245,1970-07-23,Deep cave exploration
24319,11851,6193,1955-06-06,Archaeological site investigation
24320,15404,26109,1940-01-12,Arid plateau mission
24321,13138,16852,1954-03-07,Arid plateau mission
24322,10512,22884,1943-08-17,High-altitude balloon collection
24323,29061,35259,2018-06-21,Arid plateau mission
24324,8434,26561,1986-06-15,Tropical rainforest expedition
24325,6900,12529,1976-11-13,Arid plateau mission
24326,54609,19488,1959-01-17,Underwater exploration
24327,4926,5755,1952-07-09,Ice shelf reconnaissance
24328,9677,36729,2002-11-07,Archaeological site investigation
24329,2670,15735,1908-10-24,Arid plateau mission
24330,13220,10289,1952-02-12,Collected sample from desert
24331,1982,6930,1925-01-21,Desert dune survey
24332,56884,4785,1940-12-26,Glacial core drilling
24333,30754,6897,1941-01-28,Archaeological site investigation
24334,3482,31755,2024-04-15,Remote island retrieval
24335,13526,31444,1992-08-04,Volcanic crater sampling
24336,46911,33666,1936-06-17,Remote island retrieval
24337,28404,34149,1980-04-14,Desert dune survey
24338,30374,12922,1979-03-19,Deep cave exploration
24339,53379,13889,1987-06-21,Underwater exploration
24340,30231,16105,2011-02-10,Underwater exploration
24341,23502,7394,1948-04-10,Ice shelf reconnaissance
24342,13947,30787,1992-11-11,Expedition in polar region
24343,13217,11279,1941-12-05,Archaeological site investigation
24344,29257,30875,1964-11-26,Underwater exploration
24345,4201,30611,1901-01-14,Desert dune survey
24346,30552,32130,1962-02-27,Remote island retrieval
24347,25600,18711,1953-12-17,Ice shelf reconnaissance
24348,784,34811,2002-04-19,Tropical rainforest expedition
24349,20214,23764,1996-06-14,Glacial core drilling
24350,50527,7020,1996-07-26,High-altitude balloon collection
24351,52408,24642,1947-05-14,Remote island retrieval
24352,28063,34894,1931-07-08,Desert dune survey
24353,8878,36556,2025-01-12,Deep cave exploration
24354,549,14787,1993-09-23,Arid plateau mission
24355,1543,11501,1921-02-08,Underwater exploration
24356,18074,5841,1960-09-27,Mountain peak sampling
24357,53277,13338,2010-08-02,Underwater exploration
24358,25071,29519,1987-01-03,Archaeological site investigation
24359,49063,13413,1962-07-30,Urban expedition
24360,40411,6390,1902-08-09,Glacial core drilling
24361,10034,18224,1915-09-02,Mountain peak sampling
24362,17997,10653,2013-05-12,Field collection in forest
24363,50530,10221,1991-05-17,Glacial core drilling
24364,15244,11358,2005-12-22,Field collection in forest
24365,40354,16914,1963-03-28,Underwater exploration
24366,25885,24532,1998-12-01,Meteor crater excavation
24367,57037,20039,2025-08-24,Underwater exploration
24368,21824,28344,1934-08-28,Arid plateau mission
24369,1289,27489,1959-05-26,Desert dune survey
24370,4014,7405,1908-06-04,Mountain peak sampling
24371,26247,38086,1953-12-03,Volcanic crater sampling
24372,23768,27703,2018-04-13,Remote island retrieval
24373,30058,21354,2001-07-22,Remote island retrieval
24374,20117,16695,1971-09-05,Archaeological site investigation
24375,28157,11791,1928-09-17,Deep cave exploration
24376,50914,9642,1972-05-24,Ice shelf reconnaissance
24377,9694,2074,1956-09-13,Desert dune survey
24378,10243,36013,1993-01-11,Ice shelf reconnaissance
24379,34064,13018,1968-09-06,Collected sample from desert
24380,4864,37319,1967-01-12,Glacial core drilling
24381,4464,25722,1976-02-22,Mountain peak sampling
24382,46525,16631,1930-02-11,Desert dune survey
24383,26940,32269,1941-03-01,Remote island retrieval
24384,28114,30316,2010-11-25,Tropical rainforest expedition
24385,28932,24609,1998-01-03,Desert dune survey
24386,23782,28632,1930-06-02,Tropical rainforest expedition
24387,51978,11288,1955-12-26,Arid plateau mission
24388,23177,29393,2023-12-02,Ice shelf reconnaissance
24389,54596,18853,2014-01-14,Desert dune survey
24390,1409,5452,1987-01-16,Desert dune survey
24391,44800,32675,1933-12-20,Expedition in polar region
24392,50296,16770,2011-07-23,Mountain peak sampling
24393,6054,7025,1920-12-19,Urban expedition
24394,4577,30098,1917-10-23,Meteor crater excavation
24395,20323,924,1998-07-07,Remote island retrieval
24396,57406,15252,2016-04-24,Remote island retrieval
24397,33532,8090,1951-04-29,Glacial core drilling
24398,10793,29983,1964-11-20,Volcanic crater sampling
24399,15493,16910,1939-11-28,Remote island retrieval
24400,25548,23865,1969-12-11,Desert dune survey
24401,22028,25306,1953-12-29,Glacial core drilling
24402,6306,17118,1904-01-08,Desert dune survey
24403,27203,31764,1918-03-26,Expedition in polar region
24404,22011,15629,1963-08-31,Glacial core drilling
24405,52219,9510,2011-09-23,High-altitude balloon collection
24406,25653,23886,1944-10-13,Underwater exploration
24407,12383,7741,2008-01-14,Underwater exploration
24408,25190,34700,1990-09-27,Collected sample from desert
24409,49642,13170,1946-10-21,Underwater exploration
24410,7123,23647,1995-02-17,Arid plateau mission
24411,20151,17265,2020-01-16,Expedition in polar region
24412,6843,5043,1929-05-11,Desert dune survey
24413,34004,5309,1952-03-28,Volcanic crater sampling
24414,24215,35537,1981-12-27,Collected sample from desert
24415,21779,32799,1934-09-13,Deep cave exploration
24416,55742,22081,1964-04-01,Collected sample from desert
24417,40231,28872,1939-05-28,Mountain peak sampling
24418,9159,37789,2025-07-21,Arid plateau mission
24419,10202,21813,2019-11-19,Desert dune survey
24420,15415,11367,1958-03-25,Arid plateau mission
24421,4369,26979,2019-11-20,Underwater exploration
24422,23578,31066,1991-01-10,Field collection in forest
24423,10397,22260,1970-02-18,Expedition in polar region
24424,26578,36193,1930-04-18,Collected sample from desert
24425,52346,3998,1961-02-03,Field collection in forest
24426,40262,1523,1946-12-06,Underwater exploration
24427,6181,33914,1938-05-03,Archaeological site investigation
24428,26114,6596,1989-12-31,Desert dune survey
24429,28595,14741,1901-06-17,Arid plateau mission
24430,33562,6981,1997-08-27,Expedition in polar region
24431,21947,29714,2001-06-19,Field collection in forest
24432,57455,30114,1900-03-20,Collected sample from desert
24433,13863,5540,2013-09-26,Collected sample from desert
24434,11909,5987,1983-11-04,Field collection in forest
24435,982,2530,2023-08-16,Glacial core drilling
24436,55194,13947,1936-12-31,Meteor crater excavation
24437,25076,16879,1953-03-12,Underwater exploration
24438,48545,7560,2002-09-26,Mountain peak sampling
24439,35544,29421,1931-07-17,Tropical rainforest expedition
24440,18554,28855,1919-07-15,Arid plateau mission
24441,5318,27346,1971-04-23,Collected sample from desert
24442,53501,7532,1999-08-28,Collected sample from desert
24443,16322,17689,1946-05-17,High-altitude balloon collection
24444,27873,8587,1953-09-24,Field collection in forest
24445,4213,27174,1986-09-07,Deep cave exploration
24446,51593,18442,1935-09-20,High-altitude balloon collection
24447,18631,940,1982-07-18,Meteor crater excavation
24448,50691,20945,2012-07-18,Collected sample from desert
24449,9301,24316,1962-01-18,Underwater exploration
24450,2215,22832,2010-07-06,Arid plateau mission
24451,47994,35051,1984-10-10,Arid plateau mission
24452,29747,21193,2024-05-19,Expedition in polar region
24453,7453,2777,2023-07-06,Volcanic crater sampling
24454,53341,27206,2006-01-04,Tropical rainforest expedition
24455,11773,11153,1926-02-05,Deep cave exploration
24456,22186,8690,1959-12-11,Mountain peak sampling
24457,26800,37137,2010-09-23,Arid plateau mission
24458,18600,14407,1995-10-10,High-altitude balloon collection
24459,52127,21863,1956-10-22,Ice shelf reconnaissance
24460,7327,13007,1995-12-21,Volcanic crater sampling
24461,4646,23662,1932-01-19,Glacial core drilling
24462,56715,10427,1995-08-23,High-altitude balloon collection
24463,21861,23503,1956-05-25,Meteor crater excavation
24464,53801,32201,1951-12-19,Meteor crater excavation
24465,49055,33499,1912-09-20,Collected sample from desert
24466,14074,22119,1963-05-23,Field collection in forest
24467,23806,27308,1912-06-25,Archaeological site investigation
24468,23546,26943,1980-01-09,Arid plateau mission
24469,18276,31595,1944-05-26,Volcanic crater sampling
24470,29181,2870,1909-11-10,Remote island retrieval
24471,29562,27855,1990-05-20,Glacial core drilling
24472,39883,4609,1955-03-25,Mountain peak sampling
24473,29425,30981,2022-04-19,Desert dune survey
24474,25861,5593,1972-09-17,Urban expedition
24475,6315,22861,1938-02-14,Collected sample from desert
24476,8527,9056,2002-09-24,Remote island retrieval
24477,16976,4740,1935-07-07,Expedition in polar region
24478,5078,16169,1996-04-22,Urban expedition
24479,25709,30325,1915-07-01,Deep cave exploration
24480,20338,24890,1981-07-26,Arid plateau mission
24481,45971,97,2012-09-24,Urban expedition
24482,13297,35528,1937-11-16,Meteor crater excavation
24483,7881,29266,2023-04-24,Desert dune survey
24484,23585,767,1961-10-05,Volcanic crater sampling
24485,18189,1042,1954-03-26,Meteor crater excavation
24486,24110,967,1982-01-01,Field collection in forest
24487,25941,30947,1990-12-07,Field collection in forest
24488,2367,7612,1986-02-20,High-altitude balloon collection
24489,23796,4358,2001-05-16,Glacial core drilling
24490,6104,16102,1971-09-25,Mountain peak sampling
24491,9481,29725,1955-02-04,Volcanic crater sampling
24492,38354,20637,2020-12-28,Field collection in forest
24493,57053,4763,1930-11-15,Field collection in forest
24494,51365,36248,1950-06-08,Volcanic crater sampling
24495,5827,5455,1926-01-30,Deep cave exploration
24496,24070,32858,1941-03-30,Glacial core drilling
24497,26916,915,1921-11-07,Collected sample from desert
24498,16447,35706,1922-04-02,Desert dune survey
24499,22151,36167,1967-05-22,Collected sample from desert
24500,54626,26863,1965-12-26,High-altitude balloon collection
24501,16944,2602,2003-11-12,Deep cave exploration
24502,47961,5835,1994-12-21,Desert dune survey
24503,9027,31934,2012-07-30,Ice shelf reconnaissance
24504,56868,25057,1942-10-28,Meteor crater excavation
24505,35563,317,2011-01-13,Collected sample from desert
24506,11888,31487,2023-07-08,Urban expedition
24507,1493,37116,1976-10-27,Glacial core drilling
24508,13991,35244,2008-01-12,Collected sample from desert
24509,51898,13120,2008-08-09,Archaeological site investigation
24510,28823,27105,1930-05-12,Archaeological site investigation
24511,16589,4502,1978-03-21,Collected sample from desert
24512,52112,6526,1967-11-26,High-altitude balloon collection
24513,21286,23132,1930-06-29,Glacial core drilling
24514,442,14243,1941-10-05,Volcanic crater sampling
24515,55455,32521,1935-08-09,Field collection in forest
24516,8537,23166,2024-05-24,Remote island retrieval
24517,7435,32738,1950-12-12,Tropical rainforest expedition
24518,53469,34702,2017-10-01,Archaeological site investigation
24519,5618,34798,1986-04-20,Deep cave exploration
24520,50211,34164,1981-09-16,Volcanic crater sampling
24521,46917,25288,1915-09-09,Underwater exploration
24522,18379,23629,1924-05-24,Field collection in forest
24523,1476,36037,2018-07-13,Tropical rainforest expedition
24524,5435,6280,1917-08-28,Archaeological site investigation
24525,7091,36182,1968-11-30,Remote island retrieval
24526,11754,28282,1930-06-30,High-altitude balloon collection
24527,53063,37183,2010-06-26,Urban expedition
24528,8690,1422,1902-10-28,Expedition in polar region
24529,21027,8058,1986-08-24,Mountain peak sampling
24530,5140,10357,1933-04-28,Archaeological site investigation
24531,946,2997,2016-08-14,Remote island retrieval
24532,6284,12163,1911-03-12,Mountain peak sampling
24533,35604,1590,1913-12-01,Arid plateau mission
24534,8026,22213,1926-09-22,Mountain peak sampling
24535,8784,29424,1974-04-26,Underwater exploration
24536,28200,28773,1957-01-15,High-altitude balloon collection
24537,55742,22592,1931-06-23,Collected sample from desert
24538,50310,7383,1992-07-21,Glacial core drilling
24539,50403,1758,1969-02-13,Underwater exploration
24540,52174,34643,2020-08-11,Underwater exploration
24541,24410,35739,1916-08-13,High-altitude balloon collection
24542,40037,11031,1983-02-18,Expedition in polar region
24543,6710,37219,1907-03-18,Remote island retrieval
24544,47341,37476,1985-05-26,Remote island retrieval
24545,964,36667,2018-04-12,Expedition in polar region
24546,24475,2187,1948-05-09,Archaeological site investigation
24547,24771,16735,1994-03-20,Collected sample from desert
24548,9879,36187,1963-12-08,Arid plateau mission
24549,14232,27508,1970-02-13,Urban expedition
24550,19297,12295,1907-07-17,Ice shelf reconnaissance
24551,29386,24816,1970-09-08,Collected sample from desert
24552,10084,23777,1959-03-29,Underwater exploration
24553,15561,20935,1988-03-22,Remote island retrieval
24554,6142,29950,1940-07-05,Collected sample from desert
24555,7920,2333,1907-05-10,Archaeological site investigation
24556,26973,21640,1972-06-11,Deep cave exploration
24557,52411,37141,1929-10-13,Urban expedition
24558,47353,19539,1968-11-30,Meteor crater excavation
24559,52259,13898,1923-09-08,Desert dune survey
24560,27943,35318,1935-02-12,Expedition in polar region
24561,30273,11965,1948-04-07,Collected sample from desert
24562,51164,23058,2015-02-23,Ice shelf reconnaissance
24563,55439,2156,2007-06-20,Urban expedition
24564,19614,2859,1969-08-10,Urban expedition
24565,57180,27925,1944-07-28,Remote island retrieval
24566,50997,6714,1962-05-07,Remote island retrieval
24567,26728,27079,2024-06-27,Arid plateau mission
24568,5857,27175,1901-02-11,Underwater exploration
24569,4986,26000,1926-08-10,Archaeological site investigation
24570,3367,24399,1995-09-21,Archaeological site investigation
24571,22588,26310,1919-01-12,Collected sample from desert
24572,15731,17991,1903-03-11,Deep cave exploration
24573,50865,9719,2024-05-16,Glacial core drilling
24574,22781,30287,1983-10-25,Collected sample from desert
24575,10431,26851,1969-09-19,Remote island retrieval
24576,53118,32467,1952-04-23,Deep cave exploration
24577,55661,99,1960-03-06,Field collection in forest
24578,9728,20439,1972-09-29,Desert dune survey
24579,919,22221,1915-04-09,Desert dune survey
24580,4749,20226,1949-02-08,Volcanic crater sampling
24581,13875,19800,1901-03-06,Remote island retrieval
24582,49079,37116,1914-06-21,Tropical rainforest expedition
24583,7083,18214,1918-04-18,High-altitude balloon collection
24584,18032,6429,1957-02-20,Deep cave exploration
24585,15844,10111,1937-04-13,Volcanic crater sampling
24586,33171,32387,2002-01-27,Deep cave exploration
24587,28725,12732,1941-05-26,Remote island retrieval
24588,27091,28185,1959-06-26,Remote island retrieval
24589,14710,7208,2014-12-21,Tropical rainforest expedition
24590,51670,5283,1987-07-27,Field collection in forest
24591,5169,30780,1991-05-20,High-altitude balloon collection
24592,14686,869,1928-08-17,Volcanic crater sampling
24593,4932,7351,2017-04-24,Expedition in polar region
24594,28713,26581,1990-08-11,Volcanic crater sampling
24595,26978,1478,1984-11-12,Volcanic crater sampling
24596,1495,36436,2020-09-13,Volcanic crater sampling
24597,57121,9547,2019-09-04,Arid plateau mission
24598,40039,35010,1912-02-16,Expedition in polar region
24599,47980,15557,1926-07-06,Mountain peak sampling
24600,24165,4667,1913-05-21,Desert dune survey
24601,33565,9390,1979-06-24,Underwater exploration
24602,1441,8483,1999-02-16,Mountain peak sampling
24603,54608,13613,1995-08-19,Mountain peak sampling
24604,15583,16848,1912-11-04,Field collection in forest
24605,8513,24042,1997-01-17,Deep cave exploration
24606,20458,3112,1968-04-07,Glacial core drilling
24607,13094,35835,1997-12-07,Field collection in forest
24608,39769,5751,2007-03-28,Glacial core drilling
24609,474,157,1988-10-22,Volcanic crater sampling
24610,25104,2042,1900-01-25,Glacial core drilling
24611,3815,3571,1945-06-18,Ice shelf reconnaissance
24612,11427,9136,2010-01-07,Deep cave exploration
24613,6440,31012,1901-05-27,Collected sample from desert
24614,51963,24912,1965-12-10,Tropical rainforest expedition
24615,3716,33265,1946-09-06,Urban expedition
24616,56696,689,1973-07-01,Remote island retrieval
24617,5225,30490,2016-07-28,Desert dune survey
24618,16119,10265,1975-07-20,Field collection in forest
24619,14192,7277,2023-06-12,Urban expedition
24620,33111,35464,1991-03-02,Mountain peak sampling
24621,18190,28894,1980-08-18,Urban expedition
24622,20607,19212,1936-02-29,Glacial core drilling
24623,57184,24538,1991-12-18,Archaeological site investigation
24624,2679,3608,1914-07-27,Field collection in forest
24625,50525,15103,1900-08-15,Urban expedition
24626,53425,2893,2017-10-28,Volcanic crater sampling
24627,22308,8817,2009-04-05,Archaeological site investigation
24628,3956,36112,2012-09-09,High-altitude balloon collection
24629,14016,17050,2010-07-16,Ice shelf reconnaissance
24630,33619,30931,1902-11-09,High-altitude balloon collection
24631,19175,22579,2010-09-18,Glacial core drilling
24632,54124,16594,2002-10-29,Underwater exploration
24633,13255,14216,1921-01-05,Remote island retrieval
24634,18986,17407,2022-06-29,Expedition in polar region
24635,50290,10208,1947-01-29,Expedition in polar region
24636,14726,9481,2008-05-30,Field collection in forest
24637,30386,5992,1935-10-27,Tropical rainforest expedition
24638,18610,30995,1968-06-01,Desert dune survey
24639,30116,15000,1953-11-28,Urban expedition
24640,21218,3815,1961-09-08,Arid plateau mission
24641,53091,13208,1972-11-12,Desert dune survey
24642,39417,7264,1904-04-08,Remote island retrieval
24643,19151,15532,2001-05-11,Mountain peak sampling
24644,56760,22889,1905-07-11,Archaeological site investigation
24645,18534,9114,1931-04-05,Urban expedition
24646,18679,35797,1921-09-14,Desert dune survey
24647,23724,18238,2022-10-31,High-altitude balloon collection
24648,1629,4010,1932-06-27,Archaeological site investigation
24649,30424,25389,1990-10-30,Meteor crater excavation
24650,24241,15804,1936-06-22,Underwater exploration
24651,50206,24723,1953-07-04,High-altitude balloon collection
24652,26023,19079,1948-04-18,Archaeological site investigation
24653,3376,13709,1975-12-30,Arid plateau mission
24654,54847,33564,1907-04-19,Mountain peak sampling
24655,178,246,1900-07-19,High-altitude balloon collection
24656,2597,11203,2018-06-15,Desert dune survey
24657,49455,4539,2023-10-27,Field collection in forest
24658,20805,6368,1956-03-18,Tropical rainforest expedition
24659,35661,37664,1916-08-27,Deep cave exploration
24660,51965,35821,2014-10-13,High-altitude balloon collection
24661,29232,27456,1999-07-06,Archaeological site investigation
24662,28084,5421,1905-09-05,Tropical rainforest expedition
24663,6201,11485,1980-10-30,Tropical rainforest expedition
24664,12859,2605,1932-01-20,Expedition in polar region
24665,46640,14771,1902-03-02,Expedition in polar region
24666,13425,7519,1921-09-12,Collected sample from desert
24667,14860,31570,1902-04-09,Underwater exploration
24668,4509,35145,2007-09-24,Ice shelf reconnaissance
24669,14071,32862,1968-06-04,Deep cave exploration
24670,6605,27467,2012-09-14,Desert dune survey
24671,21923,30484,1978-10-22,Remote island retrieval
24672,12058,29877,1989-04-17,Desert dune survey
24673,11393,37606,2014-10-15,Glacial core drilling
24674,5450,15913,1921-01-21,Field collection in forest
24675,10635,14123,1967-05-04,Glacial core drilling
24676,37908,11058,1984-06-26,Mountain peak sampling
24677,23333,6504,1954-01-26,Meteor crater excavation
24678,10385,8380,1918-04-29,Tropical rainforest expedition
24679,19654,1227,1920-09-04,Archaeological site investigation
24680,52232,20140,1980-04-24,Field collection in forest
24681,35519,28148,1920-11-22,Urban expedition
24682,7858,570,1981-02-23,Archaeological site investigation
24683,30211,20833,1932-01-09,Tropical rainforest expedition
24684,1647,12195,1927-11-07,Volcanic crater sampling
24685,21039,24793,1993-12-24,High-altitude balloon collection
24686,27887,7598,1929-07-26,Urban expedition
24687,21814,17373,1925-10-15,Tropical rainforest expedition
24688,15529,36351,1977-03-20,Collected sample from desert
24689,47930,37931,1901-10-20,Field collection in forest
24690,48602,11519,1992-04-16,Deep cave exploration
24691,6857,8285,2019-11-29,Expedition in polar region
24692,18781,9109,1983-08-11,Meteor crater excavation
24693,55483,19390,2003-05-31,Underwater exploration
24694,7572,5053,1957-04-29,Underwater exploration
24695,48105,28998,1973-05-30,Collected sample from desert
24696,21634,10716,1916-03-20,Remote island retrieval
24697,49866,28199,1924-11-10,Desert dune survey
24698,39403,12060,1994-02-04,Meteor crater excavation
24699,40240,28624,1942-06-07,Urban expedition
24700,4323,5023,1937-04-03,Deep cave exploration
24701,5922,8161,1918-03-20,Arid plateau mission
24702,22347,2613,1990-05-17,Remote island retrieval
24703,24417,24206,1994-12-27,High-altitude balloon collection
24704,10347,15203,1976-12-10,Collected sample from desert
24705,12602,29577,1938-01-29,Underwater exploration
24706,14625,30681,1915-08-02,Arid plateau mission
24707,15804,25684,2002-06-15,Remote island retrieval
24708,16745,18110,2012-10-06,Ice shelf reconnaissance
24709,40401,34317,1999-06-27,Tropical rainforest expedition
24710,45844,12018,2021-12-06,Ice shelf reconnaissance
24711,22267,32198,1945-11-28,Urban expedition
24712,10033,8905,2019-10-23,Volcanic crater sampling
24713,18687,4908,1908-10-28,Volcanic crater sampling
24714,18396,17751,1960-12-22,Underwater exploration
24715,26783,33220,1928-07-20,Desert dune survey
24716,6575,11832,1910-06-07,Glacial core drilling
24717,9644,34014,1918-08-06,Glacial core drilling
24718,27286,3382,1932-09-03,Volcanic crater sampling
24719,46973,22648,1991-11-19,Underwater exploration
24720,12210,8995,2018-04-06,Meteor crater excavation
24721,13687,13171,1958-01-17,Ice shelf reconnaissance
24722,19293,28402,2009-08-13,Mountain peak sampling
24723,10902,37884,2006-02-26,Remote island retrieval
24724,18756,17646,1954-10-30,Underwater exploration
24725,6899,32684,1982-04-05,Expedition in polar region
24726,11382,18532,1957-05-10,Ice shelf reconnaissance
24727,22747,28182,1974-05-27,Meteor crater excavation
24728,29392,3187,1942-11-09,Expedition in polar region
24729,45907,19868,2010-09-10,Ice shelf reconnaissance
24730,46881,27861,1952-09-24,Glacial core drilling
24731,8596,10510,2002-01-06,Ice shelf reconnaissance
24732,53412,11346,1922-07-13,Ice shelf reconnaissance
24733,9336,29370,1970-06-16,Collected sample from desert
24734,53541,9465,2025-06-06,Meteor crater excavation
24735,22121,36679,1926-05-12,Expedition in polar region
24736,57096,24585,2019-02-19,Underwater exploration
24737,51967,30698,1935-01-03,Urban expedition
24738,11671,33570,1931-08-11,Urban expedition
24739,10752,6457,1938-08-09,Collected sample from desert
24740,49267,23770,1961-01-18,Expedition in polar region
24741,6473,35611,1947-08-16,Expedition in polar region
24742,22490,10767,1926-01-16,Expedition in polar region
24743,29235,30476,1925-04-25,Ice shelf reconnaissance
24744,28670,17015,1935-01-20,High-altitude balloon collection
24745,47766,30910,1983-03-19,Mountain peak sampling
24746,8128,25314,1986-12-21,Tropical rainforest expedition
24747,40233,24715,1955-05-20,Underwater exploration
24748,55952,37263,1920-12-04,Mountain peak sampling
24749,557,8122,2001-08-29,Glacial core drilling
24750,40303,16345,1951-08-19,Meteor crater excavation
24751,12936,18130,1960-01-26,High-altitude balloon collection
24752,50667,12232,2018-08-12,Arid plateau mission
24753,24056,17023,1917-08-16,Field collection in forest
24754,25962,665,1933-03-11,Remote island retrieval
24755,5462,29053,1972-07-05,Underwater exploration
24756,27316,23282,1962-03-30,Urban expedition
24757,23515,11453,1970-01-18,Deep cave exploration
24758,56177,33888,1987-04-04,Meteor crater excavation
24759,54392,14309,1951-11-05,Volcanic crater sampling
24760,7631,31309,2015-12-25,Tropical rainforest expedition
24761,8985,5912,1953-07-19,Tropical rainforest expedition
24762,56926,5124,1990-06-15,Collected sample from desert
24763,4133,33920,1914-01-29,Collected sample from desert
24764,5000,30739,1974-03-26,Urban expedition
24765,7300,18905,1939-04-12,Arid plateau mission
24766,50931,18963,1927-02-23,Volcanic crater sampling
24767,13993,28062,1991-08-05,Field collection in forest
24768,19164,29082,1989-08-20,Desert dune survey
24769,26468,7449,1921-01-17,Meteor crater excavation
24770,2208,30440,1934-06-05,Glacial core drilling
24771,21644,12814,1904-08-26,Field collection in forest
24772,9477,23652,1932-03-26,Ice shelf reconnaissance
24773,15588,31818,1960-08-28,Underwater exploration
24774,53143,23586,2025-04-18,Remote island retrieval
24775,55452,1114,1915-04-26,Underwater exploration
24776,29446,6050,1903-09-22,Desert dune survey
24777,51201,20914,1957-02-19,Field collection in forest
24778,50707,28078,1985-08-19,Desert dune survey
24779,55823,10198,1922-05-07,Remote island retrieval
24780,10406,22871,1956-08-17,Mountain peak sampling
24781,20043,12461,1947-02-06,Volcanic crater sampling
24782,3963,21450,1938-06-04,Remote island retrieval
24783,38127,28893,1901-09-29,Remote island retrieval
24784,48392,191,2003-03-17,Expedition in polar region
24785,21330,1656,1941-02-17,Expedition in polar region
24786,8342,14601,1998-11-13,Desert dune survey
24787,26487,31065,1967-03-20,Expedition in polar region
24788,48170,25197,2003-07-16,Desert dune survey
24789,51274,943,1926-06-29,Desert dune survey
24790,23214,9973,1971-12-30,Underwater exploration
24791,50277,13755,1966-03-24,Collected sample from desert
24792,38545,30577,1998-12-31,Mountain peak sampling
24793,27119,35746,2003-06-13,Arid plateau mission
24794,55192,1731,1911-09-22,Ice shelf reconnaissance
24795,52093,15199,1959-12-08,Glacial core drilling
24796,8481,18887,1985-10-28,Field collection in forest
24797,13490,36429,2009-11-23,Glacial core drilling
24798,18255,7576,1994-10-31,Arid plateau mission
24799,14941,15492,2015-01-07,Mountain peak sampling
24800,57341,12389,1998-11-08,Ice shelf reconnaissance
24801,55725,7299,1907-08-09,Field collection in forest
24802,18594,15976,1902-01-15,Expedition in polar region
24803,29616,19563,1914-05-22,Desert dune survey
24804,8601,36171,1918-04-22,High-altitude balloon collection
24805,48039,31283,2012-08-09,Underwater exploration
24806,8016,20834,2001-04-25,Glacial core drilling
24807,50958,29658,2004-04-02,Deep cave exploration
24808,18171,16759,1974-01-15,Remote island retrieval
24809,22045,31932,1915-12-18,High-altitude balloon collection
24810,27010,12520,1996-11-07,Mountain peak sampling
24811,39734,14647,1908-07-13,Mountain peak sampling
24812,52336,23909,2023-03-25,Ice shelf reconnaissance
24813,20095,3254,1936-06-27,Glacial core drilling
24814,56817,6985,1976-04-21,Deep cave exploration
24815,46498,212,2019-01-20,Glacial core drilling
24816,3560,28109,1990-04-09,Meteor crater excavation
24817,16158,28234,2017-10-18,Glacial core drilling
24818,28713,15777,2020-05-14,Deep cave exploration
24819,26059,8855,1996-08-07,Volcanic crater sampling
24820,4541,32914,1922-12-03,Archaeological site investigation
24821,29735,28168,1996-04-25,Arid plateau mission
24822,55302,22873,1974-03-27,Collected sample from desert
24823,26342,8514,1967-03-24,Expedition in polar region
24824,12289,24945,1942-03-16,Ice shelf reconnaissance
24825,10462,22336,1999-07-19,Urban expedition
24826,6280,3905,2019-03-29,Ice shelf reconnaissance
24827,18956,8080,1919-08-29,Urban expedition
24828,917,32152,1922-06-21,Ice shelf reconnaissance
24829,14574,14765,1900-03-26,Urban expedition
24830,40504,12651,1967-08-25,Glacial core drilling
24831,29034,35255,1961-06-18,Arid plateau mission
24832,14498,33644,1993-07-27,Tropical rainforest expedition
24833,14511,4420,1948-04-15,Volcanic crater sampling
24834,1429,19669,1965-10-30,Remote island retrieval
24835,53095,7759,2025-12-16,Field collection in forest
24836,29273,31902,1949-06-29,Deep cave exploration
24837,17874,37297,1960-03-19,Volcanic crater sampling
24838,40699,250,2000-10-19,Underwater exploration
24839,19035,36013,2008-06-04,Ice shelf reconnaissance
24840,15351,37562,1954-04-10,Glacial core drilling
24841,10980,373,1951-11-11,Glacial core drilling
24842,11916,36522,1990-06-13,High-altitude balloon collection
24843,19415,12764,2001-06-27,Volcanic crater sampling
24844,49449,9734,1920-06-20,Ice shelf reconnaissance
24845,34052,33239,2006-06-06,Glacial core drilling
24846,461,32148,1917-01-25,Remote island retrieval
24847,29278,35239,2016-12-06,Mountain peak sampling
24848,13465,29332,1900-01-04,Ice shelf reconnaissance
24849,49118,28824,2016-10-01,Meteor crater excavation
24850,54163,11866,1967-03-28,Deep cave exploration
