funding_id,scientist_id,amount,sponsor,year
16937,17055,465815,SSL,1948
16938,27227,466309,SpaceIL,1961
16939,10852,155991,OHB System,1946
16940,8719,412665,GomSpace,1922
16941,12692,323518,Maxar Technologies,1908
16942,30992,104162,Firefly Rocket Technologies,1959
16943,31822,482857,Rocket Crafters,2023
16944,15032,425285,Relativity,1952
16945,15844,375900,Orbit Fab,1926
16946,776,343502,General Dynamics,1910
16947,25447,109025,Orbcomm,2011
16948,5085,112531,Rocket Lab,1926
16949,4869,253477,Zero Gravity Solutions,1982
16950,3541,109093,Telesat,1949
16951,9658,276933,Planetary Resources,1928
16952,2091,432705,SpaceIL,1953
16953,31086,135482,SpaceIL,1944
16954,14978,340215,Harris Corporation,1985
16955,37998,317776,Cubic Corporation,1925
16956,19140,233189,Diehl Aerospace,1932
16957,23876,494849,ESA,2018
16958,5336,329777,Intelsat,1974
16959,6659,437530,Airbus,1927
16960,27249,314123,Roscosmos,1969
16961,4398,478378,Relativity Space,1987
16962,20127,469380,ExPace,1955
16963,22480,409465,Space Systems Loral,1980
16964,32783,166464,Maxar Technologies,1998
16965,38104,191239,Firefly Rocket Technologies,2006
16966,1851,332331,Northrop Grumman,1965
16967,37725,429174,OneWeb,1964
16968,34770,262904,Virgin Galactic,1900
16969,12742,233403,NSF,1967
16970,37901,436880,Viasat,1972
16971,29605,168347,Mitsubishi Heavy Industries,2012
16972,30902,249829,Interstellar,1933
16973,13333,154793,Made In Space,1988
16974,22348,298244,SES,1923
16975,37071,448580,Aerospace Corporation,1976
16976,3533,204121,Virgin Galactic,2010
16977,35243,253200,Maxar Technologies,1937
16978,21751,204824,Firefly Aerospace,1927
16979,23245,313151,Private,1909
16980,77,258081,Vector Launch,1923
16981,28704,315797,Northrop Grumman Innovation Systems,1953
16982,36130,313915,Vector Launch,1971
16983,29148,139771,Northrop Grumman Innovation Systems,1967
16984,6925,290214,Northrop Grumman,1915
16985,33087,332453,Interstellar,1929
16986,21743,121685,Tyvak Nano-Satellite Systems,1957
16987,30666,285300,Spire Global,1948
16988,27074,109753,Lockheed Martin,1972
16989,5485,415280,The Planetary Society,1973
16990,18943,349804,Society of Exploration Geophysicists,1938
16991,8948,158627,Vulcan Inc.,1998
16992,13641,144981,Arianespace,1918
16993,9873,227181,Lockheed Martin Space,1938
16994,8266,176176,Lockheed Martin Space,1931
16995,28347,176892,Zero Gravity Solutions,1930
16996,9066,463106,AeroVironment,2007
16997,34575,333043,Boeing Defense,1930
16998,21094,250140,Virgin Galactic,1938
16999,18307,328071,Momentus,1904
17000,27686,289985,AeroVironment,1916
17001,9667,323937,Space Generation Advisory Council,1901
17002,32769,344299,Rocket Lab,1973
17003,982,329985,Astrocast,1987
17004,15480,263005,Lockheed Martin Space,1905
17005,21665,442584,Blue Origin,1935
17006,5962,338407,ITAR Solutions,1946
17007,12680,382481,Kepler Communications,1959
17008,12345,446384,Vulcan Inc.,1900
17009,23119,375098,Harris Corporation,1928
17010,10561,201603,Rocket Crafters,1987
17011,3058,212735,Aerojet Rocketdyne,2010
17012,20513,191294,NewSpace Capital,1902
17013,22855,431204,Sierra Nevada Corporation,1914
17014,11877,367097,Hughes,1989
17015,16635,172960,Harris Corporation,1949
17016,6019,279987,Vulcan Inc.,1975
17017,4322,201936,Tyvak Nano-Satellite Systems,1965
17018,6730,371125,Hughes,1949
17019,17287,341199,Vector Launch,1975
17020,36183,444741,GomSpace,1907
17021,27712,415155,University,1953
17022,23214,426243,Exos Aerospace,1973
17023,32700,471094,Maxar Technologies,1979
17024,17097,466549,Spire Global,1910
17025,19000,320654,AeroVironment,1943
17026,8099,315750,Airbus,2009
17027,36441,253403,NSF,1975
17028,9484,317432,Telesat,1999
17029,25660,466510,NASA,1908
17030,34349,280676,Orbit Fab,1992
17031,21466,442736,NASA,1971
17032,3069,139809,Blue Origin,1923
17033,21652,327050,L3Harris,1950
17034,7968,394614,Rocket Lab,2018
17035,2715,314781,Zero 2 Infinity,1902
17036,12318,266811,OHB System,2021
17037,7014,253256,Boeing,1909
17038,28064,131352,Arianespace,1974
17039,4519,273322,Iridium,1950
17040,24308,440922,Mitsubishi Heavy Industries,1958
17041,30107,383479,Sierra Nevada Corporation,2024
17042,18280,317403,CNSA,1923
17043,26787,423141,Boeing,1959
17044,9003,409273,Diehl Aerospace,2013
17045,18715,133683,Telesat,1971
17046,4133,455685,Orbcomm,2003
17047,28154,287260,NewSpace Capital,1937
17048,13890,151017,Swarm Technologies,1944
17049,10509,129900,MDA,1940
17050,33018,302308,Planet Labs,1961
17051,1691,429568,Firefly Rocket Technologies,1910
17052,5303,408251,L3Harris,2007
17053,2845,357938,University,1924
17054,14712,115584,Rocket Crafters,1929
17055,10462,334409,OHB System,1925
17056,1994,484244,Airbus,2009
17057,11544,272386,Astrobotic,1900
17058,35229,345964,Virgin Galactic,2007
17059,16871,205458,Hughes,1923
17060,11933,127592,Lockheed Martin,1911
17061,33820,102387,Telesat,2005
17062,21839,421116,Virgin Galactic,1997
17063,18554,346131,Roscosmos,1955
17064,2455,158530,Blue Canyon Technologies,2003
17065,10033,310616,Roscosmos,1961
17066,4122,202607,United Launch Alliance,1994
17067,25143,312563,Harris Corporation,2012
17068,8785,350849,CNSA,2018
17069,18689,180190,Effective Innovations,1949
17070,29430,364990,NewSpace Capital,1996
17071,5569,271327,Planet Labs,1911
17072,18905,346259,Relativity Space,1953
17073,10969,289569,Firefly Rocket Technologies,1925
17074,30040,128022,Fleet Space Technologies,1952
17075,19517,185773,Blue Origin,1992
17076,21481,468880,Firefly Aerospace,2014
17077,33380,392690,NewSpace Capital,1929
17078,6337,453263,Sierra Nevada Corporation,1982
17079,19983,476679,Bigelow Aerospace,1929
17080,22050,114466,United Launch Alliance,1902
17081,32695,424875,SES,1975
17082,8632,464580,OneWeb,1939
17083,36608,452894,Society of Exploration Geophysicists,1978
17084,8085,350665,MDA,1907
17085,31275,387959,Rocket Lab,2000
17086,33566,471351,Astrocast,1913
17087,16483,478825,KARI,2022
17088,34045,220812,Ball Aerospace,1989
17089,6165,314852,Interstellar,2025
17090,17819,205490,Maxar Technologies,2000
17091,5276,217507,JAXA,1959
17092,3253,221302,Xplore,2003
17093,9244,418776,Relativity Space,2023
17094,12872,300428,United Launch Alliance,2000
17095,19872,392703,Mitsubishi Heavy Industries,1958
17096,23396,361177,Northrop Grumman Innovation Systems,1978
17097,9176,429549,ExPace,1961
17098,14291,442603,Globalstar,1931
17099,13969,330066,Paragon Space Development Corporation,1917
17100,15409,217621,MDA,1967
17101,30138,110665,Cubic Corporation,1914
17102,35502,319911,Boeing,2016
17103,787,221638,L3Harris,1972
17104,7669,392908,University,1921
17105,11550,399978,Northrop Grumman,1926
17106,3510,132102,Relativity,2016
17107,17221,366135,Effective Innovations,1916
17108,31289,118930,Raytheon,1936
17109,30213,249475,Diehl Aerospace,1908
17110,30947,462829,Vulcan Inc.,1928
17111,5571,384611,Aerojet Rocketdyne,2015
17112,16928,253660,Cubic Corporation,1931
17113,17872,269290,Iridium,1939
17114,27726,244350,AeroVironment,1979
17115,37571,246475,Spire Global,1947
17116,30106,382895,CNES,1923
17117,7128,443320,PLD Space,1943
17118,13665,386902,Viasat,2020
17119,15098,137555,Interstellar,1912
17120,28073,438140,United Launch Alliance,1967
17121,21618,458490,Harris Corporation,2011
17122,23399,301291,MDA,1907
17123,2978,410194,Eutelsat,1938
17124,7900,202082,Northrop Grumman,1980
17125,20148,326979,Harris Corporation,1915
17126,31565,496776,Quantum Space,2020
17127,20577,465001,Vulcan Inc.,1910
17128,37454,119034,GomSpace,1915
17129,191,376929,SpaceX,1909
17130,33261,472363,Viasat,1979
17131,16903,422922,Firefly Aerospace,2014
17132,29228,499458,Sierra Nevada Corporation,1945
17133,15641,159293,Exos Aerospace,1908
17134,32550,381434,Harris Corporation,1930
17135,21681,293391,Northrop Grumman Innovation Systems,1961
17136,5951,324700,Hughes,1958
17137,11347,187979,ISRO,2018
17138,18042,282584,Space Adventures,2002
17139,9821,267967,NewSpace Capital,1926
17140,26327,191639,University,1914
17141,4780,245253,Maxar Technologies,1911
17142,21095,107337,Firefly Aerospace,1918
17143,11093,303828,Iridium,1960
17144,32,395446,Virgin Galactic,1985
17145,35154,111580,Northrop Grumman Innovation Systems,1938
17146,22847,305976,Zero Gravity Solutions,1951
17147,14593,386634,Ball Aerospace,1962
17148,20326,187059,Aerospace Corporation,2023
17149,1425,395583,Ball Aerospace,1965
17150,11566,378122,SES,2025
17151,10941,496799,Harris Corporation,1915
17152,5755,498460,Xplore,2006
17153,15000,340307,SpaceIL,1950
17154,11203,340082,OneWeb,1926
17155,20496,439044,Relativity Space,2018
17156,9385,141677,Northrop Grumman Innovation Systems,1992
17157,25805,287234,NASA,1935
17158,3264,359989,Firefly Aerospace,1967
17159,32951,137765,Thales Alenia Space,2024
17160,5500,158549,Diehl Aerospace,2016
17161,23635,426917,NewSpace Capital,1980
17162,6757,463042,L3Harris,1916
17163,30498,486288,NewSpace Capital,1976
17164,10419,495640,Northrop Grumman Innovation Systems,1961
17165,31063,181184,Hughes,2009
17166,19242,360151,Virgin Galactic,1957
17167,6552,339575,Iridium,1922
17168,24293,180170,Space Angels,1925
17169,24235,298422,Airbus,1909
17170,16662,175781,PLD Space,1917
17171,36897,352199,Intelsat,1924
17172,452,271048,Paragon Space Development Corporation,1954
17173,25327,288312,Aerospace Corporation,1928
17174,13638,146790,Roscosmos,1960
17175,23031,278784,Virgin Galactic,1948
17176,4105,181193,University,1926
17177,14224,327453,Aerojet Rocketdyne,1941
17178,36771,454604,Vulcan Inc.,2020
17179,8976,437146,Virgin Galactic,1912
17180,2065,213511,GomSpace,2004
17181,21668,400408,Kepler Communications,1952
17182,2590,356780,Orbital ATK,2019
17183,31277,362218,Swarm Technologies,2002
17184,14223,440121,Firefly Rocket Technologies,1946
17185,24736,427034,NSF,1930
17186,27641,246153,GomSpace,1995
17187,5565,305087,SSL,1993
17188,19897,328378,Astrobotic,1904
17189,11838,231537,AeroVironment,1932
17190,4260,157175,Space Angels,1941
17191,31032,491452,Aerojet Rocketdyne,1949
17192,36033,270789,Blue Origin,1958
17193,31224,460479,Relativity,2015
17194,5623,156250,MDA,2007
17195,3458,373636,United Launch Alliance,1989
17196,16787,335005,Eutelsat,1941
17197,25600,159345,Space Generation Advisory Council,1908
17198,9836,299980,KARI,1965
17199,33219,424958,ASI,1938
17200,19258,172277,Orbcomm,2020
17201,9018,366077,Tyvak Nano-Satellite Systems,1937
17202,22221,213754,ISRO,1945
17203,31739,193259,Hughes,1979
17204,7492,464018,NSF,1912
17205,18538,459633,Interstellar,1944
17206,25400,303486,ISRO,1934
17207,23639,252276,NASA,1966
17208,11124,398055,NASA,1967
17209,20259,170270,Astrobotic,1950
17210,17192,121146,Northrop Grumman Innovation Systems,1965
17211,8895,398848,Blue Origin,1971
17212,14314,447455,Exos Aerospace,1930
17213,11617,432387,Swarm Technologies,1989
17214,20495,124833,Intelsat,2002
17215,36173,256188,Space Systems Loral,1959
17216,14304,323685,General Dynamics,1919
17217,22228,130939,Relativity,1987
17218,21889,468683,PLD Space,1938
17219,25866,336789,Boeing Defense,1951
17220,31271,320636,Astrocast,1987
17221,21590,337125,Boeing Defense,1988
17222,37408,155003,Mitsubishi Heavy Industries,1920
17223,28335,316064,Relativity,2024
17224,19812,435711,General Dynamics,1932
17225,30227,134046,SpacePharma,1915
17226,9471,142257,Thales Alenia Space,1966
17227,2402,411056,SpacePharma,1911
17228,33281,206997,University,1909
17229,9769,288763,Globalstar,1928
17230,12706,488502,Firefly Aerospace,1979
17231,3840,490974,Cubic Corporation,1989
17232,8316,304130,Lockheed Martin Space,2008
17233,7755,114977,Kepler Communications,1926
17234,5391,169337,Cubic Corporation,1918
17235,29649,314477,Arianespace,1910
17236,33877,224030,Space Adventures,1939
17237,13463,170367,Roscosmos,1996
17238,17475,470752,NASA,2003
17239,32494,321069,Effective Innovations,2019
17240,13687,188268,Airbus,1958
17241,1371,465446,Relativity Space,1973
17242,19303,468657,Blue Origin,2007
17243,26199,157260,ExPace,1977
17244,10826,413756,Boeing,2008
17245,33781,405276,Zero 2 Infinity,1946
17246,18020,453413,KARI,1923
17247,24905,157941,ITAR Solutions,1925
17248,33565,422572,Blue Origin,1990
17249,24594,336782,JAXA,1911
17250,10230,333685,Private,2019
17251,28946,239018,Astrocast,1980
17252,7477,460647,Sierra Nevada Corporation,1985
17253,33203,305700,Maxar Technologies,1905
17254,32143,157994,ITAR Solutions,1922
17255,29501,211853,Aerojet Rocketdyne,1938
17256,15826,237562,Northrop Grumman Innovation Systems,1936
17257,28202,145613,Private,2023
17258,29891,321491,Hughes,2022
17259,3386,113707,Blue Origin,1987
17260,959,140943,Sierra Nevada Corporation,1902
17261,5302,351868,L3Harris,1932
17262,3653,129780,Space Adventures,2015
17263,24540,167749,Space Adventures,1908
17264,23730,378848,ISRO,2017
17265,18123,122489,Society of Exploration Geophysicists,1909
17266,19449,133947,ISRO,1937
17267,24023,339751,Exos Aerospace,1957
17268,6230,341213,Hughes,1976
17269,8332,206913,Eutelsat,1982
17270,6600,474500,Planetary Resources,1962
17271,22836,244345,Interstellar,2018
17272,9167,199875,Globalstar,1906
17273,25850,276552,SpacePharma,2021
17274,23989,443369,JAXA,1900
17275,17598,151576,SpaceIL,1968
17276,27584,265816,Orbcomm,1969
17277,4483,493985,Eutelsat,1907
17278,18975,391129,Planetary Resources,1938
17279,22202,150609,Cobham,1970
17280,30514,485629,MDA,1972
17281,15721,192539,NewSpace Capital,1948
17282,36800,470908,Interstellar,1983
17283,1195,427020,Virgin Galactic,2011
17284,2169,193254,ESA,1943
17285,26158,467676,Tyvak Nano-Satellite Systems,2002
17286,1603,427405,Cubic Corporation,1917
17287,17727,345690,Quantum Space,1927
17288,32509,125960,Lockheed Martin,1944
17289,33343,258294,Vector Launch,1910
17290,11193,209153,Relativity Space,2004
17291,9766,298529,ASI,1963
17292,32494,191355,University,2005
17293,34882,202005,Roscosmos,1900
17294,1435,439322,AeroVironment,1945
17295,3036,227119,Northrop Grumman Innovation Systems,2004
17296,14657,458172,JAXA,1970
17297,13853,135216,GomSpace,2015
17298,5969,113930,OHB System,1944
17299,4500,474778,Orbit Fab,1905
17300,5957,231859,Lockheed Martin Space,2006
17301,36316,205003,Tyvak Nano-Satellite Systems,2012
17302,20275,437691,Thales Alenia Space,1971
17303,19057,238171,United Launch Alliance,1916
17304,6587,220651,Space Angels,1966
17305,4935,205344,Planetary Resources,1907
17306,10087,480878,Arianespace,2016
17307,37164,117412,Hughes,2008
17308,18215,370614,Viasat,2000
17309,20086,319010,Paragon Space Development Corporation,1935
17310,32889,434223,Fleet Space Technologies,1936
17311,15093,370310,Space Foundation,1912
17312,31433,313442,ASI,1972
17313,11899,120449,ISRO,1940
17314,4068,271210,Firefly Aerospace,1937
17315,26047,369454,Space Generation Advisory Council,1938
17316,30703,120902,L3Harris,1933
17317,30510,272313,Vector Launch,1979
17318,19361,446432,Space Generation Advisory Council,1914
17319,15976,408039,Northrop Grumman Innovation Systems,2003
17320,36385,264183,NASA,1969
17321,4522,493818,Paragon Space Development Corporation,1966
17322,26953,292678,Space Adventures,2019
17323,36910,415611,Xplore,1937
17324,126,106836,Xplore,1933
17325,29905,420998,Globalstar,1931
17326,37582,415949,Virgin Galactic,1915
17327,6582,238041,Rocket Crafters,1939
17328,5628,214125,Harris Corporation,1982
17329,12275,426506,Quantum Space,1932
17330,27303,222279,CNES,2006
17331,8536,397383,United Launch Alliance,2015
17332,9253,231287,Aerospace Corporation,2013
17333,21601,324714,L3Harris,1974
17334,304,456402,Fleet Space Technologies,1920
17335,32952,410414,AeroVironment,2002
17336,33235,250274,Maxar Technologies,1966
17337,17541,395522,Zero Gravity Solutions,2011
17338,31447,109062,L3Harris,2000
17339,21191,175166,Effective Innovations,2003
17340,28165,264844,Zero 2 Infinity,1918
17341,25084,270238,SSL,1914
17342,23173,421808,Arianespace,1980
17343,14865,289091,Aerojet Rocketdyne,1915
17344,25634,416022,Thales Alenia Space,2025
17345,2520,468982,Aerojet Rocketdyne,1940
17346,19959,286831,Lockheed Martin Space,1950
17347,24229,121258,Xplore,2007
17348,19918,145431,Firefly Rocket Technologies,1919
17349,6409,226694,NewSpace Capital,2007
17350,32457,130856,Boeing Defense,2011
17351,23755,159618,United Launch Alliance,1992
17352,18238,297405,Space Generation Advisory Council,1993
17353,5480,164258,L3Harris,1991
17354,19740,237312,Space Generation Advisory Council,1962
17355,11928,475977,PLD Space,1953
17356,5577,287411,Northrop Grumman,2014
17357,6673,417722,Space Foundation,2013
17358,23485,235164,Northrop Grumman Innovation Systems,1936
17359,23006,366941,Exos Aerospace,1948
17360,34614,220027,SpacePharma,1909
17361,5432,166737,Dynetics,2002
17362,17184,457027,Roscosmos,1973
17363,35539,242046,Roscosmos,1984
17364,27321,136599,Effective Innovations,1932
17365,36467,479295,MDA,1905
17366,35182,267434,ISRO,1949
17367,21355,229481,ASI,1959
17368,2904,415181,Swarm Technologies,1943
17369,26121,481828,Orbit Fab,1956
17370,12392,427036,Airbus,2005
17371,32676,257318,Roscosmos,1942
17372,8687,402134,Firefly Aerospace,1976
17373,33486,172859,NewSpace Capital,2023
17374,8458,148344,OneWeb,1978
17375,30702,352091,L3Harris,1927
17376,12059,187012,Rocket Crafters,1966
17377,3948,478690,Vulcan Inc.,1957
17378,14399,147019,General Dynamics,1930
17379,16395,236840,Northrop Grumman,1922
17380,1389,289664,PLD Space,1944
17381,20619,310543,Planet Labs,1925
17382,14343,406671,Aerojet Rocketdyne,1959
17383,32281,361298,KARI,2025
17384,19351,474968,Rocket Lab,1906
17385,2499,485675,Astrobotic,2014
17386,23621,301752,The Planetary Society,2001
17387,10395,246695,SpaceIL,1931
17388,1112,339726,ISRO,1982
17389,32356,483848,General Dynamics,1943
17390,29821,325162,Private,1902
17391,34033,229873,Swarm Technologies,1961
17392,2428,235883,Xplore,1948
17393,23383,116978,Arianespace,1961
17394,25037,350217,Made In Space,1985
17395,19054,450501,Ball Aerospace,2024
17396,34733,336418,Cubic Corporation,1951
17397,33120,326194,Planetary Resources,1917
17398,19280,143906,OneWeb,1968
17399,37466,141798,Virgin Galactic,1950
17400,1991,133360,Xplore,1975
17401,21181,333699,Exos Aerospace,1919
17402,28024,263201,Northrop Grumman Innovation Systems,1922
17403,18293,148512,Sierra Nevada Corporation,1966
17404,29760,204901,Aerojet Rocketdyne,1975
17405,6110,114284,Blue Origin,1999
17406,6096,324099,Relativity Space,1944
17407,24929,149498,Xplore,1905
17408,23498,419608,Orbcomm,1946
17409,3107,426442,Axiom Space,1900
17410,23036,337308,Space Adventures,1952
17411,704,283376,Northrop Grumman Innovation Systems,1938
17412,36550,240013,Astrocast,1933
17413,10104,310538,Momentus,1965
17414,23254,221878,SSL,1955
17415,27554,356833,Astrobotic,1970
17416,32074,403740,Blue Canyon Technologies,1939
17417,13254,195085,ISRO,2004
17418,2602,303662,Space Angels,1940
17419,31215,350604,Orbcomm,1934
17420,11195,286741,MDA,2024
17421,14161,496846,Rocket Crafters,1927
17422,14320,418067,Exos Aerospace,1934
17423,10765,439827,Northrop Grumman Innovation Systems,1998
17424,9701,342914,Blue Canyon Technologies,1956
17425,4346,338729,Mitsubishi Heavy Industries,1958
17426,5535,280923,Xplore,2020
17427,14370,434336,Space Angels,1945
17428,12850,399443,ESA,1900
17429,26479,178879,Space Generation Advisory Council,1954
17430,29303,344254,PLD Space,1908
17431,20161,282336,Space Systems Loral,1919
17432,7735,410169,Maxar Technologies,1907
17433,19645,470706,Dynetics,1981
17434,35021,336572,OneWeb,1936
17435,20230,395065,Virgin Galactic,1919
17436,6381,124211,SSL,2013
17437,36266,212992,Rocket Crafters,1924
17438,22978,437423,Rocket Lab,1902
17439,19504,303096,Inmarsat,1995
17440,28437,444570,ASI,1999
17441,7931,333051,Quantum Space,1984
17442,9963,308850,Astrobotic,1945
17443,5035,194005,Dynetics,1948
17444,12615,423571,Inmarsat,2004
17445,22568,266671,Zero Gravity Solutions,2023
17446,12713,447375,Arianespace,1912
17447,15980,310603,Harris Corporation,1902
17448,20856,176788,Planetary Resources,1980
17449,18430,251677,Orbit Fab,1918
17450,35506,461461,Astrocast,1938
17451,30483,352631,Exos Aerospace,1998
17452,5165,379019,SES,1969
17453,15254,157113,Paragon Space Development Corporation,2005
17454,12989,388939,Vector Launch,1927
17455,28832,463765,AeroVironment,1998
17456,30655,284946,Inmarsat,2008
17457,22719,457639,Dynetics,1918
17458,1598,370635,CNES,1998
17459,28017,240494,Zero 2 Infinity,1900
17460,3100,377218,Roscosmos,1952
17461,12984,356530,Lockheed Martin,1986
17462,32077,147967,Paragon Space Development Corporation,1933
17463,8907,206886,Aerospace Corporation,1937
17464,7686,223899,Space Systems Loral,1970
17465,4391,109429,Kepler Communications,1994
17466,34039,257103,KARI,2001
17467,32229,420379,Cobham,1985
17468,30313,402915,Dynetics,1901
17469,32759,156020,The Planetary Society,1960
17470,11373,376774,L3Harris,1918
17471,25274,379542,General Dynamics,1930
17472,17652,231013,OneWeb,1938
17473,36118,368133,Made In Space,2006
17474,36587,479140,Spire Global,1970
17475,37897,150373,United Launch Alliance,2019
17476,29083,310291,GomSpace,2004
17477,31650,106720,Interstellar,1979
17478,37132,402838,University,1964
17479,6184,386267,ExPace,1927
17480,7892,356182,Relativity,1908
17481,37650,261069,Rocket Crafters,1974
17482,4340,139658,SpacePharma,1962
17483,28801,211189,United Launch Alliance,1915
17484,23042,469124,OneWeb,1902
17485,24712,192179,Orbital ATK,1960
17486,17867,472460,L3Harris,2008
17487,902,107263,United Launch Alliance,2011
17488,2786,273139,Interstellar,1944
17489,26036,417920,PLD Space,2017
17490,33220,362470,Thales Alenia Space,1960
17491,3284,396259,The Planetary Society,1980
17492,13092,251721,OneWeb,1920
17493,1063,383791,Planetary Resources,1912
17494,17400,293760,Lockheed Martin Space,1910
17495,27481,452964,Blue Origin,1958
17496,11655,102878,Roscosmos,2001
17497,21119,453537,Space Foundation,2025
17498,7531,476119,Orbital ATK,1950
17499,22090,462122,Mitsubishi Heavy Industries,1921
17500,15568,115712,Raytheon,1929
17501,35037,289644,Northrop Grumman,1901
17502,9481,354101,NASA,1954
17503,17354,163505,Dynetics,1964
17504,4521,242664,Eutelsat,2012
17505,26168,210665,Quantum Space,1999
17506,22805,357225,Harris Corporation,2024
17507,5224,356604,Intelsat,2020
17508,2617,449342,Space Systems Loral,1929
17509,32460,378990,Kepler Communications,1989
17510,23523,461048,Quantum Space,1978
17511,25189,294913,JAXA,2016
17512,24840,174761,SSL,2022
17513,24937,394169,SpacePharma,1950
17514,35246,460772,SpaceIL,1999
17515,36449,475121,Private,1945
17516,27655,111795,SpaceX,1985
17517,4475,182681,Cubic Corporation,1945
17518,20061,286751,PLD Space,1969
17519,20697,160789,KARI,2016
17520,30758,217502,Vector Launch,2011
17521,32634,158721,University,2012
17522,32872,255863,Astrobotic,1919
17523,21324,377739,Made In Space,1980
17524,33166,361660,Axiom Space,2020
17525,5303,423083,Space Generation Advisory Council,2024
17526,26457,465310,AeroVironment,1988
17527,5615,204625,OneWeb,1920
17528,9573,206320,OHB System,1900
17529,10985,358128,Spire Global,2012
17530,35842,186624,SES,1967
17531,15508,267165,Harris Corporation,1980
17532,5027,384337,Aerojet Rocketdyne,2006
17533,25825,400556,Intelsat,2007
17534,26713,191645,L3Harris,1938
17535,28150,448730,SpacePharma,1997
17536,8381,279967,Boeing,2012
17537,10617,208164,Orbcomm,1954
17538,13238,479260,NewSpace Capital,1969
17539,2770,342234,Firefly Aerospace,1914
17540,9197,424093,SES,1937
17541,34258,263553,Harris Corporation,2019
17542,1931,354349,Interstellar,1983
17543,3103,312301,Ball Aerospace,1989
17544,36964,419706,Blue Canyon Technologies,1937
17545,25099,186271,Iridium,1911
17546,24763,367992,Relativity Space,1910
17547,10020,146686,NASA,1957
17548,18958,263737,KARI,1926
17549,5932,249199,SpaceX,1987
17550,13529,336059,Kepler Communications,1901
17551,23872,239603,SES,1989
17552,22323,366218,Cobham,1989
17553,32842,150030,Society of Exploration Geophysicists,1906
17554,14351,291737,Maxar Technologies,1962
17555,35872,421193,Lockheed Martin Space,2015
17556,13090,378844,OneWeb,1957
17557,28928,106678,Quantum Space,2010
17558,10766,223521,Interstellar,1948
17559,27341,121960,Space Generation Advisory Council,2017
17560,37031,144356,Globalstar,2020
17561,24180,239633,Northrop Grumman Innovation Systems,1996
17562,2896,306607,Inmarsat,1952
17563,26426,326856,Planetary Resources,1981
17564,36072,131147,Blue Canyon Technologies,1971
17565,551,236908,ExPace,1943
17566,4166,160011,Orbit Fab,1949
17567,590,409518,CNSA,1982
17568,30307,243837,Roscosmos,2025
17569,19138,130508,Zero Gravity Solutions,1919
17570,32395,232371,Boeing Defense,2015
17571,8083,332504,Effective Innovations,1942
17572,35468,213791,Blue Origin,1995
17573,9377,327093,Society of Exploration Geophysicists,1973
17574,25617,130607,Blue Canyon Technologies,1928
17575,6433,479449,Tyvak Nano-Satellite Systems,2009
17576,18650,306508,Firefly Aerospace,2019
17577,1899,426645,Mitsubishi Heavy Industries,2011
17578,326,259504,Thales Alenia Space,1909
17579,29061,105444,Northrop Grumman,1956
17580,6769,381253,Vector Launch,1904
17581,29725,182741,PLD Space,1978
17582,13693,440533,Planetary Resources,1966
17583,29390,243897,ITAR Solutions,1910
17584,13036,401094,CNES,1958
17585,25866,498981,Arianespace,1937
17586,27184,175143,Swarm Technologies,1900
17587,17716,386180,Sierra Nevada Corporation,1969
17588,14309,219138,Xplore,1958
17589,8250,273646,Astrocast,1910
17590,27775,336482,Made In Space,2006
17591,2150,306962,Virgin Galactic,1932
17592,33663,446231,NewSpace Capital,1998
17593,30930,325930,AeroVironment,1930
17594,791,230738,Maxar Technologies,1945
17595,17512,310903,Private,1948
17596,16061,379127,Space Foundation,1913
17597,28756,143336,ITAR Solutions,1985
17598,31303,164294,Boeing,1982
17599,21219,263835,Tyvak Nano-Satellite Systems,1982
17600,11489,182973,Blue Canyon Technologies,2014
17601,11470,110103,Boeing Defense,1979
17602,6651,299144,Sierra Nevada Corporation,1901
17603,10871,104133,OHB System,2016
17604,34151,319643,NASA,1932
17605,25550,172643,Iridium,1975
17606,36142,266341,Space Systems Loral,1979
17607,34278,354419,Lockheed Martin Space,1929
17608,23083,300287,Relativity Space,1940
17609,9078,387057,SpaceIL,1997
17610,28613,283131,ITAR Solutions,1999
17611,27812,482127,Airbus,1971
17612,18472,275654,Viasat,1944
17613,7933,392594,Effective Innovations,2014
17614,11055,284878,SpacePharma,2006
17615,36911,488318,Inmarsat,1913
17616,17602,312810,Made In Space,1932
17617,28744,219399,Virgin Galactic,1932
17618,33072,385272,Blue Canyon Technologies,1962
17619,13267,406407,Globalstar,1989
17620,13722,126329,CNSA,1916
17621,36618,223733,ESA,2005
17622,21517,320742,Northrop Grumman,1995
17623,29531,446817,Telesat,1973
17624,28132,150693,Dynetics,1938
17625,981,499245,Telesat,2009
17626,36025,176313,Orbcomm,1973
17627,20890,154360,Orbital ATK,1964
17628,22841,214886,GomSpace,1923
17629,5882,375917,Swarm Technologies,1992
17630,6442,414945,Virgin Galactic,2012
17631,16159,294020,OneWeb,1956
17632,5408,121949,OHB System,1971
17633,7255,337486,Eutelsat,1938
17634,13518,414645,Swarm Technologies,1987
17635,27721,286434,NSF,1961
17636,10953,476013,Eutelsat,1981
17637,30718,135206,Rocket Lab,1933
17638,33508,162099,Spire Global,1944
17639,30492,303803,United Launch Alliance,1907
17640,6080,434277,MDA,1911
17641,17025,397688,Rocket Lab,1935
17642,24382,200561,CNES,1982
17643,13171,464864,Intelsat,2023
17644,22400,344128,SpacePharma,2004
17645,3004,175812,Space Systems Loral,1975
