institution_id,institution_name,institution_country
13997,National Institute of Space Exploration,France
13998,National Institute of Geoscience,India
13999,Global Research Center of Cosmic Research,France
14000,Global Research Center of Cosmic Research,Netherlands
14001,Academy of Space Exploration,Brazil
14002,International Lab for Geology,Japan
14003,National Institute of Planetary Science,Denmark
14004,National Institute of Geology,India
14005,National Institute of Astronomy,Norway
14006,International Lab for Space Exploration,Brazil
14007,Royal Institute of Astronomy,Belgium
14008,Royal Institute of Geology,USA
14009,College of Cosmic Research,USA
14010,National Institute of Geoscience,Finland
14011,International Lab for Geoscience,Denmark
14012,University of Astrophysics,France
14013,College of Astronomy,France
14014,National Institute of Meteorite Studies,Denmark
14015,College of Geochemistry,China
14016,National Institute of Geochemistry,Germany
14017,Center for Advanced Meteorite Studies,USA
14018,College of Space Exploration,Finland
14019,International Lab for Space Exploration,Norway
14020,Academy of Astronomy,USA
14021,National Institute of Geoscience,Spain
14022,Academy of Meteorite Studies,Sweden
14023,University of Geology,Belgium
14024,Global Research Center of Cosmic Research,Germany
14025,National Institute of Astrophysics,India
14026,College of Cosmic Research,Australia
14027,Academy of Geoscience,France
14028,Academy of Geology,Spain
14029,Academy of Astrophysics,Norway
14030,Global Research Center of Cosmic Research,Netherlands
14031,Global Research Center of Meteorite Studies,China
14032,University of Astrophysics,Brazil
14033,Global Research Center of Geoscience,Germany
14034,International Lab for Geochemistry,India
14035,International Lab for Astronomy,China
14036,Royal Institute of Geoscience,Spain
14037,Global Research Center of Planetary Science,India
14038,International Lab for Astrophysics,Spain
14039,Global Research Center of Geoscience,Finland
14040,Academy of Astrophysics,India
14041,Royal Institute of Planetary Science,China
14042,National Institute of Astrophysics,India
14043,Royal Institute of Astronomy,Norway
14044,University of Space Exploration,Brazil
14045,National Institute of Geoscience,Japan
14046,Center for Advanced Geoscience,China
14047,Academy of Astrophysics,China
14048,National Institute of Astronomy,Finland
14049,University of Geology,Belgium
14050,International Lab for Space Exploration,Denmark
14051,International Lab for Astronomy,France
14052,College of Astronomy,India
14053,National Institute of Space Exploration,India
14054,Academy of Geology,Brazil
14055,Center for Advanced Planetary Science,China
14056,Academy of Planetary Science,Italy
14057,Center for Advanced Planetary Science,Norway
14058,Center for Advanced Astronomy,France
14059,International Lab for Geochemistry,Italy
14060,Global Research Center of Space Exploration,China
14061,National Institute of Geology,Spain
14062,University of Cosmic Research,USA
14063,College of Geology,USA
14064,National Institute of Geoscience,Netherlands
14065,Royal Institute of Astrophysics,Belgium
14066,Center for Advanced Cosmic Research,USA
14067,Royal Institute of Meteorite Studies,Switzerland
14068,University of Space Exploration,Italy
14069,University of Space Exploration,Finland
14070,Global Research Center of Geochemistry,Germany
14071,Academy of Geology,Canada
14072,International Lab for Astrophysics,Netherlands
14073,University of Astrophysics,Japan
14074,Global Research Center of Cosmic Research,Germany
14075,International Lab for Geoscience,Germany
14076,Royal Institute of Cosmic Research,UK
14077,International Lab for Meteorite Studies,Finland
14078,University of Geochemistry,Belgium
14079,University of Astrophysics,Netherlands
14080,College of Geoscience,France
14081,Global Research Center of Geoscience,Denmark
14082,Royal Institute of Meteorite Studies,Belgium
14083,Global Research Center of Meteorite Studies,Japan
14084,College of Geoscience,Australia
14085,Royal Institute of Astrophysics,Finland
14086,Center for Advanced Meteorite Studies,Italy
14087,University of Planetary Science,Netherlands
14088,Royal Institute of Astrophysics,France
14089,International Lab for Meteorite Studies,Denmark
14090,National Institute of Cosmic Research,Germany
14091,College of Cosmic Research,Australia
14092,Center for Advanced Geology,Japan
14093,Global Research Center of Planetary Science,Spain
14094,Center for Advanced Planetary Science,Finland
14095,Academy of Meteorite Studies,France
14096,Academy of Meteorite Studies,USA
14097,Academy of Meteorite Studies,UK
14098,Center for Advanced Planetary Science,Finland
14099,Academy of Geoscience,Italy
14100,Center for Advanced Geoscience,Austria
14101,Academy of Meteorite Studies,Spain
14102,University of Space Exploration,Switzerland
14103,Global Research Center of Space Exploration,China
14104,University of Space Exploration,Italy
14105,Center for Advanced Geology,Austria
14106,College of Astrophysics,Brazil
14107,Global Research Center of Geology,Japan
14108,Center for Advanced Space Exploration,Denmark
14109,Global Research Center of Planetary Science,Netherlands
14110,National Institute of Astrophysics,Germany
14111,Global Research Center of Meteorite Studies,Germany
14112,College of Space Exploration,France
14113,National Institute of Geoscience,China
14114,College of Astronomy,France
14115,University of Geology,Spain
14116,College of Space Exploration,UK
14117,Global Research Center of Cosmic Research,Sweden
14118,Academy of Geochemistry,Brazil
14119,National Institute of Meteorite Studies,Japan
14120,Global Research Center of Meteorite Studies,Australia
14121,College of Meteorite Studies,UK
14122,Center for Advanced Planetary Science,Netherlands
14123,Royal Institute of Geology,UK
14124,Academy of Planetary Science,Switzerland
14125,National Institute of Planetary Science,Finland
14126,University of Geochemistry,Italy
14127,Center for Advanced Geochemistry,Japan
14128,Center for Advanced Meteorite Studies,France
14129,College of Geoscience,Norway
14130,Global Research Center of Meteorite Studies,Sweden
14131,University of Geochemistry,USA
14132,College of Geology,Germany
14133,Royal Institute of Geoscience,Austria
14134,College of Geoscience,Denmark
14135,Academy of Cosmic Research,Austria
14136,College of Geochemistry,USA
14137,College of Geology,India
14138,Center for Advanced Planetary Science,Belgium
14139,National Institute of Geoscience,China
14140,College of Geology,UK
14141,Academy of Cosmic Research,Sweden
14142,Global Research Center of Cosmic Research,Italy
14143,Royal Institute of Cosmic Research,USA
14144,Center for Advanced Geology,USA
14145,University of Space Exploration,China
14146,Royal Institute of Space Exploration,Netherlands
14147,Global Research Center of Planetary Science,India
14148,National Institute of Geoscience,Netherlands
14149,University of Geochemistry,Australia
14150,College of Geochemistry,Spain
14151,University of Meteorite Studies,Belgium
14152,Academy of Geology,Finland
14153,Global Research Center of Space Exploration,Netherlands
14154,Center for Advanced Space Exploration,China
14155,Center for Advanced Geoscience,Italy
14156,International Lab for Cosmic Research,France
14157,Royal Institute of Planetary Science,Japan
14158,University of Geology,USA
14159,International Lab for Astrophysics,Norway
14160,Center for Advanced Astronomy,Sweden
14161,College of Planetary Science,Germany
14162,National Institute of Geoscience,Norway
14163,National Institute of Geoscience,Switzerland
14164,Royal Institute of Space Exploration,China
14165,University of Planetary Science,Finland
14166,College of Geoscience,Japan
14167,Academy of Astronomy,China
14168,Center for Advanced Geology,Austria
14169,National Institute of Geology,USA
14170,College of Geology,Switzerland
14171,College of Astronomy,Norway
14172,National Institute of Geochemistry,Switzerland
14173,Global Research Center of Astronomy,USA
14174,Academy of Space Exploration,Netherlands
14175,Global Research Center of Astronomy,Finland
14176,Global Research Center of Geoscience,Sweden
14177,Global Research Center of Cosmic Research,Denmark
14178,Academy of Meteorite Studies,Brazil
14179,International Lab for Geochemistry,India
14180,Center for Advanced Planetary Science,Canada
14181,Royal Institute of Space Exploration,UK
14182,International Lab for Space Exploration,Canada
14183,University of Space Exploration,China
14184,International Lab for Geology,Austria
14185,National Institute of Meteorite Studies,USA
14186,Center for Advanced Meteorite Studies,UK
14187,Royal Institute of Geology,Belgium
14188,University of Planetary Science,Spain
14189,Royal Institute of Astronomy,Belgium
14190,National Institute of Astrophysics,Belgium
14191,Academy of Cosmic Research,Spain
14192,International Lab for Space Exploration,Denmark
14193,National Institute of Geology,India
14194,Academy of Meteorite Studies,UK
14195,Royal Institute of Cosmic Research,UK
14196,Royal Institute of Geoscience,Italy
14197,Royal Institute of Astrophysics,Finland
14198,Academy of Astronomy,Switzerland
14199,Global Research Center of Astronomy,France
14200,International Lab for Geology,Spain
14201,College of Astronomy,USA
14202,National Institute of Planetary Science,India
14203,National Institute of Cosmic Research,UK
14204,Royal Institute of Geochemistry,UK
14205,International Lab for Geology,USA
14206,National Institute of Cosmic Research,India
14207,International Lab for Space Exploration,Brazil
14208,Academy of Astronomy,UK
14209,University of Astronomy,Brazil
14210,University of Astronomy,Brazil
14211,International Lab for Cosmic Research,Italy
14212,Academy of Geology,Sweden
14213,College of Cosmic Research,Belgium
14214,Center for Advanced Space Exploration,Australia
14215,Royal Institute of Astrophysics,USA
14216,Academy of Geochemistry,Switzerland
14217,Global Research Center of Cosmic Research,Sweden
14218,International Lab for Meteorite Studies,Spain
14219,Center for Advanced Astrophysics,UK
14220,National Institute of Planetary Science,Netherlands
14221,University of Geology,Austria
14222,Royal Institute of Geoscience,Germany
14223,National Institute of Meteorite Studies,France
14224,International Lab for Space Exploration,Australia
14225,Royal Institute of Astronomy,Belgium
14226,National Institute of Space Exploration,Switzerland
14227,Royal Institute of Astronomy,Brazil
14228,College of Geoscience,Spain
14229,University of Geology,Germany
14230,Center for Advanced Cosmic Research,Germany
14231,International Lab for Cosmic Research,Finland
14232,Center for Advanced Astrophysics,Japan
14233,National Institute of Astronomy,China
14234,Global Research Center of Planetary Science,France
14235,Center for Advanced Astrophysics,Finland
14236,University of Meteorite Studies,Italy
14237,Academy of Astrophysics,France
14238,International Lab for Geochemistry,India
14239,Academy of Cosmic Research,Sweden
14240,International Lab for Cosmic Research,Italy
14241,Global Research Center of Cosmic Research,Brazil
14242,National Institute of Geochemistry,China
14243,Global Research Center of Geochemistry,Germany
14244,National Institute of Planetary Science,Denmark
14245,Global Research Center of Cosmic Research,India
14246,Center for Advanced Meteorite Studies,Switzerland
14247,Center for Advanced Space Exploration,Switzerland
14248,National Institute of Cosmic Research,Brazil
14249,Academy of Astronomy,USA
14250,Academy of Astrophysics,Spain
14251,Academy of Astrophysics,China
14252,Global Research Center of Cosmic Research,Belgium
14253,Center for Advanced Geochemistry,USA
14254,Center for Advanced Planetary Science,Finland
14255,International Lab for Geology,Norway
14256,Academy of Geology,Japan
14257,Center for Advanced Geochemistry,UK
14258,Royal Institute of Planetary Science,India
14259,Global Research Center of Space Exploration,France
14260,National Institute of Geochemistry,Denmark
14261,National Institute of Astrophysics,Canada
14262,Center for Advanced Cosmic Research,Denmark
14263,International Lab for Geology,Norway
14264,International Lab for Astrophysics,UK
14265,National Institute of Geoscience,Austria
14266,College of Space Exploration,Australia
14267,International Lab for Cosmic Research,Canada
14268,Royal Institute of Planetary Science,France
14269,Center for Advanced Astrophysics,Switzerland
14270,Center for Advanced Astronomy,Netherlands
14271,Royal Institute of Astrophysics,Denmark
14272,Royal Institute of Geoscience,USA
14273,Royal Institute of Astrophysics,Japan
14274,International Lab for Geology,UK
14275,Academy of Cosmic Research,Denmark
14276,Center for Advanced Geology,France
14277,Academy of Astronomy,Italy
14278,Center for Advanced Geology,UK
14279,Global Research Center of Space Exploration,USA
14280,National Institute of Space Exploration,Italy
14281,Academy of Cosmic Research,Austria
14282,Academy of Astronomy,Austria
14283,Royal Institute of Geology,Spain
14284,Global Research Center of Space Exploration,Sweden
14285,College of Geology,India
14286,Academy of Geochemistry,India
14287,Royal Institute of Space Exploration,Spain
14288,Center for Advanced Astrophysics,Norway
14289,College of Planetary Science,Spain
14290,Academy of Meteorite Studies,USA
14291,Royal Institute of Astronomy,Switzerland
14292,Royal Institute of Planetary Science,USA
14293,Center for Advanced Meteorite Studies,Finland
14294,Center for Advanced Meteorite Studies,Netherlands
14295,Global Research Center of Geology,Sweden
14296,Royal Institute of Geochemistry,Belgium
14297,Center for Advanced Astronomy,Belgium
14298,Academy of Meteorite Studies,Norway
14299,International Lab for Astronomy,China
14300,International Lab for Astrophysics,Austria
14301,University of Meteorite Studies,Denmark
14302,International Lab for Cosmic Research,India
14303,Global Research Center of Cosmic Research,Japan
14304,Royal Institute of Astronomy,UK
14305,Center for Advanced Astrophysics,France
14306,International Lab for Space Exploration,China
14307,Center for Advanced Geology,Denmark
14308,Academy of Meteorite Studies,India
14309,Center for Advanced Geoscience,Norway
14310,Academy of Geoscience,Switzerland
14311,National Institute of Astrophysics,Japan
14312,International Lab for Space Exploration,USA
14313,Center for Advanced Meteorite Studies,Spain
14314,Global Research Center of Space Exploration,UK
14315,National Institute of Astrophysics,Austria
14316,National Institute of Space Exploration,Norway
14317,Center for Advanced Geochemistry,UK
14318,Center for Advanced Geochemistry,Canada
14319,College of Astronomy,Finland
14320,University of Astronomy,Netherlands
14321,National Institute of Planetary Science,Japan
14322,Academy of Astronomy,Canada
14323,College of Geology,Brazil
14324,College of Meteorite Studies,Norway
14325,Global Research Center of Cosmic Research,Austria
14326,Academy of Geoscience,Belgium
14327,University of Geoscience,Sweden
14328,Royal Institute of Geoscience,France
14329,Global Research Center of Cosmic Research,Norway
14330,Academy of Astronomy,China
14331,National Institute of Geoscience,Belgium
14332,Global Research Center of Geochemistry,Denmark
14333,National Institute of Cosmic Research,Norway
14334,Royal Institute of Space Exploration,France
14335,National Institute of Meteorite Studies,USA
14336,College of Planetary Science,Switzerland
14337,University of Space Exploration,Austria
14338,International Lab for Astrophysics,Norway
14339,Academy of Meteorite Studies,Japan
14340,Academy of Planetary Science,Belgium
14341,College of Geology,Italy
14342,Academy of Meteorite Studies,Netherlands
14343,Academy of Astrophysics,China
14344,Center for Advanced Geology,China
14345,Academy of Geochemistry,Spain
14346,University of Planetary Science,USA
14347,Global Research Center of Geology,Finland
14348,Global Research Center of Geoscience,Denmark
14349,College of Geoscience,Sweden
14350,Global Research Center of Space Exploration,UK
14351,Royal Institute of Space Exploration,Japan
14352,Global Research Center of Astrophysics,Denmark
14353,Global Research Center of Cosmic Research,Brazil
14354,College of Geology,Canada
14355,International Lab for Geochemistry,Denmark
14356,Center for Advanced Planetary Science,Netherlands
14357,Academy of Geoscience,Australia
14358,International Lab for Geology,Australia
14359,Center for Advanced Geology,India
14360,Center for Advanced Geochemistry,Sweden
14361,National Institute of Astronomy,Brazil
14362,University of Geology,Sweden
14363,Global Research Center of Astrophysics,Austria
14364,International Lab for Space Exploration,Australia
14365,Academy of Geoscience,Spain
14366,Center for Advanced Planetary Science,Germany
14367,University of Meteorite Studies,USA
14368,Academy of Astronomy,India
14369,National Institute of Astronomy,Denmark
14370,National Institute of Geoscience,Canada
14371,Academy of Planetary Science,China
14372,Center for Advanced Astronomy,Australia
14373,International Lab for Space Exploration,Denmark
14374,National Institute of Cosmic Research,Austria
14375,International Lab for Planetary Science,Italy
14376,Royal Institute of Astronomy,Germany
14377,College of Space Exploration,Japan
14378,National Institute of Geoscience,USA
14379,National Institute of Space Exploration,Netherlands
14380,Academy of Space Exploration,Sweden
14381,Center for Advanced Planetary Science,Germany
14382,College of Geology,UK
14383,University of Geoscience,Denmark
14384,Academy of Planetary Science,Germany
14385,Center for Advanced Space Exploration,Norway
14386,University of Geology,China
14387,University of Meteorite Studies,France
14388,Center for Advanced Planetary Science,Denmark
14389,College of Planetary Science,Austria
14390,Center for Advanced Astronomy,Germany
14391,University of Geoscience,Brazil
14392,Global Research Center of Astrophysics,Australia
14393,National Institute of Geochemistry,Austria
14394,Global Research Center of Meteorite Studies,India
14395,University of Astronomy,Norway
14396,National Institute of Planetary Science,Netherlands
14397,International Lab for Space Exploration,India
14398,International Lab for Astrophysics,UK
14399,Global Research Center of Space Exploration,Germany
14400,Academy of Planetary Science,Spain
14401,University of Cosmic Research,Finland
14402,National Institute of Geoscience,Belgium
14403,University of Astronomy,Brazil
14404,Royal Institute of Astronomy,Germany
14405,Royal Institute of Planetary Science,Germany
14406,National Institute of Space Exploration,Austria
14407,International Lab for Astronomy,Canada
14408,Center for Advanced Astrophysics,Austria
14409,College of Cosmic Research,Finland
14410,Center for Advanced Astrophysics,Norway
14411,University of Space Exploration,India
14412,Royal Institute of Astrophysics,Canada
14413,Royal Institute of Geology,Italy
14414,University of Cosmic Research,Australia
14415,Global Research Center of Cosmic Research,Sweden
14416,Academy of Astronomy,Sweden
14417,Academy of Geochemistry,Norway
14418,National Institute of Geology,Spain
14419,Academy of Geoscience,Netherlands
14420,Global Research Center of Geology,Finland
14421,National Institute of Geoscience,Brazil
14422,National Institute of Astrophysics,UK
14423,Royal Institute of Geochemistry,USA
14424,National Institute of Geology,Spain
14425,Royal Institute of Geology,UK
14426,Global Research Center of Astrophysics,Finland
14427,International Lab for Space Exploration,UK
14428,Academy of Cosmic Research,Brazil
14429,National Institute of Cosmic Research,India
14430,Global Research Center of Cosmic Research,Canada
14431,International Lab for Geology,USA
14432,University of Space Exploration,UK
14433,National Institute of Space Exploration,France
14434,College of Geology,Netherlands
14435,International Lab for Meteorite Studies,Norway
14436,Academy of Geology,UK
14437,Academy of Meteorite Studies,India
14438,National Institute of Astrophysics,Switzerland
14439,National Institute of Cosmic Research,Canada
14440,University of Geology,Sweden
14441,National Institute of Geology,USA
14442,University of Astrophysics,Belgium
14443,National Institute of Cosmic Research,China
14444,International Lab for Space Exploration,Switzerland
14445,Center for Advanced Meteorite Studies,China
14446,Center for Advanced Astrophysics,Norway
14447,National Institute of Astronomy,Spain
14448,Academy of Geoscience,Denmark
14449,National Institute of Space Exploration,UK
14450,University of Geology,Norway
14451,University of Geoscience,Denmark
14452,Royal Institute of Geoscience,Belgium
14453,University of Astronomy,Denmark
14454,Center for Advanced Geochemistry,India
14455,Global Research Center of Geochemistry,Brazil
14456,Royal Institute of Space Exploration,Denmark
14457,International Lab for Geoscience,Netherlands
14458,International Lab for Geology,Finland
14459,University of Astrophysics,Norway
14460,Center for Advanced Meteorite Studies,Germany
14461,Global Research Center of Meteorite Studies,Belgium
14462,College of Cosmic Research,Switzerland
14463,National Institute of Cosmic Research,Japan
14464,University of Meteorite Studies,France
14465,Royal Institute of Meteorite Studies,Denmark
14466,Global Research Center of Space Exploration,Austria
14467,Center for Advanced Geochemistry,China
14468,College of Astrophysics,Denmark
14469,Academy of Astronomy,Netherlands
14470,National Institute of Meteorite Studies,UK
14471,Royal Institute of Cosmic Research,Brazil
14472,Center for Advanced Astrophysics,Switzerland
14473,University of Geoscience,Australia
14474,Global Research Center of Space Exploration,Sweden
14475,Global Research Center of Astronomy,Belgium
14476,College of Astrophysics,France
14477,University of Geochemistry,Belgium
14478,University of Meteorite Studies,Italy
14479,Center for Advanced Astronomy,Germany
14480,International Lab for Meteorite Studies,UK
14481,International Lab for Planetary Science,Denmark
14482,University of Planetary Science,Italy
14483,Royal Institute of Space Exploration,Austria
14484,National Institute of Space Exploration,France
14485,International Lab for Geology,Sweden
14486,National Institute of Astrophysics,Norway
14487,Global Research Center of Astrophysics,Italy
14488,International Lab for Planetary Science,Sweden
14489,University of Meteorite Studies,Italy
14490,College of Astrophysics,Netherlands
14491,Center for Advanced Planetary Science,Canada
14492,University of Meteorite Studies,Australia
14493,Royal Institute of Cosmic Research,Italy
14494,University of Geochemistry,USA
14495,International Lab for Cosmic Research,USA
14496,Center for Advanced Geochemistry,Denmark
14497,College of Geochemistry,Finland
14498,National Institute of Geochemistry,Japan
14499,Academy of Geoscience,UK
14500,University of Astronomy,Norway
14501,International Lab for Space Exploration,Belgium
14502,Academy of Geochemistry,Brazil
14503,College of Planetary Science,USA
14504,University of Cosmic Research,Norway
14505,University of Planetary Science,Spain
14506,International Lab for Astronomy,Belgium
14507,Center for Advanced Astronomy,Sweden
14508,Academy of Planetary Science,Finland
14509,Royal Institute of Astronomy,Brazil
14510,Academy of Geology,Austria
14511,University of Space Exploration,Belgium
14512,College of Astronomy,India
14513,Center for Advanced Astronomy,Canada
14514,Center for Advanced Geochemistry,Switzerland
14515,University of Meteorite Studies,Denmark
14516,International Lab for Cosmic Research,Italy
14517,National Institute of Planetary Science,USA
14518,University of Space Exploration,UK
14519,National Institute of Geochemistry,Spain
14520,Center for Advanced Space Exploration,Brazil
14521,Center for Advanced Planetary Science,Belgium
14522,University of Geochemistry,Brazil
14523,Global Research Center of Geology,Brazil
14524,University of Astrophysics,Australia
14525,Global Research Center of Geochemistry,Spain
14526,University of Geology,Australia
14527,Royal Institute of Space Exploration,China
14528,Global Research Center of Astronomy,Italy
14529,Global Research Center of Geochemistry,Italy
14530,National Institute of Space Exploration,Italy
14531,University of Geoscience,Japan
14532,Royal Institute of Meteorite Studies,India
14533,Center for Advanced Geoscience,Germany
14534,Center for Advanced Geochemistry,Netherlands
14535,Center for Advanced Space Exploration,USA
14536,Royal Institute of Geoscience,Japan
14537,National Institute of Geochemistry,India
14538,National Institute of Geochemistry,USA
14539,Royal Institute of Geoscience,Brazil
14540,National Institute of Meteorite Studies,USA
14541,University of Geology,India
14542,University of Cosmic Research,Italy
14543,National Institute of Space Exploration,Norway
14544,College of Planetary Science,Canada
14545,Center for Advanced Astrophysics,Austria
14546,Global Research Center of Astrophysics,Belgium
14547,Academy of Geology,China
14548,Center for Advanced Planetary Science,UK
14549,Global Research Center of Space Exploration,Australia
14550,College of Astronomy,Sweden
14551,University of Space Exploration,Norway
14552,College of Astrophysics,UK
14553,Center for Advanced Geoscience,Canada
14554,Academy of Geoscience,Japan
14555,Center for Advanced Planetary Science,Austria
14556,Academy of Geoscience,Canada
14557,Royal Institute of Geochemistry,Germany
14558,College of Astrophysics,Sweden
14559,Academy of Planetary Science,Norway
14560,Academy of Planetary Science,Norway
14561,Royal Institute of Planetary Science,Germany
14562,Academy of Space Exploration,Austria
14563,Academy of Space Exploration,Norway
14564,National Institute of Space Exploration,UK
14565,Royal Institute of Geoscience,Brazil
14566,International Lab for Planetary Science,France
14567,Center for Advanced Geochemistry,Switzerland
14568,Center for Advanced Astrophysics,China
14569,College of Astronomy,Canada
14570,College of Astronomy,India
14571,Global Research Center of Planetary Science,China
14572,College of Geochemistry,Netherlands
14573,College of Geoscience,Switzerland
14574,International Lab for Astronomy,Canada
14575,Royal Institute of Astronomy,Austria
14576,Global Research Center of Geology,USA
14577,Academy of Astronomy,USA
14578,Academy of Planetary Science,Belgium
14579,International Lab for Astrophysics,Norway
14580,Academy of Geology,UK
14581,Center for Advanced Meteorite Studies,Sweden
14582,University of Meteorite Studies,Denmark
14583,Royal Institute of Geology,Netherlands
14584,International Lab for Astrophysics,Japan
14585,International Lab for Geochemistry,USA
14586,Royal Institute of Planetary Science,Finland
14587,College of Geochemistry,UK
14588,Global Research Center of Planetary Science,Japan
14589,University of Geology,USA
14590,National Institute of Geochemistry,Australia
14591,Academy of Geology,Finland
14592,University of Geology,Italy
14593,National Institute of Geochemistry,Sweden
14594,Global Research Center of Geoscience,USA
14595,International Lab for Planetary Science,Sweden
14596,Center for Advanced Geochemistry,Australia
14597,National Institute of Astrophysics,Belgium
14598,International Lab for Astronomy,USA
14599,International Lab for Astrophysics,Netherlands
14600,National Institute of Meteorite Studies,Finland
14601,University of Cosmic Research,Australia
14602,Royal Institute of Meteorite Studies,Belgium
14603,Academy of Astrophysics,Spain
14604,University of Astrophysics,Belgium
14605,National Institute of Geology,Austria
14606,Global Research Center of Meteorite Studies,Brazil
14607,National Institute of Geology,Austria
14608,Center for Advanced Astronomy,Japan
14609,National Institute of Astronomy,Belgium
14610,University of Geochemistry,Japan
14611,Academy of Geochemistry,USA
14612,Royal Institute of Cosmic Research,India
14613,Center for Advanced Geochemistry,Switzerland
14614,University of Cosmic Research,Belgium
14615,College of Planetary Science,India
14616,International Lab for Space Exploration,Belgium
14617,International Lab for Geology,Canada
14618,International Lab for Astronomy,Australia
14619,National Institute of Planetary Science,Germany
14620,University of Astrophysics,Norway
14621,International Lab for Cosmic Research,UK
14622,Royal Institute of Geology,Brazil
14623,College of Astronomy,Netherlands
14624,Center for Advanced Geochemistry,USA
14625,College of Geology,Netherlands
14626,Global Research Center of Space Exploration,China
14627,Center for Advanced Geoscience,Canada
14628,International Lab for Geochemistry,Netherlands
14629,Center for Advanced Astronomy,Brazil
14630,National Institute of Space Exploration,Spain
14631,Center for Advanced Geochemistry,France
14632,College of Geology,Japan
14633,National Institute of Cosmic Research,Australia
14634,National Institute of Geology,Spain
14635,International Lab for Meteorite Studies,India
14636,Center for Advanced Cosmic Research,India
14637,College of Planetary Science,France
14638,Center for Advanced Geochemistry,Australia
14639,Center for Advanced Planetary Science,UK
14640,Royal Institute of Geology,Norway
14641,International Lab for Meteorite Studies,UK
14642,Academy of Astronomy,Denmark
14643,Academy of Astrophysics,India
14644,University of Geoscience,Spain
14645,Center for Advanced Geology,Brazil
14646,International Lab for Astrophysics,Canada
14647,National Institute of Geology,Netherlands
14648,Royal Institute of Astrophysics,Spain
14649,Global Research Center of Space Exploration,Spain
14650,Academy of Meteorite Studies,India
14651,Royal Institute of Geochemistry,Norway
14652,International Lab for Geology,Australia
14653,Global Research Center of Astronomy,Denmark
14654,Global Research Center of Meteorite Studies,Norway
14655,Center for Advanced Cosmic Research,UK
14656,International Lab for Astronomy,France
14657,Royal Institute of Cosmic Research,France
14658,College of Geochemistry,Australia
14659,Center for Advanced Planetary Science,Belgium
14660,International Lab for Geochemistry,Netherlands
14661,College of Planetary Science,Austria
14662,Global Research Center of Planetary Science,Belgium
14663,International Lab for Meteorite Studies,Canada
14664,Royal Institute of Cosmic Research,Norway
14665,International Lab for Meteorite Studies,Switzerland
14666,International Lab for Astrophysics,Germany
14667,University of Planetary Science,Italy
14668,International Lab for Space Exploration,Finland
14669,Academy of Geochemistry,UK
14670,Academy of Planetary Science,Finland
14671,National Institute of Cosmic Research,Switzerland
14672,Global Research Center of Astrophysics,Canada
14673,Center for Advanced Planetary Science,Italy
14674,University of Astrophysics,UK
14675,University of Geoscience,Canada
14676,International Lab for Astrophysics,Brazil
14677,International Lab for Astronomy,Switzerland
14678,International Lab for Geoscience,Brazil
14679,University of Geoscience,USA
14680,University of Geoscience,Norway
14681,International Lab for Space Exploration,Switzerland
14682,Royal Institute of Cosmic Research,Spain
14683,Academy of Planetary Science,UK
14684,University of Geoscience,Finland
14685,Academy of Astrophysics,Canada
14686,Center for Advanced Cosmic Research,Australia
14687,University of Space Exploration,Australia
14688,Global Research Center of Space Exploration,Belgium
14689,Center for Advanced Planetary Science,UK
14690,Center for Advanced Planetary Science,Australia
14691,National Institute of Astrophysics,Sweden
14692,Royal Institute of Astrophysics,Switzerland
14693,National Institute of Astronomy,Denmark
14694,University of Geochemistry,Sweden
14695,National Institute of Geoscience,Finland
14696,National Institute of Planetary Science,India
14697,University of Meteorite Studies,Italy
14698,University of Astronomy,Norway
14699,Academy of Meteorite Studies,Canada
14700,Center for Advanced Astrophysics,India
14701,College of Cosmic Research,Switzerland
14702,Academy of Astrophysics,Spain
14703,Global Research Center of Astrophysics,Italy
14704,University of Space Exploration,Japan
14705,Academy of Geology,Finland
14706,Academy of Geoscience,Germany
14707,International Lab for Astronomy,Australia
14708,Royal Institute of Space Exploration,Japan
14709,Center for Advanced Space Exploration,Italy
14710,Center for Advanced Space Exploration,Switzerland
14711,Global Research Center of Astronomy,India
14712,National Institute of Space Exploration,Spain
14713,Global Research Center of Geochemistry,Australia
14714,College of Astronomy,France
14715,International Lab for Cosmic Research,China
14716,University of Planetary Science,Canada
14717,Center for Advanced Geology,India
14718,Academy of Cosmic Research,China
14719,College of Meteorite Studies,Switzerland
14720,Academy of Space Exploration,Denmark
14721,International Lab for Geology,Brazil
14722,University of Cosmic Research,Finland
14723,Center for Advanced Meteorite Studies,India
14724,International Lab for Cosmic Research,Austria
14725,Center for Advanced Meteorite Studies,Netherlands
14726,College of Cosmic Research,France
14727,University of Astrophysics,Denmark
14728,National Institute of Astronomy,UK
14729,Center for Advanced Geochemistry,Brazil
14730,Academy of Meteorite Studies,Austria
14731,Global Research Center of Planetary Science,Germany
14732,International Lab for Cosmic Research,Canada
14733,National Institute of Meteorite Studies,Netherlands
14734,Global Research Center of Astrophysics,Italy
14735,Royal Institute of Geology,UK
14736,Global Research Center of Cosmic Research,Netherlands
14737,National Institute of Astronomy,Spain
14738,Royal Institute of Geology,Switzerland
14739,National Institute of Space Exploration,Netherlands
14740,Academy of Planetary Science,India
14741,Royal Institute of Astrophysics,Italy
14742,National Institute of Meteorite Studies,China
14743,Academy of Planetary Science,India
14744,Academy of Astronomy,Denmark
14745,University of Geochemistry,USA
14746,International Lab for Planetary Science,Germany
14747,College of Space Exploration,Austria
14748,Academy of Planetary Science,Spain
