paper_id,scientist_id,title,journal_name,publication_date
22151,8605,New Insights into Meteorite #11800,Journal of Exoplanet Studies,2005-11-25
22152,33148,New Insights into Meteorite #19374,Journal of Space Physics,2023-10-23
22153,32133,New Insights into Meteorite #33157,Journal of Interstellar Studies,2005-07-29
22154,28009,New Insights into Meteorite #16739,Astronomy Research Journal,2003-01-22
22155,36320,New Insights into Meteorite #34298,Journal of Astrophysics,2010-07-12
22156,37801,New Insights into Meteorite #21092,Journal of Astronomical Instrumentation,2002-06-18
22157,15951,New Insights into Meteorite #27954,Cosmology and Gravitation,2006-06-16
22158,20809,New Insights into Meteorite #44645,Astrochemistry Journal,2008-10-02
22159,7311,New Insights into Meteorite #2023,Space and Universe Journal,2009-06-02
22160,34057,New Insights into Meteorite #22321,Journal of Astrophysics,2021-02-27
22161,25724,New Insights into Meteorite #23096,Journal of Astrophysics,2008-12-14
22162,25979,New Insights into Meteorite #19522,Cosmic Horizons Journal,2010-02-23
22163,21333,New Insights into Meteorite #27529,Advances in Astronomy,2011-06-20
22164,9154,New Insights into Meteorite #37439,Journal of Planetary Systems,2002-03-16
22165,17278,New Insights into Meteorite #28233,Galactic Science Journal,2013-02-20
22166,12309,New Insights into Meteorite #40316,Cosmology and Gravitation,2022-06-10
22167,36178,New Insights into Meteorite #18129,Space and Beyond Journal,2013-08-05
22168,2574,New Insights into Meteorite #42236,Astrochemistry Journal,2012-07-28
22169,30102,New Insights into Meteorite #46376,Journal of Astronomical Instrumentation,2024-01-10
22170,33575,New Insights into Meteorite #18835,Journal of Cosmic Investigations,2012-02-14
22171,15377,New Insights into Meteorite #30337,Journal of Planetary Climates,2001-01-19
22172,2924,New Insights into Meteorite #12238,Journal of Universe Studies,2019-06-20
22173,22168,New Insights into Meteorite #20896,Cosmic Horizons Journal,2010-03-05
22174,20928,New Insights into Meteorite #37733,Journal of Space Physics,2003-02-28
22175,29917,New Insights into Meteorite #737,Journal of Meteorites,2006-06-20
22176,25087,New Insights into Meteorite #16743,Astronomy Research Journal,2015-07-09
22177,12585,New Insights into Meteorite #1981,Journal of Space and Time,2015-07-25
22178,18082,New Insights into Meteorite #45486,Cosmology Today,2004-07-08
22179,16848,New Insights into Meteorite #16946,Journal of Astrostatistics,2004-03-18
22180,10749,New Insights into Meteorite #47002,Galactic Astronomy,2016-02-24
22181,16704,New Insights into Meteorite #39110,Space Science and Technology,2019-09-22
22182,6809,New Insights into Meteorite #42837,Cosmic Horizons Journal,2004-10-01
22183,31925,New Insights into Meteorite #11583,Advances in Planetary Science,2013-07-20
22184,20409,New Insights into Meteorite #41541,Astronomy and Astrophysics,2023-01-06
22185,17533,New Insights into Meteorite #13527,Journal of Stellar Evolution,2012-01-18
22186,23270,New Insights into Meteorite #11847,Journal of Celestial Mechanics,2015-01-29
22187,13726,New Insights into Meteorite #8026,Journal of Planetary Climates,2002-01-13
22188,5372,New Insights into Meteorite #37340,Journal of Space Engineering,2016-01-05
22189,27763,New Insights into Meteorite #9604,Journal of Exoplanet Studies,2004-08-01
22190,31521,New Insights into Meteorite #12350,Journal of Astronomical Instrumentation,2020-01-27
22191,3240,New Insights into Meteorite #37600,Astrochemistry Journal,2007-08-30
22192,34017,New Insights into Meteorite #6330,Astrophysics and Space Science,2015-01-18
22193,4542,New Insights into Meteorite #18723,Journal of Observational Astronomy,2019-01-26
22194,34166,New Insights into Meteorite #21406,Astrophysics Reports,2004-04-16
22195,23193,New Insights into Meteorite #42450,Journal of Planetary Systems,2021-04-24
22196,17560,New Insights into Meteorite #18458,Journal of Cosmic Energy,2024-06-09
22197,28672,New Insights into Meteorite #42025,Astrogeology Journal,2019-08-13
22198,27970,New Insights into Meteorite #45331,Astrophysics Reports,2001-09-10
22199,32201,New Insights into Meteorite #7852,Cosmology and Gravitation,2007-10-31
22200,13472,New Insights into Meteorite #46386,Journal of Exoplanet Studies,2017-04-09
22201,14509,New Insights into Meteorite #20260,Journal of Celestial Mechanics,2004-02-29
22202,29379,New Insights into Meteorite #16945,Space Science and Exploration,2005-04-02
22203,31922,New Insights into Meteorite #34542,Space Weather and Climate,2008-03-31
22204,4331,New Insights into Meteorite #29010,Geochimica et Cosmochimica Acta,2017-08-10
22205,15926,New Insights into Meteorite #72,Journal of Stellar Evolution,2017-06-22
22206,27972,New Insights into Meteorite #33286,Advances in Astronomy,2001-07-16
22207,36029,New Insights into Meteorite #3931,Astronomy and Astrophysics,2000-09-09
22208,11564,New Insights into Meteorite #37476,Astrophysical Journal Letters,2013-08-30
22209,18288,New Insights into Meteorite #40602,Interstellar Research Letters,2015-08-25
22210,8510,New Insights into Meteorite #8042,Space Exploration Today,2004-09-19
22211,6474,New Insights into Meteorite #25580,Advances in Planetary Science,2013-07-08
22212,36312,New Insights into Meteorite #20854,Space and Universe Journal,2019-10-21
22213,2262,New Insights into Meteorite #14670,Planetary Science and Exploration,2024-11-15
22214,11972,New Insights into Meteorite #37633,Space Science Reviews,2003-10-22
22215,169,New Insights into Meteorite #2485,Journal of Astronomical Sciences,2008-06-23
22216,12143,New Insights into Meteorite #1642,Space and Beyond Journal,2002-08-24
22217,5889,New Insights into Meteorite #23815,Advances in Interstellar Studies,2013-02-01
22218,37803,New Insights into Meteorite #37680,Space Science Insights,2021-04-09
22219,37617,New Insights into Meteorite #44776,Cosmic Research Journal,2013-03-08
22220,10752,New Insights into Meteorite #19322,Advances in Astronomy,2005-03-23
22221,23618,New Insights into Meteorite #16279,Journal of Planetary Climates,2015-02-04
22222,34189,New Insights into Meteorite #1842,Journal of Space Engineering,2002-09-22
22223,11007,New Insights into Meteorite #4469,Journal of Space Engineering,2002-11-08
22224,33516,New Insights into Meteorite #8716,Journal of Astrophysics,2004-06-04
22225,8889,New Insights into Meteorite #10316,Astrophysical Journal Letters,2014-12-15
22226,7989,New Insights into Meteorite #32694,Journal of Planetary Atmospheres,2004-04-22
22227,10571,New Insights into Meteorite #32905,Cosmic Exploration Journal,2008-02-01
22228,2536,New Insights into Meteorite #2099,Journal of Celestial Observations,2017-05-02
22229,34879,New Insights into Meteorite #37966,Journal of Celestial Phenomena,2014-03-23
22230,30921,New Insights into Meteorite #6776,Cosmology and Space Science,2014-08-04
22231,3011,New Insights into Meteorite #15277,Astrochemistry Journal,2002-05-09
22232,19074,New Insights into Meteorite #21912,Astrophysics Reports,2009-03-15
22233,5875,New Insights into Meteorite #27319,Space Exploration and Technology,2006-08-01
22234,8606,New Insights into Meteorite #37277,Journal of Space and Astronomy,2016-02-24
22235,34550,New Insights into Meteorite #35128,Astrophysical Research Letters,2006-05-26
22236,35627,New Insights into Meteorite #10855,Astrobiology Reviews,2016-01-12
22237,27369,New Insights into Meteorite #30388,Advances in Interstellar Studies,2018-01-08
22238,22606,New Insights into Meteorite #1300,Planetary and Space Science,2007-08-25
22239,24362,New Insights into Meteorite #14983,Journal of Astronomical Research,2007-04-12
22240,464,New Insights into Meteorite #48681,Galactic Astronomy,2025-10-13
22241,16720,New Insights into Meteorite #47116,Journal of Space and Astronomy,2019-02-04
22242,19381,New Insights into Meteorite #45244,Cosmic Exploration Journal,2018-07-24
22243,3975,New Insights into Meteorite #34295,Journal of Space and Time,2013-05-14
22244,11255,New Insights into Meteorite #17996,Cosmic Research Journal,2022-10-23
22245,992,New Insights into Meteorite #46722,Cosmic Research Journal,2022-08-22
22246,26436,New Insights into Meteorite #17684,Journal of Modern Astronomy,2020-08-26
22247,4189,New Insights into Meteorite #8321,Journal of Planetary Research,2024-11-03
22248,19568,New Insights into Meteorite #10271,Journal of Cosmic Chemistry,2000-11-04
22249,10564,New Insights into Meteorite #5501,Journal of Astrophysical Phenomena,2006-11-02
22250,25145,New Insights into Meteorite #31622,Astrochemistry Journal,2003-10-02
22251,21937,New Insights into Meteorite #24556,Space Weather and Climate,2016-02-09
22252,27913,New Insights into Meteorite #14541,Nature,2002-11-12
22253,25246,New Insights into Meteorite #36140,Cosmic Evolution Review,2011-07-08
22254,1027,New Insights into Meteorite #6649,"Space, Stars, and Galaxies",2024-11-25
22255,9671,New Insights into Meteorite #12557,Cosmology Today,2010-01-03
22256,15442,New Insights into Meteorite #26324,Space Science and Exploration,2007-03-28
22257,27277,New Insights into Meteorite #33333,Journal of Planetary Science,2019-11-07
22258,13878,New Insights into Meteorite #41027,Astronomical Research and Reviews,2018-09-30
22259,9934,New Insights into Meteorite #5626,Cosmic Horizons Review,2000-12-28
22260,15349,New Insights into Meteorite #23068,Planetary and Space Science,2007-02-12
22261,12748,New Insights into Meteorite #2438,Space Exploration Today,2011-04-15
22262,35314,New Insights into Meteorite #15775,Journal of Solar Research,2018-08-06
22263,28480,New Insights into Meteorite #5995,Journal of Astronomical Research,2009-12-28
22264,15224,New Insights into Meteorite #24973,Journal of Celestial Mechanics,2009-11-10
22265,12512,New Insights into Meteorite #13836,Journal of Stellar Dynamics,2018-02-02
22266,348,New Insights into Meteorite #30073,Journal of Planetary Research,2004-06-25
22267,26276,New Insights into Meteorite #43394,Journal of Space Physics,2010-04-09
22268,34544,New Insights into Meteorite #17985,International Journal of Space Exploration,2024-08-31
22269,14372,New Insights into Meteorite #16791,Astrophysical Research Letters,2011-12-19
22270,10833,New Insights into Meteorite #7036,Journal of Stellar Evolution,2002-02-07
22271,24617,New Insights into Meteorite #21439,International Journal of Astronomy,2019-10-06
22272,11555,New Insights into Meteorite #14120,Interstellar Astronomy,2017-10-20
22273,10590,New Insights into Meteorite #44714,International Journal of Astronomy,2002-12-07
22274,7444,New Insights into Meteorite #23571,Cosmic Horizons Review,2001-05-09
22275,32943,New Insights into Meteorite #11303,Astrophysical Research Letters,2010-10-07
22276,30046,New Insights into Meteorite #1745,Journal of Cosmic Evolution,2001-02-19
22277,13691,New Insights into Meteorite #36051,Journal of Space Physics,2000-11-30
22278,34037,New Insights into Meteorite #26160,Cosmology and Space Science,2006-07-24
22279,35787,New Insights into Meteorite #21838,Journal of Cosmic Energy,2012-03-15
22280,22679,New Insights into Meteorite #3396,Exoplanet Research Journal,2009-05-12
22281,32904,New Insights into Meteorite #36459,Advances in Planetary Science,2011-06-05
22282,15113,New Insights into Meteorite #4235,Astrophysical Research Letters,2001-10-23
22283,17494,New Insights into Meteorite #1457,Journal of Planetary Atmospheres,2020-04-11
22284,6838,New Insights into Meteorite #41111,Astrophysical Methods,2010-03-18
22285,22533,New Insights into Meteorite #22672,Geochimica et Cosmochimica Acta,2018-06-17
22286,26458,New Insights into Meteorite #28021,Solar Physics Journal,2020-04-02
22287,11128,New Insights into Meteorite #9978,International Journal of Astrophysics,2001-08-25
22288,32783,New Insights into Meteorite #8110,Interplanetary Science,2015-04-05
22289,29538,New Insights into Meteorite #45802,Journal of Cosmology,2022-06-24
22290,29104,New Insights into Meteorite #7059,Journal of Interstellar Studies,2025-08-05
22291,29470,New Insights into Meteorite #16341,Journal of Cosmic Chemistry,2021-06-26
22292,17404,New Insights into Meteorite #38923,Cosmochemistry and Planetary Materials,2016-05-24
22293,6879,New Insights into Meteorite #5199,Astrophysical Journal,2001-08-13
22294,2369,New Insights into Meteorite #18044,International Journal of Astrophysics,2000-12-22
22295,29945,New Insights into Meteorite #49397,Journal of Astronomical Sciences,2015-12-02
22296,10976,New Insights into Meteorite #18128,Advances in Space Research,2007-03-07
22297,1794,New Insights into Meteorite #32183,Journal of Space and Time,2024-03-28
22298,26736,New Insights into Meteorite #28366,Journal of Cosmic Rays,2012-03-18
22299,20016,New Insights into Meteorite #11812,Advances in Space Research,2006-01-18
22300,13905,New Insights into Meteorite #11128,Cosmology Today,2020-10-30
22301,18853,New Insights into Meteorite #6906,Advances in Interstellar Studies,2024-09-08
22302,33558,New Insights into Meteorite #41956,Journal of Astrophysics,2001-05-28
22303,12483,New Insights into Meteorite #43522,Cosmology Today,2001-06-15
22304,32125,New Insights into Meteorite #7046,Journal of Planetary Research,2012-04-03
22305,19037,New Insights into Meteorite #40512,Journal of Deep Space Research,2024-01-15
22306,11985,New Insights into Meteorite #23977,Space and Universe Journal,2025-03-02
22307,10652,New Insights into Meteorite #49676,Space Weather and Climate,2007-03-16
22308,13260,New Insights into Meteorite #46975,Journal of Advanced Astronomy,2003-08-11
22309,1132,New Insights into Meteorite #48960,Journal of Space Exploration,2014-12-19
22310,218,New Insights into Meteorite #17869,Journal of Observational Astronomy,2017-01-02
22311,35287,New Insights into Meteorite #29941,Journal of Exoplanet Studies,2006-04-30
22312,31143,New Insights into Meteorite #49448,Journal of Galactic Research,2020-01-30
22313,6719,New Insights into Meteorite #33873,Interstellar Research Letters,2012-01-01
22314,11813,New Insights into Meteorite #24071,Journal of Exoplanet Studies,2015-06-29
22315,8651,New Insights into Meteorite #17705,Deep Space Journal,2005-06-13
22316,15539,New Insights into Meteorite #45111,Advances in Space Research,2014-03-18
22317,4215,New Insights into Meteorite #29845,Cosmic Horizons Review,2022-02-15
22318,13384,New Insights into Meteorite #6499,Interplanetary Science,2003-08-04
22319,8965,New Insights into Meteorite #36844,Astrophysical Journal,2012-02-14
22320,29,New Insights into Meteorite #24317,Cosmology and Space Science,2000-07-14
22321,11539,New Insights into Meteorite #39518,Journal of Astrophysical Phenomena,2006-04-03
22322,26259,New Insights into Meteorite #16901,Journal of Stellar Evolution,2011-05-13
22323,16385,New Insights into Meteorite #34109,Interstellar Astronomy,2018-03-14
22324,6943,New Insights into Meteorite #43982,Journal of Astrophysical Techniques,2019-12-04
22325,25965,New Insights into Meteorite #48292,Journal of Astronomical Research,2013-03-21
22326,4269,New Insights into Meteorite #27764,Space Science Reviews,2002-01-04
22327,3401,New Insights into Meteorite #26785,Journal of Cosmological Studies,2024-10-31
22328,28575,New Insights into Meteorite #20413,Astronomy Research Journal,2009-02-08
22329,31611,New Insights into Meteorite #46527,Journal of Cosmic Investigations,2003-09-25
22330,26850,New Insights into Meteorite #9177,Journal of Astrophysical Phenomena,2015-07-23
22331,36230,New Insights into Meteorite #49809,Advances in Cosmic Studies,2019-04-27
22332,16664,New Insights into Meteorite #13668,Space and Beyond Journal,2017-02-04
22333,21954,New Insights into Meteorite #6447,Journal of Astrophysics,2014-08-27
22334,32024,New Insights into Meteorite #15395,Journal of Cosmic Origins,2025-09-10
22335,20957,New Insights into Meteorite #48150,Journal of Stellar Dynamics,2003-02-13
22336,13528,New Insights into Meteorite #40266,Journal of Space Physics,2009-07-30
22337,24407,New Insights into Meteorite #19137,Astrophysical Research Letters,2000-06-15
22338,36041,New Insights into Meteorite #37948,Science,2013-07-28
22339,35662,New Insights into Meteorite #25943,Astrophysics Reports,2002-06-16
22340,13473,New Insights into Meteorite #35201,International Journal of Space Exploration,2000-01-30
22341,10666,New Insights into Meteorite #25951,Advances in Space Research,2023-12-24
22342,37887,New Insights into Meteorite #29604,Journal of Space and Astronomy,2025-02-26
22343,12838,New Insights into Meteorite #16570,Astrophysical Journal Letters,2021-04-12
22344,911,New Insights into Meteorite #37754,Space Science Reviews,2020-11-03
22345,20382,New Insights into Meteorite #19460,Space and Universe Journal,2020-04-03
22346,31564,New Insights into Meteorite #10724,Astrophysical Methods,2003-11-16
22347,18076,New Insights into Meteorite #18289,Solar Physics Journal,2015-02-13
22348,9132,New Insights into Meteorite #14586,Journal of Astronomical Research,2019-02-17
22349,14097,New Insights into Meteorite #34017,Journal of Observational Astronomy,2021-01-30
22350,22626,New Insights into Meteorite #34608,Cosmology Today,2018-12-23
22351,17808,New Insights into Meteorite #43832,Space Science and Exploration,2021-04-08
22352,4059,New Insights into Meteorite #16649,Astrophysics and Space Science,2004-01-04
22353,12545,New Insights into Meteorite #5013,Advances in Space Research,2015-06-15
22354,29846,New Insights into Meteorite #37749,Space Science Insights,2006-06-20
22355,35867,New Insights into Meteorite #30989,Astroinformatics Journal,2023-08-06
22356,10299,New Insights into Meteorite #17116,Galactic Astronomy,2013-06-01
22357,6806,New Insights into Meteorite #22214,Astrophysical Journal Letters,2017-09-07
22358,25515,New Insights into Meteorite #31503,Journal of Cosmological Studies,2025-01-13
22359,12619,New Insights into Meteorite #41207,Cosmic Evolution Review,2012-07-15
22360,7385,New Insights into Meteorite #32276,Science,2010-07-16
22361,352,New Insights into Meteorite #39926,Journal of Cosmological Studies,2017-03-31
22362,20639,New Insights into Meteorite #33642,Astroinformatics Journal,2006-10-28
22363,20653,New Insights into Meteorite #5964,Journal of Advanced Astronomy,2018-09-21
22364,16169,New Insights into Meteorite #10390,Astronomy and Astrophysics,2004-06-18
22365,37052,New Insights into Meteorite #37247,Journal of Exoplanet Studies,2008-08-25
22366,9997,New Insights into Meteorite #5199,Journal of Celestial Observations,2005-07-15
22367,11122,New Insights into Meteorite #19558,Journal of Space Exploration,2021-09-26
22368,34986,New Insights into Meteorite #35541,Journal of Astronomical Observations,2019-08-20
22369,3774,New Insights into Meteorite #14723,International Journal of Space Science,2018-03-20
22370,8379,New Insights into Meteorite #6490,Journal of Cosmic Energy,2007-07-28
22371,4283,New Insights into Meteorite #11567,Astrophysical Research Letters,2022-12-31
22372,31656,New Insights into Meteorite #17020,Journal of Cosmic Origins,2018-11-20
22373,34892,New Insights into Meteorite #861,Cosmic Horizons Journal,2013-09-10
22374,29837,New Insights into Meteorite #30362,Journal of Celestial Observations,2013-02-16
22375,10523,New Insights into Meteorite #21605,Cosmochemistry and Planetary Materials,2001-06-13
22376,27820,New Insights into Meteorite #967,Cosmology Today,2013-07-17
22377,19182,New Insights into Meteorite #35986,Journal of Astronomical Research,2017-05-11
22378,24820,New Insights into Meteorite #15741,Science,2011-01-07
22379,20915,New Insights into Meteorite #18589,Cosmochemistry and Planetary Materials,2008-09-07
22380,14104,New Insights into Meteorite #46611,Journal of Space Exploration,2024-12-28
22381,14067,New Insights into Meteorite #17869,Solar Physics Journal,2003-03-06
22382,24578,New Insights into Meteorite #18044,Journal of Deep Space Research,2021-07-24
22383,84,New Insights into Meteorite #22666,Exoplanet Research Journal,2007-08-14
22384,7674,New Insights into Meteorite #467,Space Science Reviews,2018-08-16
22385,21403,New Insights into Meteorite #39771,Interstellar Research Letters,2011-10-13
22386,21613,New Insights into Meteorite #37215,"Space, Stars, and Galaxies",2007-10-03
22387,20878,New Insights into Meteorite #6492,Journal of Solar and Stellar Studies,2019-10-17
22388,23920,New Insights into Meteorite #26687,Geochimica et Cosmochimica Acta,2021-10-14
22389,20751,New Insights into Meteorite #35562,Journal of Celestial Research,2021-09-15
22390,35944,New Insights into Meteorite #33937,Journal of Solar Research,2002-12-31
22391,4249,New Insights into Meteorite #28274,Astrochemistry Journal,2013-04-07
22392,24105,New Insights into Meteorite #35625,Space Weather and Climate,2020-03-31
22393,11421,New Insights into Meteorite #6228,Advances in Interstellar Studies,2019-03-01
22394,10592,New Insights into Meteorite #10745,Galactic Astronomy,2010-05-29
22395,5652,New Insights into Meteorite #3673,Journal of Cosmic Chemistry,2009-10-02
22396,37721,New Insights into Meteorite #15431,Advances in Interstellar Studies,2017-05-29
22397,30860,New Insights into Meteorite #18850,Journal of Space and Astronomy,2020-10-01
22398,10464,New Insights into Meteorite #30541,Space and Time Journal,2020-04-28
22399,25713,New Insights into Meteorite #15993,Astrogeology Journal,2015-07-10
22400,21091,New Insights into Meteorite #15099,Deep Space Journal,2001-07-04
22401,30885,New Insights into Meteorite #41288,Journal of Astronomical Sciences,2018-02-11
22402,25089,New Insights into Meteorite #41386,Journal of Solar and Stellar Studies,2012-02-15
22403,36246,New Insights into Meteorite #23871,Journal of Cosmic Phenomena,2002-09-15
22404,13445,New Insights into Meteorite #24565,International Journal of Space Exploration,2009-10-26
22405,3859,New Insights into Meteorite #38657,Journal of Astronomical Research,2023-12-31
22406,17236,New Insights into Meteorite #37863,Journal of Cosmic Energy,2021-09-11
22407,15546,New Insights into Meteorite #42127,Space Science Reviews,2009-06-13
22408,18044,New Insights into Meteorite #36555,Space Weather and Climate,2021-01-27
22409,6062,New Insights into Meteorite #48263,Nature,2003-03-03
22410,12380,New Insights into Meteorite #25643,Journal of Cosmic Evolution,2014-01-30
22411,18577,New Insights into Meteorite #22286,Journal of Astrostatistics,2020-03-20
22412,24580,New Insights into Meteorite #6805,Space Exploration Today,2007-03-25
22413,13497,New Insights into Meteorite #41291,Astrochemistry Journal,2004-12-05
22414,6522,New Insights into Meteorite #5817,Journal of Space and Time,2011-08-29
22415,24336,New Insights into Meteorite #3639,Journal of Astrophysical Techniques,2010-07-03
22416,26450,New Insights into Meteorite #19566,Space Exploration and Technology,2014-03-15
22417,3410,New Insights into Meteorite #49137,Astrobiology Reviews,2019-12-24
22418,21229,New Insights into Meteorite #30032,Journal of Cosmic Investigations,2001-04-23
22419,5603,New Insights into Meteorite #40024,Journal of Space and Astronomy,2012-10-13
22420,5657,New Insights into Meteorite #48286,Interplanetary Science,2014-04-14
22421,7265,New Insights into Meteorite #11219,International Journal of Space Exploration,2025-01-02
22422,35493,New Insights into Meteorite #49642,Journal of Planetary Science,2024-06-26
22423,21894,New Insights into Meteorite #47764,Journal of Planetary Science,2024-02-13
22424,34784,New Insights into Meteorite #32650,Cosmic Evolution Review,2014-12-31
22425,16283,New Insights into Meteorite #47641,Interstellar Research Letters,2024-06-15
22426,32676,New Insights into Meteorite #29459,Astrophysics Reports,2007-01-08
22427,276,New Insights into Meteorite #41097,Journal of Cosmic Origins,2007-04-25
22428,22084,New Insights into Meteorite #19764,Journal of Modern Astronomy,2019-10-25
22429,9830,New Insights into Meteorite #33111,International Journal of Astronomy,2022-02-27
22430,34059,New Insights into Meteorite #32093,Astrophysical Journal Letters,2014-06-05
22431,29583,New Insights into Meteorite #17471,Journal of Planetary Systems,2015-06-17
22432,27712,New Insights into Meteorite #39024,International Journal of Astrophysics,2017-08-23
22433,36518,New Insights into Meteorite #47477,Journal of Celestial Observations,2017-09-02
22434,34285,New Insights into Meteorite #28835,Journal of Interplanetary Research,2021-03-28
22435,27302,New Insights into Meteorite #25925,Journal of Space and Astronomy,2025-03-12
22436,21666,New Insights into Meteorite #7040,Journal of Astronomical Instrumentation,2011-09-08
22437,6882,New Insights into Meteorite #32745,International Journal of Astrophysics,2000-12-19
22438,37607,New Insights into Meteorite #30805,Journal of Space and Astronomy,2023-08-12
22439,3049,New Insights into Meteorite #24588,Nature,2018-11-14
22440,3835,New Insights into Meteorite #13820,Journal of Astrophysics,2016-06-17
22441,11631,New Insights into Meteorite #6267,Journal of Advanced Astronomy,2003-10-30
22442,26758,New Insights into Meteorite #17540,Astrophysical Journal,2009-09-19
22443,2988,New Insights into Meteorite #29538,Galactic Astronomy,2010-06-17
22444,12739,New Insights into Meteorite #39257,Cosmology and Space Science,2003-03-18
22445,5908,New Insights into Meteorite #45647,Galactic Science Journal,2010-03-02
22446,21510,New Insights into Meteorite #33535,Astrophysical Journal Letters,2016-12-02
22447,8674,New Insights into Meteorite #34301,Astrophysics and Space Science,2002-06-08
22448,24757,New Insights into Meteorite #16244,Journal of Exoplanet Studies,2000-12-03
22449,7229,New Insights into Meteorite #5564,Galactic Science Journal,2011-11-16
22450,11362,New Insights into Meteorite #23069,Cosmic Evolution Review,2004-05-09
22451,31065,New Insights into Meteorite #10865,Journal of Planetary Systems,2022-12-05
22452,23240,New Insights into Meteorite #1767,Journal of Interstellar Studies,2025-04-23
22453,6272,New Insights into Meteorite #22604,Journal of Interstellar Studies,2023-11-14
22454,15830,New Insights into Meteorite #21155,Journal of Space and Time,2023-06-03
22455,29523,New Insights into Meteorite #32303,Journal of Space Exploration and Research,2018-01-11
22456,35102,New Insights into Meteorite #8472,Journal of Interplanetary Research,2023-04-08
22457,5976,New Insights into Meteorite #12950,Journal of Celestial Mechanics,2003-03-02
22458,347,New Insights into Meteorite #44321,Cosmology and Space Science,2009-07-20
22459,23366,New Insights into Meteorite #33923,Interplanetary Science,2016-12-07
22460,23588,New Insights into Meteorite #31593,Astrophysics Reports,2017-05-03
22461,35789,New Insights into Meteorite #47755,Geochimica et Cosmochimica Acta,2014-10-03
22462,23804,New Insights into Meteorite #630,Astronomy and Astrophysics,2014-07-18
22463,14260,New Insights into Meteorite #20251,Astrobiology Reviews,2014-06-29
22464,33696,New Insights into Meteorite #22692,Astrochemistry Journal,2011-11-12
22465,5732,New Insights into Meteorite #17983,Space and Universe Journal,2018-02-16
22466,33235,New Insights into Meteorite #8943,Journal of Cosmic Origins,2013-04-28
22467,26959,New Insights into Meteorite #36412,International Journal of Astrophysics,2025-06-27
22468,2596,New Insights into Meteorite #16491,Astrophysical Journal Letters,2006-06-08
22469,35440,New Insights into Meteorite #41784,Journal of Stellar Dynamics,2025-07-19
22470,15089,New Insights into Meteorite #8414,Journal of Cosmic Investigations,2000-03-24
22471,6311,New Insights into Meteorite #49215,Journal of Advanced Astronomy,2021-08-23
22472,14957,New Insights into Meteorite #25598,Journal of Space Exploration,2017-10-27
22473,36184,New Insights into Meteorite #19789,Journal of Interplanetary Research,2019-11-13
22474,30820,New Insights into Meteorite #12897,Astronomy and Astrophysics,2000-10-07
22475,36457,New Insights into Meteorite #20806,Space Science and Exploration,2006-09-03
22476,14227,New Insights into Meteorite #34441,Space and Beyond Journal,2000-04-04
22477,36955,New Insights into Meteorite #9586,Advances in Cosmic Studies,2012-10-29
22478,24998,New Insights into Meteorite #42246,Journal of Modern Astronomy,2014-06-06
22479,21836,New Insights into Meteorite #46657,Journal of Solar and Stellar Studies,2016-04-06
22480,14652,New Insights into Meteorite #37627,Astronomical Research and Reviews,2025-12-08
22481,34547,New Insights into Meteorite #10181,Cosmic Horizons Review,2017-02-26
22482,6561,New Insights into Meteorite #44515,Cosmic Horizons Journal,2006-10-17
22483,18058,New Insights into Meteorite #724,Journal of Cosmic Phenomena,2023-12-11
22484,18503,New Insights into Meteorite #40281,Journal of Planetary Research,2017-08-17
22485,23004,New Insights into Meteorite #4927,Cosmic Horizons Journal,2019-09-04
22486,30072,New Insights into Meteorite #14431,Interstellar Astronomy,2025-04-14
22487,27640,New Insights into Meteorite #7725,Nature,2021-12-25
22488,170,New Insights into Meteorite #25615,Astrophysics and Space Science,2011-04-19
22489,2228,New Insights into Meteorite #8437,Journal of Cosmology,2009-05-28
22490,15484,New Insights into Meteorite #48904,Planetary and Space Science,2009-06-23
22491,19539,New Insights into Meteorite #12873,Journal of Celestial Research,2018-02-19
22492,2625,New Insights into Meteorite #48104,Cosmic Research Journal,2019-04-16
22493,10981,New Insights into Meteorite #45684,Journal of Extragalactic Research,2009-10-23
22494,9467,New Insights into Meteorite #35313,Journal of Astronomical Research,2007-01-22
22495,8000,New Insights into Meteorite #24098,Journal of Planetary Science,2014-10-13
22496,36862,New Insights into Meteorite #27832,Journal of Planetary Climates,2010-01-31
22497,20973,New Insights into Meteorite #41957,International Journal of Space Exploration,2008-09-28
22498,36722,New Insights into Meteorite #9214,Space and Time Journal,2015-05-04
22499,37467,New Insights into Meteorite #10973,Space Science Insights,2017-03-26
22500,19910,New Insights into Meteorite #30855,Journal of Extragalactic Research,2012-08-24
22501,12479,New Insights into Meteorite #26398,"Space, Stars, and Galaxies",2016-02-11
22502,29467,New Insights into Meteorite #27822,Journal of Interplanetary Research,2010-06-15
22503,11723,New Insights into Meteorite #47671,Astronomy Research Journal,2001-07-02
22504,12159,New Insights into Meteorite #27723,"Space, Stars, and Galaxies",2011-05-15
22505,21317,New Insights into Meteorite #31241,Journal of Planetary Atmospheres,2003-11-30
22506,33536,New Insights into Meteorite #42991,"Space, Stars, and Galaxies",2016-04-26
22507,37379,New Insights into Meteorite #36185,Cosmic Evolution Review,2001-12-15
22508,14691,New Insights into Meteorite #12450,Journal of Advanced Astronomy,2012-05-19
22509,15627,New Insights into Meteorite #25548,Cosmology and Space Science,2007-12-09
22510,22333,New Insights into Meteorite #29333,Intergalactic Studies,2017-01-23
22511,37032,New Insights into Meteorite #48382,Journal of Astronomical Sciences,2015-08-24
