class_id,class_name
21464,H4
21465,H5
21466,H5
21467,H5
21468,LL5
21469,H5
21470,H4
21471,L5
21472,H5
21473,H5
21474,L6
21475,H5
21476,H6
21477,LL5
21478,H5
21479,H5
21480,L6
21481,L5
21482,L4
21483,H5
21484,L5
21485,Howardite
21486,L6
21487,LL5
21488,LL5
21489,L5
21490,CV3
21491,L5
21492,H5
21493,LL5
21494,LL5
21495,L6
21496,LL5
21497,LL5
21498,LL5
21499,LL5
21500,LL5
21501,LL5
21502,Diogenite
21503,L5
21504,L5
21505,L5
21506,L5
21507,H5
21508,H6
21509,L5
21510,Howardite
21511,E-an
21512,LL5
21513,LL5
21514,LL5
21515,LL5
21516,L5
21517,LL5
21518,LL5
21519,LL5
21520,LL5
21521,H6
21522,LL5
21523,L5
21524,LL5
21525,LL5
21526,H6
21527,LL5
21528,LL5
21529,L5
21530,LL5
21531,L5
21532,H6
21533,LL5
21534,H6
21535,LL5
21536,LL5
21537,H6
21538,H6
21539,H6
21540,L5
21541,L4
21542,L5
21543,LL5
21544,L5
21545,LL5
21546,H5
21547,L5
21548,H6
21549,LL6
21550,H4
21551,H5
21552,H6
21553,LL5
21554,LL5
21555,LL5
21556,LL5
21557,LL5
21558,L5
21559,LL5
21560,LL5
21561,LL5
21562,LL5
21563,LL5
21564,LL5
21565,CM2
21566,LL5
21567,LL5
21568,LL5
21569,LL5
21570,L5
21571,H5
21572,LL5
21573,L5
21574,E-an
21575,LL5
21576,L4
21577,L5
21578,LL5
21579,LL5
21580,L5
21581,LL5
21582,LL5
21583,LL5
21584,LL5
21585,LL5
21586,L-metal
21587,LL5
21588,LL5
21589,LL5
21590,LL5
21591,LL5
21592,LL5
21593,LL5
21594,LL5
21595,LL5
21596,LL5
21597,L5
21598,LL5
21599,LL5
21600,H6
21601,LL5
21602,LL5
21603,LL5
21604,LL5
21605,LL5
21606,LL5
21607,LL5
21608,LL5
21609,E-an
21610,E-an
21611,L5
21612,LL5
21613,L5
21614,H5
21615,LL5
21616,LL5
21617,LL5
21618,LL5
21619,LL5
21620,LL5
21621,LL5
21622,LL5
21623,LL5
21624,LL5
21625,L5
21626,L5
21627,LL5
21628,CR2
21629,LL5
21630,L5
21631,LL5
21632,LL5
21633,LL5
21634,LL5
21635,LL5
21636,LL5
21637,L5
21638,LL6
21639,LL5
21640,LL5
21641,L5
21642,L6
21643,H5
21644,H5
21645,L5
21646,H6
21647,LL5
21648,H6
21649,H5
21650,LL5
21651,LL5
21652,LL5
21653,L5
21654,H5
21655,LL5
21656,LL5
21657,LL5
21658,LL5
21659,LL5
21660,LL5
21661,LL5
21662,LL5
21663,LL5
21664,LL5
21665,LL5
21666,LL5
21667,LL5
21668,LL5
21669,LL5
21670,LL5
21671,LL5
21672,LL5
21673,LL5
21674,LL5
21675,LL5
21676,LL5
21677,LL5
21678,LL5
21679,LL5
21680,LL5
21681,H6
21682,Diogenite
21683,LL5
21684,LL5
21685,LL5
21686,H5
21687,H5
21688,LL6
21689,LL5
21690,L5
21691,LL5
21692,LL5
21693,LL5
21694,LL5
21695,LL5
21696,LL5
21697,H6
21698,H6
21699,LL5
21700,LL5
21701,LL5
21702,LL5
21703,LL5
21704,LL5
21705,H5
21706,LL5
21707,LL5
21708,LL5
21709,LL5
21710,LL6
21711,LL5
21712,LL5
21713,LL5
21714,LL5
21715,L5
21716,LL5
21717,LL5
21718,LL5
21719,LL5
21720,LL5
21721,LL5
21722,LL5
21723,LL5
21724,LL5
21725,LL5
21726,LL5
21727,LL5
21728,LL5
21729,LL5
21730,LL5
21731,LL5
21732,LL5
21733,LL5
21734,LL5
21735,LL5
21736,LL5
21737,LL5
21738,LL5
21739,LL5
21740,LL5
21741,LL5
21742,LL5
21743,LL5
21744,L5
21745,LL5
21746,LL5
21747,LL5
21748,LL5
21749,LL5
21750,LL5
21751,H6
21752,LL5
21753,LL5
21754,H6
21755,LL5
21756,LL5
21757,H6
21758,H6
21759,CBb
21760,H6
21761,H5
21762,L5
21763,LL5
21764,L5
21765,LL5
21766,LL5
21767,LL5
21768,H5
21769,H5
21770,LL5
21771,LL5
21772,H6
21773,LL5
21774,H6
21775,LL5
21776,H6
21777,L4
21778,LL5
21779,H6
21780,LL6
21781,L4
21782,LL5
21783,LL5
21784,LL5
21785,LL5
21786,LL5
21787,LL5
21788,LL5
21789,LL5
21790,LL5
21791,LL5
21792,CM2
21793,LL5
21794,LL5
21795,LL5
21796,LL5
21797,LL5
21798,LL5
21799,L5
21800,LL5
21801,H4
21802,LL5
21803,LL5
21804,CM2
21805,LL5
21806,LL5
21807,LL5
21808,H6
21809,LL5
21810,LL5
21811,LL5
21812,LL5
21813,LL5
21814,LL5
21815,LL5
21816,LL5
21817,LL5
21818,LL5
21819,LL5
21820,H5
21821,LL5
21822,LL5
21823,LL5
21824,H5
21825,LL5
21826,LL5
21827,LL5
21828,LL5
21829,LL5
21830,LL5
21831,LL5
21832,LL5
21833,LL5
21834,LL5
21835,LL6
21836,E-an
21837,LL5
21838,LL5
21839,LL5
21840,LL5
21841,LL5
21842,LL5
21843,LL5
21844,LL5
21845,H-imp melt
21846,LL5
21847,LL5
21848,LL5
21849,LL6
21850,LL5
21851,LL5
21852,LL5
21853,LL5
21854,LL5
21855,LL5
21856,LL5
21857,LL5
21858,LL5
21859,LL5
21860,LL5
21861,L5
21862,L5
21863,LL5
21864,LL5
21865,LL5
21866,LL5
21867,L6
21868,LL5
21869,LL5
21870,LL5
21871,L6
21872,LL5
21873,H4
21874,LL5
21875,LL5
21876,LL5
21877,LL5
21878,H5
21879,H5
21880,LL5
21881,H5
21882,H5
21883,H5
21884,H5
21885,L6
21886,EH3
21887,LL5
21888,LL6
21889,CM2
21890,H6
21891,L6
21892,H6
21893,LL5
21894,H6
21895,LL5
21896,H5
21897,L6
21898,L5
21899,L5
21900,L5
21901,L5
21902,L5
21903,L6
21904,LL6
21905,H5
21906,L6
21907,H5
21908,LL6
21909,LL5
21910,L5
21911,L4
21912,H5
21913,LL5
21914,LL5
21915,H5
21916,LL5
21917,LL5
21918,LL5
21919,EH-imp melt
21920,LL5
21921,LL5
21922,L5
21923,LL5
21924,LL5
21925,LL5
21926,LL5
21927,L5
21928,LL5
21929,H6
21930,L5
21931,LL5
21932,LL5
21933,LL5
21934,LL5
21935,LL5
21936,LL5
21937,LL5
21938,LL5
21939,LL5
21940,LL6
21941,LL5
21942,L6
21943,LL5
21944,LL5
21945,LL5
21946,LL6
21947,LL5
21948,LL5
21949,L5
21950,LL5
21951,H6
21952,LL5
21953,LL5
21954,LL5
21955,LL5
21956,LL5
21957,H6
21958,H5
21959,LL5
21960,H5
21961,LL5
21962,LL5
21963,L3.4
21964,L6
21965,LL5
21966,L5
21967,L6
21968,LL5
21969,L5
21970,H5
21971,LL5
21972,LL5
21973,LL5
21974,LL5
21975,H4
21976,LL5
21977,LL5
21978,LL5
21979,LL5
21980,LL5
21981,LL5
21982,L5
21983,LL5
21984,H5
21985,LL5
21986,LL5
21987,LL5
21988,H6
21989,LL6
21990,LL5
21991,LL5
21992,LL6
21993,LL5
21994,H5
21995,LL5
21996,LL5
21997,LL5
21998,LL5
21999,H5
22000,LL5
22001,LL5
22002,H5
22003,LL5
22004,LL5
22005,LL5
22006,LL5
22007,LL5
22008,LL5
22009,LL5
22010,LL5
22011,LL5
22012,LL5
22013,LL5
22014,LL5
22015,LL5
22016,H5
22017,LL6
22018,LL5
22019,LL5
22020,LL5
22021,LL5
22022,LL5
22023,L5
22024,LL5
22025,LL5
22026,LL5
22027,LL5
22028,LL5
22029,LL5
22030,LL5
22031,LL5
22032,LL5
22033,LL5
22034,LL5
22035,H6
22036,LL5
22037,LL5
22038,LL5
22039,LL5
22040,L6
22041,LL5
22042,H6
22043,LL5
22044,H5
22045,LL5
22046,H5
22047,H5
22048,L5
22049,H5
22050,H5
22051,L5
22052,L6
22053,H5
22054,L5
22055,Eucrite-br
22056,L6
22057,L5
22058,LL5
22059,LL5
22060,LL5
22061,LL5
22062,LL5
22063,LL5
22064,LL5
22065,LL5
22066,LL5
22067,LL5
22068,LL5
22069,LL5
22070,LL5
22071,LL5
22072,LL5
22073,LL5
22074,LL5
22075,LL5
22076,LL5
22077,L5
22078,LL5
22079,LL5
22080,H5
22081,LL5
22082,LL5
22083,LL5
22084,L5
22085,LL5
22086,L5
22087,LL5
22088,LL5
22089,LL5
22090,LL5
22091,L6
22092,LL5
22093,L5
22094,LL5
22095,LL5
22096,LL5
22097,LL5
22098,LL5
22099,LL5
22100,LL5
22101,LL5
22102,LL5
22103,LL5
22104,Eucrite-unbr
22105,LL5
22106,LL5
22107,LL5
22108,LL5
22109,LL5
22110,LL5
22111,LL5
22112,LL5
22113,LL5
22114,LL5
22115,LL5
22116,H5
22117,LL5
22118,LL5
22119,LL5
22120,LL5
22121,CK4
22122,CK4
22123,CK4
22124,CK4
22125,CK4
22126,CK5
22127,CK5
22128,LL5
22129,H5
22130,L5
22131,LL5
22132,LL5
22133,LL5
22134,LL6
22135,LL5
22136,LL5
22137,LL5
22138,LL5
22139,LL5
22140,LL5
22141,LL5
22142,LL5
22143,H5
22144,LL5
22145,LL5
22146,LL6
22147,LL5
22148,LL5
22149,LL5
22150,LL6
22151,LL5
22152,LL5
22153,LL5
22154,LL5
22155,LL5
22156,LL5
22157,LL5
22158,LL5
22159,LL5
22160,LL5
22161,LL5
22162,LL5
22163,LL5
22164,LL5
22165,LL5
22166,LL5
22167,LL5
22168,LL5
22169,L6
22170,L5
22171,LL5
22172,LL5
22173,LL5
22174,LL5
22175,LL5
22176,H5
22177,LL5
22178,LL5
22179,LL5
22180,LL5
22181,LL5
22182,LL5
22183,LL5
22184,LL5
22185,LL5
22186,L6
22187,LL5
22188,LL5
22189,LL5
22190,L5
22191,LL5
22192,LL5
22193,L5
22194,LL5
22195,LL5
22196,LL5
22197,LL5
22198,CM2
22199,LL5
22200,LL6
22201,L6
22202,LL5
22203,LL5
22204,LL5
22205,LL5
22206,H5
22207,LL5
22208,LL5
22209,LL5
22210,LL5
22211,LL5
22212,LL5
22213,LL5
22214,LL5
22215,LL5
22216,H5
22217,L6
22218,LL5
22219,LL5
22220,LL5
22221,H4
22222,H4
22223,LL5
22224,LL5
22225,LL5
22226,L5
22227,L5
22228,LL5
22229,L5
22230,LL5
22231,LL5
22232,LL6
22233,LL5
22234,LL5
22235,H5
22236,LL5
22237,LL5
22238,LL5
22239,LL5
22240,LL5
22241,LL5
22242,LL5
22243,L5
22244,LL5
22245,Eucrite-br
22246,LL5
22247,LL5
22248,LL5
22249,LL5
22250,LL5
22251,LL5
22252,LL5
22253,LL5
22254,LL5
22255,LL5
22256,LL5
22257,LL5
22258,LL5
22259,LL6
22260,LL5
22261,LL5
22262,LL5
22263,LL6
22264,LL5
22265,LL5
22266,LL5
22267,H5
22268,LL5
22269,LL5
22270,L6
22271,LL5
22272,LL5
22273,LL5
22274,LL5
22275,LL5
22276,LL5
22277,LL5
22278,LL5
22279,LL5
22280,LL5
22281,LL5
22282,LL5
22283,LL5
22284,LL5
22285,LL5
22286,LL5
22287,LL5
22288,LL5
22289,LL6
22290,LL5
22291,LL5
22292,L5
22293,LL5
22294,L5
22295,LL5
22296,LL5
22297,LL5
22298,LL5
22299,LL5
22300,LL5
22301,LL5
22302,LL5
22303,LL5
22304,LL5
22305,LL5/6
22306,LL5
22307,LL5
22308,LL5
22309,LL5
22310,LL5
22311,H5
22312,LL5
22313,LL5
22314,LL5
22315,LL5
22316,LL5
22317,LL5
22318,LL5
22319,LL5
22320,LL5
22321,LL5
22322,LL5
22323,LL5
22324,LL5
22325,LL5
22326,H5
22327,LL5
22328,LL6
22329,LL5
22330,CM2
22331,LL5
22332,LL5
22333,LL5
22334,LL5
22335,LL5
22336,LL5
22337,LL5
22338,LL5
22339,LL5
22340,LL6
22341,LL5
22342,LL5
22343,LL5
22344,L5
22345,LL5
22346,LL5
22347,LL5
22348,LL5
22349,LL5
22350,LL5
22351,LL5
22352,LL5
22353,LL5
22354,LL5
22355,LL5
22356,LL5
22357,H6
22358,H4
22359,H4
22360,"Iron, IAB-ung"
22361,H
22362,"Pallasite, PMG"
22363,L6
22364,"Iron, IIIAB"
22365,LL3.6
22366,L6
22367,H6
22368,H5
22369,"Iron, ungrouped"
22370,H4
22371,"Iron, IIAB"
22372,LL3.4
22373,H3.8
22374,CO3.2
22375,L3
22376,L6
22377,L6
22378,H6
22379,H5
22380,H4
22381,H5
22382,H5
22383,H5
22384,L6
22385,LL
22386,L6
22387,H4
22388,Eucrite-mmict
22389,"Iron, IIIAB"
22390,H5
22391,"Iron, IIIAB"
22392,L6
22393,H4
22394,L6
22395,H6
22396,Stone-uncl
22397,"Iron, IIIAB"
22398,Stone-uncl
22399,"Pallasite, PMG-an"
22400,H5
22401,L6
22402,L/LL5
22403,L3.0-3.9
22404,H6
22405,L6
22406,H6
22407,LL6
22408,H5
22409,CM2
22410,CM2
22411,CM2
22412,Eucrite-br
22413,LL6
22414,L5
22415,H6
22416,L6
22417,L6
22418,L6
22419,L4
22420,H5
22421,L6
22422,LL3.7
22423,L6
22424,H6
22425,LL3.7
22426,LL4
22427,H5
22428,L6
22429,H5
22430,L6
22431,H5
22432,L6
22433,H5
22434,L6
22435,LL6
22436,L6
22437,L6
22438,L6
22439,H5
22440,L6
22441,L6
22442,L6
22443,H4
22444,CH3
22445,L6
22446,H6
22447,L6
22448,L6
22449,H6
22450,L6
22451,L6
22452,L6
22453,L6
22454,L6
22455,L6
22456,L6
22457,H4
22458,L6
22459,H4
22460,H5
22461,L6
22462,L6
22463,H6
22464,H5
22465,L3.5-3.8
22466,H6
22467,H6
22468,L5
22469,H5
22470,Mesosiderite-an
22471,H6
22472,L6
22473,H6
22474,Eucrite-br
22475,H3.8
22476,H6
22477,H3.2-3.7
22478,H6
22479,L5
22480,H5
22481,H6
22482,H6
22483,H6
22484,L6
22485,L4
22486,H5
22487,H5
22488,L6
22489,H5
22490,H6
22491,LL6
22492,H5
22493,Eucrite-unbr
22494,L6
22495,"Iron, IAB-sLL"
22496,H5
22497,L5
22498,Mesosiderite-an
22499,H5
22500,H6
22501,H4
22502,H5
22503,LL5
22504,LL6
22505,H5
22506,H4
22507,LL6
22508,Ureilite
22509,H5
22510,CV3
22511,L4
22512,H5
22513,H5
22514,H5
22515,Mesosiderite-an
22516,H5
22517,LL6
22518,H5
22519,H5
22520,H5
22521,L6
22522,LL5
22523,H6
22524,H6
22525,L3.6-4
22526,H5
22527,Mesosiderite-an
22528,EH5
22529,H5
22530,L6
22531,H6
22532,Mesosiderite-an
22533,L6
22534,H6
22535,H6
22536,H4
22537,L5
22538,L6
22539,H6
22540,H6
22541,H6
22542,H6
22543,H4
22544,H3.6
22545,H6
22546,L5
22547,H4
22548,"Iron, IIIAB"
22549,"Iron, IIIAB"
22550,Iron
22551,"Iron, ungrouped"
22552,"Iron, ungrouped"
22553,H5
22554,L5
22555,H4
22556,H5
22557,L6
22558,L5
22559,H5
22560,L5-6
22561,H5
22562,L6
22563,L6
22564,H4
22565,H6
22566,H3-6
22567,L6
22568,Brachinite
22569,L6
22570,H5
22571,Ureilite-pmict
22572,L3.7
22573,L5
22574,L6
22575,L6
22576,L6
22577,H4
22578,H5
22579,H5
22580,L6
22581,LL6
22582,Brachinite
22583,H6
22584,L5
22585,"Iron, IVA"
22586,CR2
22587,L5
22588,L6
22589,L6
22590,"Iron, IIF"
22591,H4
22592,CI1
22593,L6
22594,"Iron, IIIE"
22595,H5
22596,"Iron, IVA"
22597,L6
22598,"Iron, IID"
22599,H5
22600,LL3.7
22601,"Iron, IIAB"
22602,OC
22603,LL5
22604,H5
22605,"Iron, IAB-MG"
22606,L6
22608,L6
22609,L5
22611,L4
22612,L5
22613,H5
22614,Stone-uncl
22616,LL6
22617,L6
22618,H5
22619,H6
22620,H5
22621,EL6
22622,H6
22623,H6
22624,H6
22625,H4
22637,H6
22638,L5
22639,L6
22640,Stone-uncl
22641,Diogenite
22642,Stone-uncl
22643,"Iron, IID"
22644,"Iron, IIIAB"
22645,L
22646,H5
22647,H4
22648,H5
22649,H
22651,H4
22652,H5
22653,L5
22654,L4/5
22655,H3.4
22656,H3.8
22657,L6
22658,H5
22659,L6
22660,L6
22661,L6
22662,H5
22663,H5
22664,H5
22665,L4
22666,H5
22667,H5
22668,H5
22669,L5
22670,H5
22671,H5
22672,L6
22673,H5
22674,L5
22675,L5
22676,H5
22677,L6
22678,H5
22679,H5
22680,L5
22681,L6
22682,Ureilite
22683,L5
22684,H4
22685,H4
22686,H3.9
22687,H5
22688,L4
22689,H5
22690,L6
22691,H5
22692,H4/5
22693,H5
22694,H5
22695,H5
22696,L5
22697,H5
22698,H4/5
22699,L6
22700,L6
22701,H5
22702,L6
22703,L6
22704,LL4
22705,L4
22706,L5
22707,H5
22708,H5
22709,H5
22710,H5
22711,H5
22712,L5
22713,L4
22714,L6
22715,H5
22716,H5
22717,H5
22718,L4
22719,H5
22720,H5
22721,L5
22722,L5
22723,L5
22724,L5
22725,L5
22726,L4
22727,L5
22728,H5
22729,L5
22730,H3.10
22731,L4
22732,L4
22733,L4
22734,H4
22735,H6
22736,H5
22737,H4
22738,H5
22739,L4
22740,L4
22741,L6
22742,H5
22743,H4
22744,H5
22745,H4
22746,H4
22747,L5
22748,L5
22749,L5
22750,L/LL5
22751,L5
22752,H4
22753,L6
22754,H(5?)
22755,L5
22756,H5
22757,L5
22758,L6
22759,L5
22760,H5
22761,L6
22762,L6
22763,"Iron, IIIAB"
22764,L
22765,"Iron, IAB-MG"
22766,H5
22767,H5
22768,L5
22769,H4
22770,H5
22771,"Iron, IIIAB"
22772,H6
22773,"Iron, IIIAB"
22774,L5
22775,L6
22776,H5
22777,L6
22778,Iron
22779,"Iron, IIIAB"
22780,L6
22781,H5
22782,R3.8-6
22783,L4-6
22785,H5
22786,L6
22787,L5
22788,"Iron, IIIAB"
22789,H5
22790,L5
22791,L5
22792,H5
22793,LL6
22794,"Iron, IIIAB"
22795,L6
22797,Iron
23079,H6
23080,"Iron, IID"
23081,L6
23082,L6
23083,L6
23084,L6
23085,"Iron, IC"
23086,"Iron, IIIF"
23087,H6
23088,LL6
23089,H4
23090,EH5
23091,LL3.3
23092,LL6
23093,L6
23094,L5
23095,OC
23096,"Iron, IIIAB"
23097,L6
23098,"Iron, IIIAB"
23099,H4
23101,EH5
23102,LL6
23103,Iron
23105,H4
23106,H5
23107,L6
23108,Iron
23109,H5
23110,L6
23111,L5
23112,H5
23113,"Iron, IIC"
23114,LL5
23115,"Iron, IIIAB"
23116,"Iron, IIIAB"
23117,"Iron, IIIAB"
23118,L4
23119,H4
23121,"Iron, IAB-ung"
23122,H4
23123,"Iron, IIAB"
23124,"Iron, IVA"
23125,H5
23126,L5
23127,H6
23128,H6
23130,L6
23131,L6
23132,"Iron, IIIAB"
23133,H5
23134,H5
23135,"Iron, IIIAB"
23156,"Iron, IIAB"
23157,"Iron, IIIAB"
23158,L5
23160,"Iron, IIIAB"
23161,L4
23162,"Iron, IAB-ung"
23163,"Iron, IVB"
23164,CM2
23165,L6
23166,"Iron, IIAB"
23167,"Iron, IC"
23168,"Pallasite, PMG"
23169,"Iron, ungrouped"
23170,"Iron, IVA-an"
23171,H4
23172,"Iron, IIAB"
23174,"Iron, IVA"
23175,L6
23176,L4
23177,"Iron, IAB complex"
23178,"Iron, IAB-MG"
23179,"Iron, IAB complex"
23180,L/LL3
23181,H6
23182,L6
23183,L6
23184,L6
23185,H5
23186,L5
23187,H
23188,L6
23189,"Iron, IIIAB"
23190,LL4
23191,"Iron, IIAB"
23192,CM2
23193,L5
23194,L5/6
23195,H4
23196,L6
23197,Martian (shergottite)
23198,L6
23199,H4
23200,Martian (shergottite)
23201,H5
23202,H6
23203,H5
23204,L6
23205,H5
23206,L5
23207,H5
23208,H6
23209,L4
23210,H5
23211,L6
23212,L5
23213,L6
23214,L6
23215,H6
23216,L6
23217,L6
23218,L6
23219,H5
23220,L4
23221,H5
23222,L6
23223,L6
23224,L6
23225,H6
23226,H5
23227,H5
23228,H5
23229,L6
23230,L6
23231,L6
23232,CV3
23233,H5
23234,L6
23235,H3-5
23236,H5
23237,L6
23238,H5
23239,H6
23240,H5
23241,H5
23242,L6
23243,Martian (shergottite)
23244,H5
23245,H6
23246,L6
23247,L5
23248,L6
23249,H6
23250,L5
23251,H4
23252,Martian (shergottite)
23253,L6
23254,L4
23255,H5
23256,H5
23257,H5
23258,LL5
23259,L5-6
23260,H5
23261,H6
23262,L5/6
23263,H5/6
23264,H5
23265,H5
23266,H5
23267,H3-5
23268,L6
23269,H6
23270,L6
23271,H4
23272,H6
23273,L4
23274,L/LL4
23275,LL6
23276,LL6
23277,CV3
23278,L5
23279,H5
23280,L6
23281,L/LL3.6/3.7
23282,Martian (shergottite)
23283,LL5
23284,LL5
23285,LL5
23286,Martian (shergottite)
23287,H6
23288,H4/5
23289,H6
23290,H5
23291,H5
23292,H4/5
23293,L6
23294,L5
23295,L6
23296,H5
23297,H5
23298,L4
23299,LL6
23300,H6
23301,H5
23302,H6
23303,H6
23304,H5
23305,H5
23306,L5
23307,H6
23308,L6
23309,H5
23310,LL3
23311,H4
23312,Martian (shergottite)
23313,H4
23314,L6
23315,L6
23316,H5
23317,Martian (shergottite)
23318,L6
23319,H4/5
23320,H6
23321,H5
23322,Martian (shergottite)
23323,CV3
23324,H5
23325,L5
23326,H5/6
23327,L5
23328,H5
23329,L6
23330,H5
23331,H4/5
23332,L4/5
23333,H5
23334,L4
23335,L4
23336,L5
23337,H5
23338,H4
23339,H/L4
23340,L4
23341,H4
23342,Martian (shergottite)
23343,L4/5
23344,L4
23345,L4/5
23346,H4
23347,L6
23348,H6
23349,L6
23350,H5
23351,H6
23352,L5
23353,H5
23354,L6
23355,H4
23356,Lunar (anorth)
23357,L6
23358,H/L4-5
23359,H4-6
23360,L4-5
23361,EL4
23362,LL7
23363,L5
23364,H6
23365,H6
23366,L4
23367,L6
23368,H5
23369,L6
23370,L6
23371,L6
23372,L6
23373,L6
23374,L6
23375,CV3
23376,L6
23377,H5
23378,L6
23379,H4-5
23380,H4
23381,H4
23382,H5
23383,L6
23384,H4
23385,L5
23386,H4
23387,L5
23388,H5
23389,H4
23390,H5
23391,L4
23392,H4
23393,H3
23394,L5
23395,L6
23396,L5
23397,L5
23398,H4
23399,H6
23400,H4-6
23401,H6
23402,H6
23403,L6
23404,L4
23405,H5
23406,H4
23407,L6
23408,L6
23409,H6
23410,L5
23411,L4
23412,L4
23413,H4/5
23414,H4-6
23415,L4
23416,H5
23417,H4-6
23418,L6
23419,H3/4
23420,L6
23421,L6
23422,H5
23423,H4-6
23424,L6
23425,H4/5
23426,H5
23427,L6
23428,L6
23429,H5
23430,H5
23431,L6
23432,H4
23433,L6
23434,L3
23435,L6
23436,H5
23437,LL6
23438,H4-6
23439,H5
23440,L6
23441,H4-6
23442,H4-5
23443,H4-6
23444,H4
23445,H5
23446,L6
23447,L4
23448,H6
23449,H6
23450,H6
23451,L5
23452,L6
23453,H4
23454,EH3
23455,L5
23456,H4
23457,L
23458,H5
23460,L6
23461,"Iron, IIIAB"
23462,H5
23463,L4
23464,L6
23465,L6
23466,"Iron, IIAB"
23468,H5
23469,H4
23470,H5
23471,L6/7
23472,H5
23473,L6
23474,"Iron, IAB-MG"
23475,L/LL4
23476,LL6
23477,H6
23478,H6
23479,H5
23480,L6
23481,H5
23482,Iron
23483,H5
23484,LL5
23485,"Iron, IAB-MG"
23486,H4
23487,LL3.00
23488,H4
23489,H4
23490,H4
23491,H6
23492,H5
23493,L6
23494,H5
23495,H4
23496,H6
23497,H4
23498,"Iron, IIIAB"
23499,"Iron, IVA"
23500,H6
23501,H4
23502,Eucrite-cm
23503,"Iron, IVA"
23504,H4
23505,H5
23506,H5
23507,H3
23508,LL4
23509,L5
23510,"Pallasite, PMG"
23511,"Iron, IAB-MG"
23512,L6
23513,H5
23514,LL6
23515,L6
23516,H5
23517,H5
23518,H5
23519,H6
23520,H6
23521,Diogenite
23522,Aubrite
23523,"Iron, IIIAB"
23524,L6
23525,H3.4
23526,L6/7
23527,H4
23528,L4
23529,L5
23530,Martian (shergottite)
23531,L6
23532,L6
23533,H5
23534,L6
23535,"Iron, ungrouped"
23536,"Iron, IVA"
23537,H4
23539,L6
23540,H5
23541,H5
23542,H5
23543,H6
23544,L3.9
23545,Ureilite
23546,L5
23547,H4
23548,L5
23549,L4
23550,L5
23551,H5
23552,H4
23553,L6
23554,H4
23555,H4-6
23556,H4-6
23557,L5
23558,L5
23559,L5
23560,L6
23561,H4
23562,H6
23563,LL6
23564,H5
23565,H5
23566,L6
23567,H5
23568,CR
23569,H4
23570,L6
23571,H3
23572,L5
23573,L5
23574,L4-5
23575,L4-5
23576,L5
23577,L6
23578,"Iron, IIIAB"
23579,H4
23580,Iron
23581,"Iron, IAB-sLL"
23582,H5
23583,H6
23584,L6
23585,L
23586,LL5
23587,"Iron, IAB?"
23588,L5
23589,H5
23590,"Iron, IIAB"
23591,"Iron, IIIAB"
23592,"Iron, IVA"
23593,"Iron, IIAB"
23594,H5
23595,LL6
23596,"Iron, IIAB"
23597,"Iron, IAB-MG"
23598,L4
23599,H6
23600,L6
23601,H4
23602,OC
23603,H5
23604,Mesosiderite-A4
23606,L6
23607,L6
23608,H5
23609,H5
23610,L5
23611,H5
23612,Pallasite?
23613,H6
23614,Eucrite-mmict
23615,"Iron, IIAB"
23616,H5
23617,H6
23618,L5-6
23619,L5
23621,L6
23622,H4
23623,"Iron, IVB"
23625,L4
23626,H5
23627,L6
23628,Iron
23629,L6
23630,LL4
23632,CK4
23633,L4
23634,H5
23635,L6
23636,H4-6
23637,L6
23638,L6
23639,LL5-7
23640,LL5
23641,H5
23642,L6
23643,H5
23644,H3.9
23645,L4
23646,L6
23647,H5
23648,Eucrite-pmict
23649,L6
23650,"Iron, IVA"
23651,"Iron, IIAB"
23652,"Iron, IIIAB"
23654,"Iron, IAB-MG"
23655,H6
23656,H5
23657,H3
23658,L5
23659,"Iron, IVA"
23660,OC
23661,LL4
23662,"Iron, IAB-MG"
23663,H5
23664,"Iron, IAB-sHL"
23665,"Pallasite, PMG"
23666,H6
23667,H5
23668,L6
23669,"Iron, ungrouped"
23670,OC
23671,"Iron, ungrouped"
23673,L4
23675,"Pallasite, PMG"
23676,"Iron, ungrouped"
23677,"Iron, IAB complex"
23679,EH4/5
23680,L5
23682,Pallasite
23686,H6
23687,"Iron, IIIAB"
23688,H5
23689,L6
23690,L
23691,L6
23692,"Pallasite, PMG-an"
23694,"Iron, IIIAB"
23712,H5
23713,Eucrite-mmict
23714,LL3.9
23715,L5
23716,"Iron, IIIE"
23717,L6
23720,H3.6
23722,"Iron, IVA-an"
23723,Pallasite
23724,"Iron, IIIAB"
23725,L6
23727,H5
23728,L6
23729,L6
23730,OC
23731,L4
23732,Stone-uncl
23733,H5
23734,H3-6
23735,L6
23736,L6
23737,L6
23738,L6
23739,H4/5
23740,H5
23741,L/LL6
23743,L5
23744,"Iron, IIAB"
23745,H5
23746,H4
23747,L6
23748,H5
23749,L6
23750,H6
23751,L6
23752,H6
23753,H6
23754,L6
23755,L6
23756,L6
23757,L4
23758,H6
23759,H5
23760,H6
23761,"Iron, IAB-sLL"
23762,"Iron, IIIAB"
23763,H5
23764,Iron
23765,L4
23766,H6
23767,H3.8-an
23768,L5
23769,H4/5
23770,H5
23772,"Iron, IIIAB"
23773,H4
23774,"Iron, IAB-MG"
23775,L6
23776,H5
23777,"Iron, IAB complex"
23778,L5
23779,CR-an
23780,H4
23781,H5
23782,C2-ung
23783,"Iron, IIIAB"
23784,H4/5
23785,L5
23786,LL6
23787,Stone-uncl
23789,H5
23792,LL3
23793,H6
